COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.0,11774585
91405,Amazonas,La Chorrera,31.7,14165931
91407,Amazonas,La Pedrera,31.6,15175784
91430,Amazonas,La Victoria,31.1,1598379
91001,Amazonas,Leticia,32.8,6727268
91460,Amazonas,Miriti-Parana,31.3,18820064
91530,Amazonas,Puerto Alegria,31.0,9291534
91536,Amazonas,Puerto Arica,31.8,15153174
91540,Amazonas,Puerto Narino,32.7,1587068
91669,Amazonas,Santander,31.7,16457477
91798,Amazonas,Tarapaca,32.4,10077628
05002,Antioquia,Abejorral,31.4,569818
05004,Antioquia,Abriaqui,22.9,333936
05021,Antioquia,Alejandria,25.9,145063
05030,Antioquia,Amaga,30.4,94539
05031,Antioquia,Amalfi,34.0,1362016
05034,Antioquia,Andes,27.4,451890
05036,Antioquia,Angelopolis,28.5,92005
05038,Antioquia,Angostura,25.9,381134
05040,Antioquia,Anori,33.8,1593171
05044,Antioquia,Anza,30.8,287675
05045,Antioquia,Apartado,32.0,603077
05051,Antioquia,Arboletes,32.2,851162
05055,Antioquia,Argelia,33.3,275658
05059,Antioquia,Armenia,31.8,124098
05079,Antioquia,Barbosa,26.5,231400
05088,Antioquia,Bello,25.9,166318
05086,Antioquia,Belmira,18.7,333209
05091,Antioquia,Betania,27.7,202703
05093,Antioquia,Betulia,31.2,294857
05107,Antioquia,Briceno,30.6,423900
05113,Antioquia,Buritica,30.7,399678
05125,Antioquia,Caicedo,27.1,225000
05129,Antioquia,Caldas,25.6,149249
05134,Antioquia,Campamento,28.6,261516
05142,Antioquia,Caracoli,34.1,295686
05145,Antioquia,Caramanta,30.6,103393
05147,Antioquia,Carepa,32.0,436264
05148,Antioquia,Carmen De Viboral,28.1,476206
05150,Antioquia,Carolina,26.8,168392
05154,Antioquia,Caucasia,34.8,1612931
05138,Antioquia,Canasgordas,26.5,410500
05172,Antioquia,Chigorodo,31.8,812701
05190,Antioquia,Cisneros,27.8,52830
05101,Antioquia,Ciudad Bolivar,30.5,296221
05197,Antioquia,Cocorna,30.7,271796
05206,Antioquia,Concepcion,23.7,227278
05209,Antioquia,Concordia,32.0,278528
05212,Antioquia,Copacabana,25.9,76412
05120,Antioquia,Caceres,33.8,2113418
05234,Antioquia,Dabeiba,30.5,2201979
05237,Antioquia,Donmatias,26.6,228757
05240,Antioquia,Ebejico,30.9,267317
05250,Antioquia,El Bagre,34.3,1760318
05607,Antioquia,El Retiro,23.5,272023
05264,Antioquia,Entrerrios,19.8,240971
05266,Antioquia,Envigado,25.3,89961
05282,Antioquia,Fredonia,31.5,289963
05284,Antioquia,Frontino,30.4,1556209
05306,Antioquia,Giraldo,27.8,105158
05308,Antioquia,Girardota,26.2,93182
05313,Antioquia,Granada,28.6,213883
05315,Antioquia,Guadalupe,30.1,133112
05318,Antioquia,Guarne,22.0,171165
05321,Antioquia,Guatape,22.3,93722
05310,Antioquia,Gomez Plata,29.8,373943
05347,Antioquia,Heliconia,29.6,129116
05353,Antioquia,Hispania,29.9,60851
05360,Antioquia,Itagui,25.4,21942
05361,Antioquia,Ituango,30.7,3200283
05364,Antioquia,Jardin,23.8,225853
05368,Antioquia,Jerico,31.5,230278
05376,Antioquia,La Ceja,25.7,149154
05380,Antioquia,La Estrella,24.8,41419
05390,Antioquia,La Pintada,31.4,61022
05400,Antioquia,La Union,20.9,188508
05411,Antioquia,Liborina,30.6,243496
05425,Antioquia,Maceo,32.6,435772
05440,Antioquia,Marinilla,22.1,129182
05001,Antioquia,Medellin,26.3,419962
05467,Antioquia,Montebello,28.0,85420
05475,Antioquia,Murindo,31.8,1423307
05480,Antioquia,Mutata,32.0,1209994
05483,Antioquia,Narino,30.1,355855
05495,Antioquia,Nechi,35.1,1058350
05490,Antioquia,Necocli,32.1,1413373
05501,Antioquia,Olaya,30.6,97860
05543,Antioquia,Peque,30.1,488675
05541,Antioquia,Penol,22.2,133072
05576,Antioquia,Pueblorrico,31.5,84712
05579,Antioquia,Puerto Berrio,34.1,1373268
05585,Antioquia,Puerto Nare,34.8,752766
05591,Antioquia,Puerto Triunfo,35.0,416003
05604,Antioquia,Remedios,33.4,2225054
05615,Antioquia,Rionegro,21.8,220278
05628,Antioquia,Sabanalarga,30.2,299127
05631,Antioquia,Sabaneta,25.0,17685
05642,Antioquia,Salgar,31.7,323789
05647,Antioquia,San Andres de Cuerquia,28.5,232856
05649,Antioquia,San Carlos,33.8,807373
05652,Antioquia,San Francisco,32.9,400557
05656,Antioquia,San Jeronimo,30.1,181379
05658,Antioquia,San Jose De La Montana,19.2,141913
05659,Antioquia,San Juan De Uraba,31.9,283742
05660,Antioquia,San Luis,33.4,478477
05664,Antioquia,San Pedro De Los Milagros,20.1,248643
05665,Antioquia,San Pedro De Uraba,32.6,680012
05667,Antioquia,San Rafael,30.4,409416
05670,Antioquia,San Roque,30.8,478016
05674,Antioquia,San Vicente,22.7,259228
05679,Antioquia,Santa Barbara,31.4,220405
05042,Antioquia,Santa Fe De Antioquia,30.9,591089
05686,Antioquia,Santa Rosa De Osos,26.6,973298
05690,Antioquia,Santo Domingo,27.8,299206
05697,Antioquia,Santuario,22.9,93832
05736,Antioquia,Segovia,34.0,1269072
05756,Antioquia,Sonson,34.8,1513077
05761,Antioquia,Sopetran,30.8,246389
05790,Antioquia,Taraza,33.2,1295523
05792,Antioquia,Tarso,31.7,135324
05809,Antioquia,Titiribi,32.1,157727
05819,Antioquia,Toledo,30.5,151358
05837,Antioquia,Turbo,32.9,3280628
05789,Antioquia,Tamesis,31.4,283262
05842,Antioquia,Uramita,27.9,299198
05847,Antioquia,Urrao,30.8,2880450
05854,Antioquia,Valdivia,31.8,639646
05856,Antioquia,Valparaiso,31.1,141722
05858,Antioquia,Vegachi,31.4,609013
05861,Antioquia,Venecia,31.8,156919
05873,Antioquia,Vigia Del Fuerte,31.3,1866734
05885,Antioquia,Yali,31.5,496447
05887,Antioquia,Yarumal,28.7,802404
05890,Antioquia,Yolombo,33.2,1139895
05893,Antioquia,Yondo,34.1,2135142
05895,Antioquia,Zaragoza,34.3,1316724
81001,Arauca,Arauca,29.9,6480390
81065,Arauca,Arauquita,28.6,3398314
81220,Arauca,Cravo Norte,29.0,5830110
81300,Arauca,Fortul,27.7,1302674
81591,Arauca,Puerto Rondon,28.1,2560110
81736,Arauca,Saravena,27.7,1040968
81794,Arauca,Tame,28.3,6088514
08078,Atlantico,Baranoa,34.1,138078
08001,Atlantico,Barranquilla,33.3,165737
08137,Atlantico,Campo De La Cruz,35.5,113666
08141,Atlantico,Candelaria,35.4,154373
08296,Atlantico,Galapa,33.8,111089
08372,Atlantico,Juan De Acosta,34.1,191150
08421,Atlantico,Luruaco,34.8,255101
08433,Atlantico,Malambo,34.4,111834
08436,Atlantico,Manati,34.8,243551
08520,Atlantico,Palmar De Varela,35.2,104963
08549,Atlantico,Piojo,36.6,287737
08558,Atlantico,Polonuevo,34.5,84030
08560,Atlantico,Ponedera,35.7,235059
08573,Atlantico,Puerto Colombia,33.2,80058
08606,Atlantico,Repelon,34.1,407612
08634,Atlantico,Sabanagrande,34.6,49057
08638,Atlantico,Sabanalarga,34.8,450221
08675,Atlantico,Santa Lucia,34.8,65156
08685,Atlantico,Santo Tomas,34.8,74048
08758,Atlantico,Soledad,34.0,67368
08770,Atlantico,Suan,34.9,48341
08832,Atlantico,Tubara,33.8,203989
08849,Atlantico,Usiacuri,34.1,115345
13006,Bolivar,Achi,34.5,1076327
13030,Bolivar,Altos Del Rosario,35.5,343678
13042,Bolivar,Arenal,34.6,522075
13052,Bolivar,Arjona,33.0,666987
13062,Bolivar,Arroyohondo,34.7,186053
13074,Bolivar,Barranco De Loba,35.6,487437
13140,Bolivar,Calamar,34.8,290411
13160,Bolivar,Cantagallo,33.7,992881
13001,Bolivar,Cartagena De Indias,33.7,641599
13188,Bolivar,Cicuco,34.3,149678
13222,Bolivar,Clemencia,33.6,97062
13212,Bolivar,Cordoba,35.6,677130
13244,Bolivar,El Carmen De Bolivar,34.5,1073061
13248,Bolivar,El Guamo,35.5,435079
13268,Bolivar,El Penon,35.5,361034
