COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.8,11774585
91405,Amazonas,La Chorrera,31.7,14165931
91407,Amazonas,La Pedrera,32.1,15175784
91430,Amazonas,La Victoria,30.7,1598379
91001,Amazonas,Leticia,32.7,6727268
91460,Amazonas,Miriti-Parana,31.2,18820064
91530,Amazonas,Puerto Alegria,31.5,9291534
91536,Amazonas,Puerto Arica,32.0,15153174
91540,Amazonas,Puerto Narino,32.1,1587068
91669,Amazonas,Santander,31.9,16457477
91798,Amazonas,Tarapaca,32.9,10077628
05002,Antioquia,Abejorral,32.5,569818
05004,Antioquia,Abriaqui,23.8,333936
05021,Antioquia,Alejandria,26.9,145063
05030,Antioquia,Amaga,31.7,94539
05031,Antioquia,Amalfi,33.2,1362016
05034,Antioquia,Andes,28.3,451890
05036,Antioquia,Angelopolis,29.9,92005
05038,Antioquia,Angostura,26.3,381134
05040,Antioquia,Anori,33.2,1593171
05044,Antioquia,Anza,32.5,287675
05045,Antioquia,Apartado,32.3,603077
05051,Antioquia,Arboletes,32.3,851162
05055,Antioquia,Argelia,33.7,275658
05059,Antioquia,Armenia,33.1,124098
05079,Antioquia,Barbosa,27.6,231400
05088,Antioquia,Bello,27.0,166318
05086,Antioquia,Belmira,19.5,333209
05091,Antioquia,Betania,28.5,202703
05093,Antioquia,Betulia,32.6,294857
05107,Antioquia,Briceno,31.8,423900
05113,Antioquia,Buritica,32.1,399678
05125,Antioquia,Caicedo,28.5,225000
05129,Antioquia,Caldas,27.2,149249
05134,Antioquia,Campamento,28.6,261516
05142,Antioquia,Caracoli,34.3,295686
05145,Antioquia,Caramanta,31.6,103393
05147,Antioquia,Carepa,32.3,436264
05148,Antioquia,Carmen De Viboral,29.2,476206
05150,Antioquia,Carolina,27.4,168392
05154,Antioquia,Caucasia,34.3,1612931
05138,Antioquia,Canasgordas,26.8,410500
05172,Antioquia,Chigorodo,32.3,812701
05190,Antioquia,Cisneros,28.6,52830
05101,Antioquia,Ciudad Bolivar,31.9,296221
05197,Antioquia,Cocorna,31.7,271796
05206,Antioquia,Concepcion,24.6,227278
05209,Antioquia,Concordia,33.4,278528
05212,Antioquia,Copacabana,26.8,76412
05120,Antioquia,Caceres,33.7,2113418
05234,Antioquia,Dabeiba,30.4,2201979
05237,Antioquia,Donmatias,27.8,228757
05240,Antioquia,Ebejico,32.5,267317
05250,Antioquia,El Bagre,33.9,1760318
05607,Antioquia,El Retiro,24.6,272023
05264,Antioquia,Entrerrios,20.5,240971
