COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,18.8,11774585
91405,Amazonas,La Chorrera,19.4,14165931
91407,Amazonas,La Pedrera,18.7,15175784
91430,Amazonas,La Victoria,19.4,1598379
91001,Amazonas,Leticia,19.0,6727268
91460,Amazonas,Miriti-Parana,19.4,18820064
91530,Amazonas,Puerto Alegria,19.2,9291534
91536,Amazonas,Puerto Arica,19.1,15153174
91540,Amazonas,Puerto Narino,19.2,1587068
91669,Amazonas,Santander,19.2,16457477
91798,Amazonas,Tarapaca,19.0,10077628
05002,Antioquia,Abejorral,8.4,569818
05004,Antioquia,Abriaqui,4.0,333936
05021,Antioquia,Alejandria,11.9,145063
05030,Antioquia,Amaga,11.1,94539
05031,Antioquia,Amalfi,11.8,1362016
05034,Antioquia,Andes,4.2,451890
05036,Antioquia,Angelopolis,9.1,92005
05038,Antioquia,Angostura,7.9,381134
05040,Antioquia,Anori,11.7,1593171
05044,Antioquia,Anza,8.8,287675
05045,Antioquia,Apartado,20.8,603077
05051,Antioquia,Arboletes,21.3,851162
05055,Antioquia,Argelia,5.9,275658
05059,Antioquia,Armenia,12.5,124098
05079,Antioquia,Barbosa,8.7,231400
05088,Antioquia,Bello,7.4,166318
05086,Antioquia,Belmira,5.9,333209
05091,Antioquia,Betania,2.9,202703
05093,Antioquia,Betulia,6.7,294857
05107,Antioquia,Briceno,7.8,423900
05113,Antioquia,Buritica,8.2,399678
05125,Antioquia,Caicedo,4.2,225000
05129,Antioquia,Caldas,7.0,149249
05134,Antioquia,Campamento,8.8,261516
05142,Antioquia,Caracoli,17.8,295686
05145,Antioquia,Caramanta,7.8,103393
05147,Antioquia,Carepa,19.0,436264
05148,Antioquia,Carmen De Viboral,7.1,476206
05150,Antioquia,Carolina,9.5,168392
05154,Antioquia,Caucasia,21.7,1612931
05138,Antioquia,Canasgordas,6.4,410500
05172,Antioquia,Chigorodo,18.1,812701
05190,Antioquia,Cisneros,12.9,52830
05101,Antioquia,Ciudad Bolivar,4.2,296221
05197,Antioquia,Cocorna,9.4,271796
05206,Antioquia,Concepcion,8.9,227278
05209,Antioquia,Concordia,9.5,278528
05212,Antioquia,Copacabana,8.6,76412
