COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,30.6,11774585
91405,Amazonas,La Chorrera,30.3,14165931
91407,Amazonas,La Pedrera,31.1,15175784
91430,Amazonas,La Victoria,29.8,1598379
91001,Amazonas,Leticia,31.9,6727268
91460,Amazonas,Miriti-Parana,30.8,18820064
91530,Amazonas,Puerto Alegria,30.1,9291534
91536,Amazonas,Puerto Arica,31.2,15153174
91540,Amazonas,Puerto Narino,31.3,1587068
91669,Amazonas,Santander,31.1,16457477
91798,Amazonas,Tarapaca,31.5,10077628
05002,Antioquia,Abejorral,33.1,569818
05004,Antioquia,Abriaqui,23.4,333936
05021,Antioquia,Alejandria,26.6,145063
05030,Antioquia,Amaga,31.5,94539
05031,Antioquia,Amalfi,32.0,1362016
05034,Antioquia,Andes,28.2,451890
05036,Antioquia,Angelopolis,29.9,92005
05038,Antioquia,Angostura,26.7,381134
05040,Antioquia,Anori,32.4,1593171
05044,Antioquia,Anza,32.6,287675
05045,Antioquia,Apartado,31.8,603077
05051,Antioquia,Arboletes,33.3,851162
05055,Antioquia,Argelia,32.3,275658
05059,Antioquia,Armenia,33.0,124098
05079,Antioquia,Barbosa,27.4,231400
05088,Antioquia,Bello,26.2,166318
05086,Antioquia,Belmira,19.7,333209
05091,Antioquia,Betania,28.4,202703
05093,Antioquia,Betulia,32.6,294857
05107,Antioquia,Briceno,30.5,423900
05113,Antioquia,Buritica,31.3,399678
05125,Antioquia,Caicedo,28.8,225000
05129,Antioquia,Caldas,26.9,149249
05134,Antioquia,Campamento,29.0,261516
05142,Antioquia,Caracoli,32.7,295686
05145,Antioquia,Caramanta,31.8,103393
05147,Antioquia,Carepa,32.0,436264
05148,Antioquia,Carmen De Viboral,28.7,476206
05150,Antioquia,Carolina,27.3,168392
05154,Antioquia,Caucasia,33.7,1612931
05138,Antioquia,Canasgordas,26.4,410500
05172,Antioquia,Chigorodo,32.2,812701
05190,Antioquia,Cisneros,28.0,52830
05101,Antioquia,Ciudad Bolivar,31.6,296221
05197,Antioquia,Cocorna,31.0,271796
05206,Antioquia,Concepcion,24.5,227278
05209,Antioquia,Concordia,33.2,278528
05212,Antioquia,Copacabana,25.8,76412
05120,Antioquia,Caceres,33.5,2113418
05234,Antioquia,Dabeiba,30.3,2201979
05237,Antioquia,Donmatias,27.5,228757
05240,Antioquia,Ebejico,32.6,267317
05250,Antioquia,El Bagre,33.5,1760318
05607,Antioquia,El Retiro,24.5,272023
05264,Antioquia,Entrerrios,20.1,240971
05266,Antioquia,Envigado,25.6,89961
05282,Antioquia,Fredonia,32.9,289963
05284,Antioquia,Frontino,31.3,1556209
