COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.5,11774585
91405,Amazonas,La Chorrera,32.2,14165931
91407,Amazonas,La Pedrera,32.8,15175784
91430,Amazonas,La Victoria,32.2,1598379
91001,Amazonas,Leticia,33.4,6727268
91460,Amazonas,Miriti-Parana,32.4,18820064
91530,Amazonas,Puerto Alegria,31.6,9291534
91536,Amazonas,Puerto Arica,32.7,15153174
91540,Amazonas,Puerto Narino,33.5,1587068
91669,Amazonas,Santander,32.4,16457477
91798,Amazonas,Tarapaca,33.0,10077628
05002,Antioquia,Abejorral,33.4,569818
05004,Antioquia,Abriaqui,24.0,333936
05021,Antioquia,Alejandria,27.0,145063
05030,Antioquia,Amaga,32.5,94539
05031,Antioquia,Amalfi,34.6,1362016
05034,Antioquia,Andes,29.0,451890
05036,Antioquia,Angelopolis,30.8,92005
05038,Antioquia,Angostura,27.6,381134
05040,Antioquia,Anori,34.7,1593171
05044,Antioquia,Anza,33.6,287675
05045,Antioquia,Apartado,32.9,603077
05051,Antioquia,Arboletes,32.9,851162
05055,Antioquia,Argelia,35.0,275658
05059,Antioquia,Armenia,33.8,124098
05079,Antioquia,Barbosa,27.9,231400
05088,Antioquia,Bello,27.3,166318
05086,Antioquia,Belmira,20.5,333209
05091,Antioquia,Betania,29.3,202703
05093,Antioquia,Betulia,33.4,294857
05107,Antioquia,Briceno,31.8,423900
05113,Antioquia,Buritica,32.0,399678
05125,Antioquia,Caicedo,29.7,225000
05129,Antioquia,Caldas,27.8,149249
05134,Antioquia,Campamento,30.9,261516
05142,Antioquia,Caracoli,34.5,295686
05145,Antioquia,Caramanta,32.6,103393
05147,Antioquia,Carepa,33.0,436264
05148,Antioquia,Carmen De Viboral,29.0,476206
05150,Antioquia,Carolina,27.9,168392
05154,Antioquia,Caucasia,34.3,1612931
05138,Antioquia,Canasgordas,27.3,410500
05172,Antioquia,Chigorodo,33.1,812701
05190,Antioquia,Cisneros,28.7,52830
05101,Antioquia,Ciudad Bolivar,32.5,296221
05197,Antioquia,Cocorna,31.8,271796
05206,Antioquia,Concepcion,24.8,227278
05209,Antioquia,Concordia,34.0,278528
05212,Antioquia,Copacabana,27.0,76412
05120,Antioquia,Caceres,34.3,2113418
05234,Antioquia,Dabeiba,31.9,2201979
05237,Antioquia,Donmatias,28.1,228757
05240,Antioquia,Ebejico,33.6,267317
05250,Antioquia,El Bagre,34.8,1760318
05607,Antioquia,El Retiro,24.9,272023
05264,Antioquia,Entrerrios,21.0,240971
05266,Antioquia,Envigado,26.6,89961
05282,Antioquia,Fredonia,33.8,289963
05284,Antioquia,Frontino,32.6,1556209
05306,Antioquia,Giraldo,29.5,105158
05308,Antioquia,Girardota,27.3,93182
05313,Antioquia,Granada,29.6,213883
05315,Antioquia,Guadalupe,31.2,133112
05318,Antioquia,Guarne,22.4,171165
05321,Antioquia,Guatape,23.4,93722
05310,Antioquia,Gomez Plata,30.8,373943
05347,Antioquia,Heliconia,32.2,129116
05353,Antioquia,Hispania,31.8,60851
05360,Antioquia,Itagui,26.6,21942
05361,Antioquia,Ituango,31.9,3200283
05364,Antioquia,Jardin,25.0,225853
05368,Antioquia,Jerico,33.8,230278
05376,Antioquia,La Ceja,27.4,149154
05380,Antioquia,La Estrella,26.6,41419
05390,Antioquia,La Pintada,33.4,61022
05400,Antioquia,La Union,22.2,188508
05411,Antioquia,Liborina,32.3,243496
05425,Antioquia,Maceo,33.3,435772
05440,Antioquia,Marinilla,22.6,129182
05001,Antioquia,Medellin,29.2,419962
05467,Antioquia,Montebello,30.3,85420
05475,Antioquia,Murindo,33.7,1423307
05480,Antioquia,Mutata,33.3,1209994
05483,Antioquia,Narino,31.3,355855
05495,Antioquia,Nechi,34.0,1058350
05490,Antioquia,Necocli,33.4,1413373
05501,Antioquia,Olaya,32.9,97860
05543,Antioquia,Peque,30.9,488675
05541,Antioquia,Penol,23.0,133072
05576,Antioquia,Pueblorrico,33.5,84712
05579,Antioquia,Puerto Berrio,34.7,1373268
05585,Antioquia,Puerto Nare,35.1,752766
05591,Antioquia,Puerto Triunfo,35.8,416003
05604,Antioquia,Remedios,34.0,2225054
05615,Antioquia,Rionegro,22.2,220278
05628,Antioquia,Sabanalarga,31.0,299127
05631,Antioquia,Sabaneta,26.7,17685
05642,Antioquia,Salgar,33.8,323789
05647,Antioquia,San Andres de Cuerquia,29.5,232856
05649,Antioquia,San Carlos,34.2,807373
05652,Antioquia,San Francisco,33.8,400557
05656,Antioquia,San Jeronimo,32.3,181379
05658,Antioquia,San Jose De La Montana,20.1,141913
05659,Antioquia,San Juan De Uraba,32.2,283742
05660,Antioquia,San Luis,34.0,478477
05664,Antioquia,San Pedro De Los Milagros,21.3,248643
05665,Antioquia,San Pedro De Uraba,33.1,680012
05667,Antioquia,San Rafael,31.2,409416
05670,Antioquia,San Roque,31.4,478016
05674,Antioquia,San Vicente,23.5,259228
05679,Antioquia,Santa Barbara,33.4,220405
05042,Antioquia,Santa Fe De Antioquia,33.6,591089
05686,Antioquia,Santa Rosa De Osos,28.1,973298
05690,Antioquia,Santo Domingo,28.7,299206
05697,Antioquia,Santuario,23.6,93832
05736,Antioquia,Segovia,34.6,1269072
05756,Antioquia,Sonson,36.0,1513077
05761,Antioquia,Sopetran,33.5,246389
05790,Antioquia,Taraza,33.6,1295523
05792,Antioquia,Tarso,33.8,135324
05809,Antioquia,Titiribi,34.1,157727
05819,Antioquia,Toledo,31.7,151358
05837,Antioquia,Turbo,34.7,3280628
05789,Antioquia,Tamesis,33.7,283262
05842,Antioquia,Uramita,29.0,299198
05847,Antioquia,Urrao,33.3,2880450
05854,Antioquia,Valdivia,32.7,639646
05856,Antioquia,Valparaiso,33.1,141722
05858,Antioquia,Vegachi,32.0,609013
05861,Antioquia,Venecia,33.9,156919
05873,Antioquia,Vigia Del Fuerte,33.8,1866734
05885,Antioquia,Yali,32.2,496447
05887,Antioquia,Yarumal,30.1,802404
05890,Antioquia,Yolombo,33.7,1139895
05893,Antioquia,Yondo,34.7,2135142
05895,Antioquia,Zaragoza,35.0,1316724
81001,Arauca,Arauca,32.7,6480390
81065,Arauca,Arauquita,32.4,3398314
81220,Arauca,Cravo Norte,32.3,5830110
81300,Arauca,Fortul,31.4,1302674
81591,Arauca,Puerto Rondon,32.6,2560110
81736,Arauca,Saravena,32.1,1040968
81794,Arauca,Tame,32.6,6088514
08078,Atlantico,Baranoa,36.0,138078
08001,Atlantico,Barranquilla,32.9,165737
08137,Atlantico,Campo De La Cruz,37.1,113666
08141,Atlantico,Candelaria,37.0,154373
08296,Atlantico,Galapa,34.3,111089
08372,Atlantico,Juan De Acosta,36.1,191150
08421,Atlantico,Luruaco,37.3,255101
08433,Atlantico,Malambo,34.8,111834
08436,Atlantico,Manati,36.8,243551
08520,Atlantico,Palmar De Varela,36.6,104963
08549,Atlantico,Piojo,39.7,287737
08558,Atlantico,Polonuevo,36.2,84030
08560,Atlantico,Ponedera,37.1,235059
08573,Atlantico,Puerto Colombia,32.8,80058
08606,Atlantico,Repelon,36.3,407612
08634,Atlantico,Sabanagrande,35.4,49057
08638,Atlantico,Sabanalarga,36.7,450221
08675,Atlantico,Santa Lucia,37.0,65156
08685,Atlantico,Santo Tomas,36.4,74048
08758,Atlantico,Soledad,33.8,67368
08770,Atlantico,Suan,37.1,48341
08832,Atlantico,Tubara,35.0,203989
08849,Atlantico,Usiacuri,36.2,115345
13006,Bolivar,Achi,34.2,1076327
13030,Bolivar,Altos Del Rosario,35.4,343678
13042,Bolivar,Arenal,36.0,522075
13052,Bolivar,Arjona,34.8,666987
13062,Bolivar,Arroyohondo,36.9,186053
13074,Bolivar,Barranco De Loba,35.9,487437
13140,Bolivar,Calamar,36.9,290411
13160,Bolivar,Cantagallo,34.5,992881
13001,Bolivar,Cartagena De Indias,35.4,641599
13188,Bolivar,Cicuco,35.0,149678
13222,Bolivar,Clemencia,35.7,97062
13212,Bolivar,Cordoba,36.8,677130
13244,Bolivar,El Carmen De Bolivar,35.8,1073061
