COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.3,11774585
91405,Amazonas,La Chorrera,31.9,14165931
91407,Amazonas,La Pedrera,32.2,15175784
91430,Amazonas,La Victoria,31.1,1598379
91001,Amazonas,Leticia,33.6,6727268
91460,Amazonas,Miriti-Parana,32.1,18820064
91530,Amazonas,Puerto Alegria,31.6,9291534
91536,Amazonas,Puerto Arica,32.7,15153174
91540,Amazonas,Puerto Narino,33.2,1587068
91669,Amazonas,Santander,32.1,16457477
91798,Amazonas,Tarapaca,33.1,10077628
05002,Antioquia,Abejorral,34.1,569818
05004,Antioquia,Abriaqui,24.4,333936
05021,Antioquia,Alejandria,27.5,145063
05030,Antioquia,Amaga,32.9,94539
05031,Antioquia,Amalfi,35.6,1362016
05034,Antioquia,Andes,29.1,451890
05036,Antioquia,Angelopolis,31.3,92005
05038,Antioquia,Angostura,28.2,381134
05040,Antioquia,Anori,35.7,1593171
05044,Antioquia,Anza,34.6,287675
05045,Antioquia,Apartado,33.1,603077
05051,Antioquia,Arboletes,33.9,851162
05055,Antioquia,Argelia,35.2,275658
05059,Antioquia,Armenia,34.3,124098
05079,Antioquia,Barbosa,28.1,231400
05088,Antioquia,Bello,27.3,166318
05086,Antioquia,Belmira,20.7,333209
05091,Antioquia,Betania,29.4,202703
05093,Antioquia,Betulia,34.0,294857
05107,Antioquia,Briceno,32.4,423900
05113,Antioquia,Buritica,32.7,399678
05125,Antioquia,Caicedo,30.3,225000
05129,Antioquia,Caldas,28.2,149249
05134,Antioquia,Campamento,31.7,261516
05142,Antioquia,Caracoli,35.1,295686
05145,Antioquia,Caramanta,32.9,103393
05147,Antioquia,Carepa,33.2,436264
05148,Antioquia,Carmen De Viboral,30.1,476206
05150,Antioquia,Carolina,28.4,168392
05154,Antioquia,Caucasia,35.1,1612931
05138,Antioquia,Canasgordas,27.4,410500
05172,Antioquia,Chigorodo,33.4,812701
05190,Antioquia,Cisneros,29.2,52830
05101,Antioquia,Ciudad Bolivar,32.7,296221
05197,Antioquia,Cocorna,32.9,271796
05206,Antioquia,Concepcion,25.2,227278
05209,Antioquia,Concordia,34.4,278528
05212,Antioquia,Copacabana,27.0,76412
05120,Antioquia,Caceres,34.9,2113418
05234,Antioquia,Dabeiba,31.7,2201979
05237,Antioquia,Donmatias,28.4,228757
05240,Antioquia,Ebejico,34.5,267317
05250,Antioquia,El Bagre,36.2,1760318
05607,Antioquia,El Retiro,25.1,272023
05264,Antioquia,Entrerrios,20.8,240971
05266,Antioquia,Envigado,26.5,89961
05282,Antioquia,Fredonia,34.1,289963
05284,Antioquia,Frontino,32.9,1556209
05306,Antioquia,Giraldo,30.2,105158
05308,Antioquia,Girardota,27.1,93182
05313,Antioquia,Granada,30.5,213883
05315,Antioquia,Guadalupe,31.7,133112
05318,Antioquia,Guarne,22.1,171165
05321,Antioquia,Guatape,23.5,93722
05310,Antioquia,Gomez Plata,31.4,373943
05347,Antioquia,Heliconia,32.9,129116
05353,Antioquia,Hispania,32.0,60851
05360,Antioquia,Itagui,26.6,21942
05361,Antioquia,Ituango,32.5,3200283
05364,Antioquia,Jardin,25.1,225853
05368,Antioquia,Jerico,34.1,230278
05376,Antioquia,La Ceja,27.9,149154
05380,Antioquia,La Estrella,26.5,41419
05390,Antioquia,La Pintada,33.8,61022
05400,Antioquia,La Union,22.4,188508
05411,Antioquia,Liborina,33.1,243496
05425,Antioquia,Maceo,33.3,435772
05440,Antioquia,Marinilla,22.3,129182
05001,Antioquia,Medellin,30.4,419962
05467,Antioquia,Montebello,30.9,85420
05475,Antioquia,Murindo,34.0,1423307
05480,Antioquia,Mutata,33.1,1209994
05483,Antioquia,Narino,32.6,355855
05495,Antioquia,Nechi,35.2,1058350
05490,Antioquia,Necocli,33.1,1413373
05501,Antioquia,Olaya,33.8,97860
05543,Antioquia,Peque,31.6,488675
05541,Antioquia,Penol,22.9,133072
05576,Antioquia,Pueblorrico,33.8,84712
05579,Antioquia,Puerto Berrio,35.2,1373268
05585,Antioquia,Puerto Nare,36.0,752766
05591,Antioquia,Puerto Triunfo,36.4,416003
05604,Antioquia,Remedios,34.6,2225054
05615,Antioquia,Rionegro,22.2,220278
05628,Antioquia,Sabanalarga,31.6,299127
05631,Antioquia,Sabaneta,26.5,17685
05642,Antioquia,Salgar,34.1,323789
05647,Antioquia,San Andres de Cuerquia,30.1,232856
05649,Antioquia,San Carlos,34.7,807373
05652,Antioquia,San Francisco,34.6,400557
05656,Antioquia,San Jeronimo,33.3,181379
05658,Antioquia,San Jose De La Montana,20.4,141913
05659,Antioquia,San Juan De Uraba,32.2,283742
05660,Antioquia,San Luis,34.8,478477
05664,Antioquia,San Pedro De Los Milagros,21.4,248643
05665,Antioquia,San Pedro De Uraba,34.3,680012
05667,Antioquia,San Rafael,31.6,409416
05670,Antioquia,San Roque,31.9,478016
05674,Antioquia,San Vicente,23.2,259228
05679,Antioquia,Santa Barbara,34.1,220405
05042,Antioquia,Santa Fe De Antioquia,34.6,591089
05686,Antioquia,Santa Rosa De Osos,28.4,973298
05690,Antioquia,Santo Domingo,29.2,299206
05697,Antioquia,Santuario,24.0,93832
05736,Antioquia,Segovia,35.6,1269072
05756,Antioquia,Sonson,36.2,1513077
05761,Antioquia,Sopetran,34.5,246389
05790,Antioquia,Taraza,33.9,1295523
05792,Antioquia,Tarso,34.1,135324
05809,Antioquia,Titiribi,34.5,157727
05819,Antioquia,Toledo,32.3,151358
05837,Antioquia,Turbo,34.4,3280628
05789,Antioquia,Tamesis,33.9,283262
05842,Antioquia,Uramita,28.8,299198
05847,Antioquia,Urrao,33.1,2880450
05854,Antioquia,Valdivia,32.9,639646
05856,Antioquia,Valparaiso,33.4,141722
05858,Antioquia,Vegachi,32.3,609013
05861,Antioquia,Venecia,34.3,156919
05873,Antioquia,Vigia Del Fuerte,34.0,1866734
05885,Antioquia,Yali,32.3,496447
05887,Antioquia,Yarumal,30.5,802404
05890,Antioquia,Yolombo,33.8,1139895
05893,Antioquia,Yondo,34.9,2135142
05895,Antioquia,Zaragoza,36.2,1316724
81001,Arauca,Arauca,32.8,6480390
81065,Arauca,Arauquita,32.1,3398314
81220,Arauca,Cravo Norte,32.7,5830110
81300,Arauca,Fortul,31.2,1302674
81591,Arauca,Puerto Rondon,32.5,2560110
81736,Arauca,Saravena,31.0,1040968
81794,Arauca,Tame,32.4,6088514
08078,Atlantico,Baranoa,36.0,138078
08001,Atlantico,Barranquilla,34.1,165737
08137,Atlantico,Campo De La Cruz,37.7,113666
08141,Atlantico,Candelaria,37.6,154373
08296,Atlantico,Galapa,34.9,111089
08372,Atlantico,Juan De Acosta,36.4,191150
08421,Atlantico,Luruaco,37.8,255101
08433,Atlantico,Malambo,35.1,111834
08436,Atlantico,Manati,37.5,243551
08520,Atlantico,Palmar De Varela,36.2,104963
08549,Atlantico,Piojo,40.4,287737
08558,Atlantico,Polonuevo,36.0,84030
08560,Atlantico,Ponedera,37.1,235059
