COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.2,11774585
91405,Amazonas,La Chorrera,18.9,14165931
91407,Amazonas,La Pedrera,19.4,15175784
91430,Amazonas,La Victoria,19.8,1598379
91001,Amazonas,Leticia,19.6,6727268
91460,Amazonas,Miriti-Parana,19.5,18820064
91530,Amazonas,Puerto Alegria,18.9,9291534
91536,Amazonas,Puerto Arica,19.6,15153174
91540,Amazonas,Puerto Narino,19.5,1587068
91669,Amazonas,Santander,19.2,16457477
91798,Amazonas,Tarapaca,19.4,10077628
05002,Antioquia,Abejorral,6.7,569818
05004,Antioquia,Abriaqui,4.2,333936
05021,Antioquia,Alejandria,10.9,145063
05030,Antioquia,Amaga,10.0,94539
05031,Antioquia,Amalfi,10.7,1362016
05034,Antioquia,Andes,3.7,451890
05036,Antioquia,Angelopolis,7.7,92005
05038,Antioquia,Angostura,7.5,381134
05040,Antioquia,Anori,11.0,1593171
05044,Antioquia,Anza,7.7,287675
05045,Antioquia,Apartado,19.2,603077
05051,Antioquia,Arboletes,21.4,851162
05055,Antioquia,Argelia,4.8,275658
05059,Antioquia,Armenia,11.3,124098
05079,Antioquia,Barbosa,8.0,231400
05088,Antioquia,Bello,7.4,166318
05086,Antioquia,Belmira,5.9,333209
05091,Antioquia,Betania,3.7,202703
05093,Antioquia,Betulia,5.5,294857
05107,Antioquia,Briceno,7.9,423900
05113,Antioquia,Buritica,7.8,399678
05125,Antioquia,Caicedo,3.2,225000
05129,Antioquia,Caldas,5.8,149249
05134,Antioquia,Campamento,8.4,261516
05142,Antioquia,Caracoli,17.7,295686
05145,Antioquia,Caramanta,6.9,103393
05147,Antioquia,Carepa,18.1,436264
05148,Antioquia,Carmen De Viboral,5.7,476206
05150,Antioquia,Carolina,8.5,168392
05154,Antioquia,Caucasia,22.5,1612931
05138,Antioquia,Canasgordas,6.0,410500
05172,Antioquia,Chigorodo,17.1,812701
05190,Antioquia,Cisneros,12.4,52830
05101,Antioquia,Ciudad Bolivar,5.3,296221
05197,Antioquia,Cocorna,9.1,271796
05206,Antioquia,Concepcion,8.1,227278
05209,Antioquia,Concordia,8.9,278528
05212,Antioquia,Copacabana,8.1,76412
05120,Antioquia,Caceres,19.3,2113418
05234,Antioquia,Dabeiba,6.2,2201979
05237,Antioquia,Donmatias,7.9,228757
05240,Antioquia,Ebejico,8.7,267317
05250,Antioquia,El Bagre,18.3,1760318
05607,Antioquia,El Retiro,5.8,272023
05264,Antioquia,Entrerrios,6.8,240971
05266,Antioquia,Envigado,6.9,89961
05282,Antioquia,Fredonia,8.7,289963
05284,Antioquia,Frontino,4.8,1556209
05306,Antioquia,Giraldo,5.9,105158
05308,Antioquia,Girardota,8.3,93182
05313,Antioquia,Granada,8.0,213883
05315,Antioquia,Guadalupe,11.1,133112
05318,Antioquia,Guarne,8.8,171165
05321,Antioquia,Guatape,9.3,93722
05310,Antioquia,Gomez Plata,10.5,373943
05347,Antioquia,Heliconia,8.4,129116
05353,Antioquia,Hispania,12.4,60851
05360,Antioquia,Itagui,11.4,21942
05361,Antioquia,Ituango,7.4,3200283
05364,Antioquia,Jardin,6.4,225853
05368,Antioquia,Jerico,8.6,230278
05376,Antioquia,La Ceja,7.0,149154
05380,Antioquia,La Estrella,7.7,41419
05390,Antioquia,La Pintada,14.9,61022
05400,Antioquia,La Union,7.0,188508
05411,Antioquia,Liborina,6.1,243496
05425,Antioquia,Maceo,16.6,435772
05440,Antioquia,Marinilla,8.5,129182
05001,Antioquia,Medellin,7.0,419962
05467,Antioquia,Montebello,8.5,85420
05475,Antioquia,Murindo,16.0,1423307
05480,Antioquia,Mutata,8.8,1209994
05483,Antioquia,Narino,3.6,355855
05495,Antioquia,Nechi,20.4,1058350
05490,Antioquia,Necocli,20.6,1413373
05501,Antioquia,Olaya,6.7,97860
05543,Antioquia,Peque,6.1,488675
05541,Antioquia,Penol,8.0,133072
05576,Antioquia,Pueblorrico,10.0,84712
05579,Antioquia,Puerto Berrio,18.0,1373268
05585,Antioquia,Puerto Nare,17.8,752766
05591,Antioquia,Puerto Triunfo,20.1,416003
05604,Antioquia,Remedios,17.9,2225054
05615,Antioquia,Rionegro,7.8,220278
05628,Antioquia,Sabanalarga,6.5,299127
05631,Antioquia,Sabaneta,8.8,17685
05642,Antioquia,Salgar,3.4,323789
05647,Antioquia,San Andres de Cuerquia,6.6,232856
05649,Antioquia,San Carlos,8.8,807373
05652,Antioquia,San Francisco,11.0,400557
05656,Antioquia,San Jeronimo,7.4,181379
05658,Antioquia,San Jose De La Montana,5.4,141913
05659,Antioquia,San Juan De Uraba,22.1,283742
05660,Antioquia,San Luis,12.0,478477
05664,Antioquia,San Pedro De Los Milagros,7.9,248643
05665,Antioquia,San Pedro De Uraba,21.0,680012
05667,Antioquia,San Rafael,8.8,409416
05670,Antioquia,San Roque,12.1,478016
05674,Antioquia,San Vicente,8.0,259228
05679,Antioquia,Santa Barbara,7.9,220405
05042,Antioquia,Santa Fe De Antioquia,4.2,591089
05686,Antioquia,Santa Rosa De Osos,7.1,973298
05690,Antioquia,Santo Domingo,9.6,299206
05697,Antioquia,Santuario,8.6,93832
05736,Antioquia,Segovia,15.8,1269072
05756,Antioquia,Sonson,3.6,1513077
05761,Antioquia,Sopetran,7.7,246389
05790,Antioquia,Taraza,13.3,1295523
05792,Antioquia,Tarso,5.0,135324
05809,Antioquia,Titiribi,10.6,157727
05819,Antioquia,Toledo,10.1,151358
05837,Antioquia,Turbo,20.0,3280628
05789,Antioquia,Tamesis,6.4,283262
05842,Antioquia,Uramita,7.5,299198
05847,Antioquia,Urrao,2.5,2880450
05854,Antioquia,Valdivia,10.5,639646
05856,Antioquia,Valparaiso,8.8,141722
05858,Antioquia,Vegachi,14.6,609013
05861,Antioquia,Venecia,9.3,156919
05873,Antioquia,Vigia Del Fuerte,13.9,1866734
05885,Antioquia,Yali,13.3,496447
05887,Antioquia,Yarumal,7.2,802404
05890,Antioquia,Yolombo,11.1,1139895
05893,Antioquia,Yondo,20.5,2135142
05895,Antioquia,Zaragoza,20.7,1316724
81001,Arauca,Arauca,20.6,6480390
81065,Arauca,Arauquita,19.4,3398314
81220,Arauca,Cravo Norte,21.2,5830110
81300,Arauca,Fortul,2.1,1302674
81591,Arauca,Puerto Rondon,20.2,2560110
81736,Arauca,Saravena,9.0,1040968
81794,Arauca,Tame,-1.5,6088514
08078,Atlantico,Baranoa,22.7,138078
08001,Atlantico,Barranquilla,23.0,165737
08137,Atlantico,Campo De La Cruz,23.0,113666
08141,Atlantico,Candelaria,22.8,154373
