COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.5,11774585
91405,Amazonas,La Chorrera,31.4,14165931
91407,Amazonas,La Pedrera,32.0,15175784
91430,Amazonas,La Victoria,31.0,1598379
91001,Amazonas,Leticia,32.3,6727268
91460,Amazonas,Miriti-Parana,31.7,18820064
91530,Amazonas,Puerto Alegria,31.1,9291534
91536,Amazonas,Puerto Arica,31.7,15153174
91540,Amazonas,Puerto Narino,32.0,1587068
91669,Amazonas,Santander,31.6,16457477
91798,Amazonas,Tarapaca,32.8,10077628
05002,Antioquia,Abejorral,32.2,569818
05004,Antioquia,Abriaqui,22.6,333936
05021,Antioquia,Alejandria,25.5,145063
05030,Antioquia,Amaga,31.2,94539
05031,Antioquia,Amalfi,33.2,1362016
05034,Antioquia,Andes,27.2,451890
05036,Antioquia,Angelopolis,29.8,92005
05038,Antioquia,Angostura,26.1,381134
05040,Antioquia,Anori,33.2,1593171
05044,Antioquia,Anza,32.6,287675
05045,Antioquia,Apartado,30.8,603077
05051,Antioquia,Arboletes,31.0,851162
05055,Antioquia,Argelia,31.5,275658
05059,Antioquia,Armenia,32.8,124098
05079,Antioquia,Barbosa,26.6,231400
05088,Antioquia,Bello,26.2,166318
05086,Antioquia,Belmira,19.6,333209
05091,Antioquia,Betania,27.5,202703
05093,Antioquia,Betulia,32.5,294857
05107,Antioquia,Briceno,30.4,423900
05113,Antioquia,Buritica,31.1,399678
05125,Antioquia,Caicedo,28.7,225000
05129,Antioquia,Caldas,27.0,149249
05134,Antioquia,Campamento,28.3,261516
05142,Antioquia,Caracoli,32.1,295686
05145,Antioquia,Caramanta,30.5,103393
05147,Antioquia,Carepa,31.1,436264
05148,Antioquia,Carmen De Viboral,27.4,476206
05150,Antioquia,Carolina,26.7,168392
05154,Antioquia,Caucasia,32.8,1612931
05138,Antioquia,Canasgordas,25.8,410500
05172,Antioquia,Chigorodo,31.3,812701
05190,Antioquia,Cisneros,27.0,52830
05101,Antioquia,Ciudad Bolivar,30.9,296221
05197,Antioquia,Cocorna,29.8,271796
05206,Antioquia,Concepcion,23.5,227278
05209,Antioquia,Concordia,33.0,278528
05212,Antioquia,Copacabana,25.7,76412
05120,Antioquia,Caceres,32.8,2113418
05234,Antioquia,Dabeiba,30.2,2201979
05237,Antioquia,Donmatias,26.8,228757
05240,Antioquia,Ebejico,32.5,267317
05250,Antioquia,El Bagre,33.1,1760318
05607,Antioquia,El Retiro,24.3,272023
05264,Antioquia,Entrerrios,19.7,240971
05266,Antioquia,Envigado,25.4,89961
05282,Antioquia,Fredonia,32.5,289963
05284,Antioquia,Frontino,31.5,1556209
05306,Antioquia,Giraldo,28.5,105158
05308,Antioquia,Girardota,25.8,93182
05313,Antioquia,Granada,28.0,213883
05315,Antioquia,Guadalupe,29.9,133112
05318,Antioquia,Guarne,21.0,171165
05321,Antioquia,Guatape,22.1,93722
05310,Antioquia,Gomez Plata,29.5,373943
05347,Antioquia,Heliconia,31.4,129116
05353,Antioquia,Hispania,30.2,60851
05360,Antioquia,Itagui,25.7,21942
05361,Antioquia,Ituango,30.4,3200283
05364,Antioquia,Jardin,23.3,225853
05368,Antioquia,Jerico,32.5,230278
05376,Antioquia,La Ceja,26.8,149154
05380,Antioquia,La Estrella,25.7,41419
05390,Antioquia,La Pintada,31.9,61022
05400,Antioquia,La Union,21.3,188508
05411,Antioquia,Liborina,31.5,243496
05425,Antioquia,Maceo,31.1,435772
05440,Antioquia,Marinilla,21.1,129182
05001,Antioquia,Medellin,28.7,419962
05467,Antioquia,Montebello,29.6,85420
05475,Antioquia,Murindo,32.5,1423307
05480,Antioquia,Mutata,31.5,1209994
05483,Antioquia,Narino,28.8,355855
05495,Antioquia,Nechi,32.9,1058350
05490,Antioquia,Necocli,30.8,1413373
05501,Antioquia,Olaya,32.1,97860
05543,Antioquia,Peque,29.6,488675
05541,Antioquia,Penol,21.7,133072
05576,Antioquia,Pueblorrico,32.1,84712
05579,Antioquia,Puerto Berrio,32.6,1373268
05585,Antioquia,Puerto Nare,32.4,752766
05591,Antioquia,Puerto Triunfo,32.7,416003
05604,Antioquia,Remedios,32.5,2225054
05615,Antioquia,Rionegro,21.1,220278
05628,Antioquia,Sabanalarga,29.8,299127
05631,Antioquia,Sabaneta,25.7,17685
05642,Antioquia,Salgar,32.3,323789
05647,Antioquia,San Andres de Cuerquia,28.1,232856
05649,Antioquia,San Carlos,31.7,807373
05652,Antioquia,San Francisco,31.0,400557
05656,Antioquia,San Jeronimo,31.5,181379
05658,Antioquia,San Jose De La Montana,18.8,141913
05659,Antioquia,San Juan De Uraba,29.7,283742
05660,Antioquia,San Luis,31.4,478477
05664,Antioquia,San Pedro De Los Milagros,20.2,248643
05665,Antioquia,San Pedro De Uraba,31.0,680012
05667,Antioquia,San Rafael,29.1,409416
05670,Antioquia,San Roque,29.4,478016
05674,Antioquia,San Vicente,22.1,259228
05679,Antioquia,Santa Barbara,32.3,220405
05042,Antioquia,Santa Fe De Antioquia,32.7,591089
05686,Antioquia,Santa Rosa De Osos,26.8,973298
05690,Antioquia,Santo Domingo,26.9,299206
05697,Antioquia,Santuario,22.2,93832
05736,Antioquia,Segovia,33.2,1269072
05756,Antioquia,Sonson,32.9,1513077
05761,Antioquia,Sopetran,32.6,246389
05790,Antioquia,Taraza,32.3,1295523
05792,Antioquia,Tarso,32.4,135324
05809,Antioquia,Titiribi,33.1,157727
05819,Antioquia,Toledo,30.2,151358
05837,Antioquia,Turbo,31.9,3280628
05789,Antioquia,Tamesis,32.3,283262
05842,Antioquia,Uramita,27.2,299198
05847,Antioquia,Urrao,32.0,2880450
05854,Antioquia,Valdivia,31.1,639646
05856,Antioquia,Valparaiso,31.7,141722
05858,Antioquia,Vegachi,30.1,609013
05861,Antioquia,Venecia,32.6,156919
05873,Antioquia,Vigia Del Fuerte,32.4,1866734
05885,Antioquia,Yali,30.2,496447
05887,Antioquia,Yarumal,28.2,802404
05890,Antioquia,Yolombo,31.7,1139895
05893,Antioquia,Yondo,32.9,2135142
05895,Antioquia,Zaragoza,33.5,1316724
81001,Arauca,Arauca,32.2,6480390
81065,Arauca,Arauquita,32.8,3398314
81220,Arauca,Cravo Norte,32.3,5830110
81300,Arauca,Fortul,31.6,1302674
81591,Arauca,Puerto Rondon,32.6,2560110
81736,Arauca,Saravena,32.6,1040968
81794,Arauca,Tame,32.6,6088514
08078,Atlantico,Baranoa,32.4,138078
08001,Atlantico,Barranquilla,32.0,165737
08137,Atlantico,Campo De La Cruz,34.1,113666
08141,Atlantico,Candelaria,33.8,154373
08296,Atlantico,Galapa,32.0,111089
08372,Atlantico,Juan De Acosta,30.8,191150
08421,Atlantico,Luruaco,32.0,255101
08433,Atlantico,Malambo,32.6,111834
08436,Atlantico,Manati,33.4,243551
08520,Atlantico,Palmar De Varela,33.2,104963
08549,Atlantico,Piojo,32.0,287737
08558,Atlantico,Polonuevo,32.5,84030
08560,Atlantico,Ponedera,34.3,235059
08573,Atlantico,Puerto Colombia,31.1,80058
08606,Atlantico,Repelon,32.6,407612
08634,Atlantico,Sabanagrande,32.6,49057
08638,Atlantico,Sabanalarga,33.1,450221
08675,Atlantico,Santa Lucia,33.9,65156
08685,Atlantico,Santo Tomas,32.7,74048
08758,Atlantico,Soledad,32.5,67368
08770,Atlantico,Suan,34.1,48341
08832,Atlantico,Tubara,31.2,203989
08849,Atlantico,Usiacuri,32.2,115345
13006,Bolivar,Achi,33.4,1076327
13030,Bolivar,Altos Del Rosario,34.1,343678
