COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.9,11774585
91405,Amazonas,La Chorrera,31.9,14165931
91407,Amazonas,La Pedrera,33.0,15175784
91430,Amazonas,La Victoria,32.0,1598379
91001,Amazonas,Leticia,32.7,6727268
91460,Amazonas,Miriti-Parana,32.5,18820064
91530,Amazonas,Puerto Alegria,30.6,9291534
91536,Amazonas,Puerto Arica,32.9,15153174
91540,Amazonas,Puerto Narino,32.6,1587068
91669,Amazonas,Santander,32.4,16457477
91798,Amazonas,Tarapaca,33.2,10077628
05002,Antioquia,Abejorral,31.0,569818
05004,Antioquia,Abriaqui,21.5,333936
05021,Antioquia,Alejandria,24.5,145063
05030,Antioquia,Amaga,30.6,94539
05031,Antioquia,Amalfi,32.2,1362016
05034,Antioquia,Andes,26.4,451890
05036,Antioquia,Angelopolis,28.7,92005
05038,Antioquia,Angostura,23.5,381134
05040,Antioquia,Anori,32.1,1593171
05044,Antioquia,Anza,30.9,287675
05045,Antioquia,Apartado,31.1,603077
05051,Antioquia,Arboletes,31.3,851162
05055,Antioquia,Argelia,32.4,275658
05059,Antioquia,Armenia,32.2,124098
05079,Antioquia,Barbosa,24.4,231400
05088,Antioquia,Bello,24.6,166318
05086,Antioquia,Belmira,18.5,333209
05091,Antioquia,Betania,26.7,202703
05093,Antioquia,Betulia,31.5,294857
05107,Antioquia,Briceno,29.8,423900
05113,Antioquia,Buritica,30.2,399678
05125,Antioquia,Caicedo,27.0,225000
05129,Antioquia,Caldas,25.6,149249
05134,Antioquia,Campamento,27.3,261516
05142,Antioquia,Caracoli,32.3,295686
05145,Antioquia,Caramanta,29.7,103393
05147,Antioquia,Carepa,31.3,436264
05148,Antioquia,Carmen De Viboral,27.3,476206
05150,Antioquia,Carolina,24.8,168392
05154,Antioquia,Caucasia,32.4,1612931
05138,Antioquia,Canasgordas,24.8,410500
05172,Antioquia,Chigorodo,31.1,812701
05190,Antioquia,Cisneros,26.4,52830
05101,Antioquia,Ciudad Bolivar,29.8,296221
05197,Antioquia,Cocorna,29.8,271796
05206,Antioquia,Concepcion,21.9,227278
05209,Antioquia,Concordia,32.4,278528
05212,Antioquia,Copacabana,24.5,76412
05120,Antioquia,Caceres,32.3,2113418
05234,Antioquia,Dabeiba,29.8,2201979
05237,Antioquia,Donmatias,25.0,228757
