COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.4,11774585
91405,Amazonas,La Chorrera,32.4,14165931
91407,Amazonas,La Pedrera,32.6,15175784
91430,Amazonas,La Victoria,32.3,1598379
91001,Amazonas,Leticia,33.7,6727268
91460,Amazonas,Miriti-Parana,32.4,18820064
91530,Amazonas,Puerto Alegria,31.7,9291534
91536,Amazonas,Puerto Arica,32.6,15153174
91540,Amazonas,Puerto Narino,33.1,1587068
91669,Amazonas,Santander,32.6,16457477
91798,Amazonas,Tarapaca,33.0,10077628
05002,Antioquia,Abejorral,31.2,569818
05004,Antioquia,Abriaqui,22.7,333936
05021,Antioquia,Alejandria,26.0,145063
05030,Antioquia,Amaga,30.6,94539
05031,Antioquia,Amalfi,31.3,1362016
05034,Antioquia,Andes,27.0,451890
05036,Antioquia,Angelopolis,28.6,92005
05038,Antioquia,Angostura,25.2,381134
05040,Antioquia,Anori,31.6,1593171
05044,Antioquia,Anza,31.0,287675
05045,Antioquia,Apartado,31.6,603077
05051,Antioquia,Arboletes,31.6,851162
05055,Antioquia,Argelia,34.7,275658
05059,Antioquia,Armenia,32.1,124098
05079,Antioquia,Barbosa,27.1,231400
05088,Antioquia,Bello,25.9,166318
05086,Antioquia,Belmira,18.6,333209
05091,Antioquia,Betania,27.3,202703
05093,Antioquia,Betulia,31.6,294857
05107,Antioquia,Briceno,29.6,423900
05113,Antioquia,Buritica,30.2,399678
05125,Antioquia,Caicedo,27.4,225000
05129,Antioquia,Caldas,26.0,149249
05134,Antioquia,Campamento,26.8,261516
05142,Antioquia,Caracoli,34.1,295686
05145,Antioquia,Caramanta,30.2,103393
05147,Antioquia,Carepa,31.6,436264
05148,Antioquia,Carmen De Viboral,28.3,476206
05150,Antioquia,Carolina,26.5,168392
05154,Antioquia,Caucasia,32.8,1612931
05138,Antioquia,Canasgordas,26.3,410500
05172,Antioquia,Chigorodo,31.3,812701
05190,Antioquia,Cisneros,27.9,52830
05101,Antioquia,Ciudad Bolivar,30.5,296221
05197,Antioquia,Cocorna,31.1,271796
05206,Antioquia,Concepcion,23.9,227278
05209,Antioquia,Concordia,32.4,278528
05212,Antioquia,Copacabana,25.8,76412
05120,Antioquia,Caceres,32.3,2113418
