COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.3,11774585
91405,Amazonas,La Chorrera,19.5,14165931
91407,Amazonas,La Pedrera,19.4,15175784
91430,Amazonas,La Victoria,19.6,1598379
91001,Amazonas,Leticia,20.0,6727268
91460,Amazonas,Miriti-Parana,19.3,18820064
91530,Amazonas,Puerto Alegria,19.5,9291534
91536,Amazonas,Puerto Arica,19.8,15153174
91540,Amazonas,Puerto Narino,20.5,1587068
91669,Amazonas,Santander,19.4,16457477
91798,Amazonas,Tarapaca,19.7,10077628
05002,Antioquia,Abejorral,8.0,569818
05004,Antioquia,Abriaqui,5.1,333936
05021,Antioquia,Alejandria,11.9,145063
05030,Antioquia,Amaga,11.0,94539
05031,Antioquia,Amalfi,12.1,1362016
05034,Antioquia,Andes,4.8,451890
05036,Antioquia,Angelopolis,8.4,92005
05038,Antioquia,Angostura,8.6,381134
05040,Antioquia,Anori,12.6,1593171
05044,Antioquia,Anza,8.9,287675
05045,Antioquia,Apartado,19.4,603077
05051,Antioquia,Arboletes,22.4,851162
05055,Antioquia,Argelia,5.6,275658
05059,Antioquia,Armenia,12.1,124098
05079,Antioquia,Barbosa,8.7,231400
05088,Antioquia,Bello,7.6,166318
05086,Antioquia,Belmira,6.5,333209
05091,Antioquia,Betania,3.7,202703
05093,Antioquia,Betulia,6.6,294857
05107,Antioquia,Briceno,8.2,423900
05113,Antioquia,Buritica,9.1,399678
05125,Antioquia,Caicedo,5.0,225000
05129,Antioquia,Caldas,6.7,149249
05134,Antioquia,Campamento,9.8,261516
05142,Antioquia,Caracoli,19.0,295686
05145,Antioquia,Caramanta,7.3,103393
05147,Antioquia,Carepa,18.6,436264
05148,Antioquia,Carmen De Viboral,6.6,476206
05150,Antioquia,Carolina,9.5,168392
05154,Antioquia,Caucasia,23.4,1612931
05138,Antioquia,Canasgordas,5.9,410500
05172,Antioquia,Chigorodo,17.6,812701
05190,Antioquia,Cisneros,13.6,52830
05101,Antioquia,Ciudad Bolivar,5.2,296221
05197,Antioquia,Cocorna,9.9,271796
05206,Antioquia,Concepcion,8.8,227278
05209,Antioquia,Concordia,9.9,278528
05212,Antioquia,Copacabana,8.8,76412
05120,Antioquia,Caceres,19.0,2113418
05234,Antioquia,Dabeiba,7.3,2201979
05237,Antioquia,Donmatias,8.7,228757
05240,Antioquia,Ebejico,9.3,267317
05250,Antioquia,El Bagre,19.4,1760318
05607,Antioquia,El Retiro,6.6,272023
05264,Antioquia,Entrerrios,7.0,240971
05266,Antioquia,Envigado,7.9,89961
05282,Antioquia,Fredonia,10.6,289963
05284,Antioquia,Frontino,4.6,1556209
05306,Antioquia,Giraldo,6.3,105158
05308,Antioquia,Girardota,9.3,93182
05313,Antioquia,Granada,9.0,213883
05315,Antioquia,Guadalupe,12.4,133112
05318,Antioquia,Guarne,9.0,171165
05321,Antioquia,Guatape,10.3,93722
05310,Antioquia,Gomez Plata,11.5,373943
05347,Antioquia,Heliconia,9.0,129116
05353,Antioquia,Hispania,13.5,60851
05360,Antioquia,Itagui,12.0,21942
05361,Antioquia,Ituango,8.1,3200283
05364,Antioquia,Jardin,6.6,225853
05368,Antioquia,Jerico,9.2,230278
05376,Antioquia,La Ceja,8.8,149154
05380,Antioquia,La Estrella,8.4,41419
05390,Antioquia,La Pintada,15.9,61022
05400,Antioquia,La Union,8.0,188508
05411,Antioquia,Liborina,7.0,243496
05425,Antioquia,Maceo,17.8,435772
05440,Antioquia,Marinilla,9.3,129182
05001,Antioquia,Medellin,7.4,419962
05467,Antioquia,Montebello,10.9,85420
05475,Antioquia,Murindo,16.6,1423307
05480,Antioquia,Mutata,10.8,1209994
05483,Antioquia,Narino,4.6,355855
05495,Antioquia,Nechi,21.3,1058350
05490,Antioquia,Necocli,21.4,1413373
05501,Antioquia,Olaya,7.0,97860
05543,Antioquia,Peque,7.3,488675
05541,Antioquia,Penol,9.0,133072
05576,Antioquia,Pueblorrico,10.7,84712
05579,Antioquia,Puerto Berrio,19.2,1373268
05585,Antioquia,Puerto Nare,19.3,752766
05591,Antioquia,Puerto Triunfo,22.1,416003
05604,Antioquia,Remedios,18.7,2225054
05615,Antioquia,Rionegro,9.0,220278
05628,Antioquia,Sabanalarga,7.0,299127
05631,Antioquia,Sabaneta,9.6,17685
05642,Antioquia,Salgar,4.3,323789
05647,Antioquia,San Andres de Cuerquia,7.2,232856
05649,Antioquia,San Carlos,9.7,807373
05652,Antioquia,San Francisco,11.8,400557
05656,Antioquia,San Jeronimo,7.6,181379
05658,Antioquia,San Jose De La Montana,7.0,141913
05659,Antioquia,San Juan De Uraba,23.0,283742
05660,Antioquia,San Luis,12.9,478477
05664,Antioquia,San Pedro De Los Milagros,8.7,248643
05665,Antioquia,San Pedro De Uraba,21.3,680012
05667,Antioquia,San Rafael,9.7,409416
05670,Antioquia,San Roque,13.2,478016
05674,Antioquia,San Vicente,8.7,259228
05679,Antioquia,Santa Barbara,9.5,220405
05042,Antioquia,Santa Fe De Antioquia,5.1,591089
05686,Antioquia,Santa Rosa De Osos,8.1,973298
05690,Antioquia,Santo Domingo,10.4,299206
05697,Antioquia,Santuario,9.3,93832
05736,Antioquia,Segovia,16.9,1269072
05756,Antioquia,Sonson,4.6,1513077
05761,Antioquia,Sopetran,8.0,246389
