COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.2,11774585
91405,Amazonas,La Chorrera,19.1,14165931
91407,Amazonas,La Pedrera,19.0,15175784
91430,Amazonas,La Victoria,19.6,1598379
91001,Amazonas,Leticia,19.8,6727268
91460,Amazonas,Miriti-Parana,19.0,18820064
91530,Amazonas,Puerto Alegria,19.2,9291534
91536,Amazonas,Puerto Arica,19.6,15153174
91540,Amazonas,Puerto Narino,19.8,1587068
91669,Amazonas,Santander,18.8,16457477
91798,Amazonas,Tarapaca,19.6,10077628
05002,Antioquia,Abejorral,7.3,569818
05004,Antioquia,Abriaqui,3.4,333936
05021,Antioquia,Alejandria,11.6,145063
05030,Antioquia,Amaga,10.3,94539
05031,Antioquia,Amalfi,11.4,1362016
05034,Antioquia,Andes,3.4,451890
05036,Antioquia,Angelopolis,7.3,92005
05038,Antioquia,Angostura,8.0,381134
05040,Antioquia,Anori,11.5,1593171
05044,Antioquia,Anza,8.5,287675
05045,Antioquia,Apartado,21.2,603077
05051,Antioquia,Arboletes,21.6,851162
05055,Antioquia,Argelia,5.0,275658
05059,Antioquia,Armenia,11.4,124098
05079,Antioquia,Barbosa,7.8,231400
05088,Antioquia,Bello,6.6,166318
05086,Antioquia,Belmira,4.8,333209
05091,Antioquia,Betania,2.1,202703
05093,Antioquia,Betulia,6.1,294857
05107,Antioquia,Briceno,7.2,423900
05113,Antioquia,Buritica,7.9,399678
05125,Antioquia,Caicedo,3.9,225000
05129,Antioquia,Caldas,5.6,149249
05134,Antioquia,Campamento,8.9,261516
05142,Antioquia,Caracoli,18.0,295686
05145,Antioquia,Caramanta,7.3,103393
05147,Antioquia,Carepa,20.0,436264
05148,Antioquia,Carmen De Viboral,6.0,476206
05150,Antioquia,Carolina,9.5,168392
05154,Antioquia,Caucasia,22.7,1612931
05138,Antioquia,Canasgordas,5.9,410500
05172,Antioquia,Chigorodo,18.8,812701
05190,Antioquia,Cisneros,12.9,52830
05101,Antioquia,Ciudad Bolivar,3.5,296221
05197,Antioquia,Cocorna,8.6,271796
05206,Antioquia,Concepcion,8.0,227278
05209,Antioquia,Concordia,9.4,278528
05212,Antioquia,Copacabana,7.6,76412
05120,Antioquia,Caceres,18.2,2113418
05234,Antioquia,Dabeiba,4.2,2201979
05237,Antioquia,Donmatias,7.4,228757
05240,Antioquia,Ebejico,8.2,267317
05250,Antioquia,El Bagre,19.1,1760318
05607,Antioquia,El Retiro,5.5,272023
05264,Antioquia,Entrerrios,5.8,240971
05266,Antioquia,Envigado,6.3,89961
05282,Antioquia,Fredonia,8.7,289963
05284,Antioquia,Frontino,3.6,1556209
05306,Antioquia,Giraldo,6.1,105158
05308,Antioquia,Girardota,7.9,93182
05313,Antioquia,Granada,8.0,213883
05315,Antioquia,Guadalupe,11.7,133112
05318,Antioquia,Guarne,7.5,171165
05321,Antioquia,Guatape,10.0,93722
05310,Antioquia,Gomez Plata,11.4,373943
05347,Antioquia,Heliconia,7.8,129116
05353,Antioquia,Hispania,12.9,60851
