COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.3,11774585
91405,Amazonas,La Chorrera,19.2,14165931
91407,Amazonas,La Pedrera,19.0,15175784
91430,Amazonas,La Victoria,19.5,1598379
91001,Amazonas,Leticia,19.6,6727268
91460,Amazonas,Miriti-Parana,19.0,18820064
91530,Amazonas,Puerto Alegria,19.2,9291534
91536,Amazonas,Puerto Arica,19.7,15153174
91540,Amazonas,Puerto Narino,19.6,1587068
91669,Amazonas,Santander,19.4,16457477
91798,Amazonas,Tarapaca,19.5,10077628
05002,Antioquia,Abejorral,6.8,569818
05004,Antioquia,Abriaqui,4.9,333936
05021,Antioquia,Alejandria,11.7,145063
05030,Antioquia,Amaga,10.3,94539
05031,Antioquia,Amalfi,11.9,1362016
05034,Antioquia,Andes,4.0,451890
05036,Antioquia,Angelopolis,7.5,92005
05038,Antioquia,Angostura,7.3,381134
05040,Antioquia,Anori,12.3,1593171
05044,Antioquia,Anza,7.8,287675
05045,Antioquia,Apartado,19.9,603077
05051,Antioquia,Arboletes,22.2,851162
05055,Antioquia,Argelia,5.1,275658
05059,Antioquia,Armenia,11.6,124098
05079,Antioquia,Barbosa,8.0,231400
05088,Antioquia,Bello,6.9,166318
05086,Antioquia,Belmira,5.3,333209
05091,Antioquia,Betania,3.4,202703
05093,Antioquia,Betulia,5.5,294857
05107,Antioquia,Briceno,8.2,423900
05113,Antioquia,Buritica,8.3,399678
05125,Antioquia,Caicedo,3.7,225000
05129,Antioquia,Caldas,5.8,149249
05134,Antioquia,Campamento,9.3,261516
05142,Antioquia,Caracoli,18.6,295686
05145,Antioquia,Caramanta,7.1,103393
05147,Antioquia,Carepa,19.2,436264
05148,Antioquia,Carmen De Viboral,6.0,476206
05150,Antioquia,Carolina,8.9,168392
05154,Antioquia,Caucasia,22.1,1612931
05138,Antioquia,Canasgordas,6.4,410500
05172,Antioquia,Chigorodo,18.3,812701
05190,Antioquia,Cisneros,13.4,52830
05101,Antioquia,Ciudad Bolivar,4.9,296221
05197,Antioquia,Cocorna,9.5,271796
05206,Antioquia,Concepcion,8.2,227278
05209,Antioquia,Concordia,9.5,278528
05212,Antioquia,Copacabana,7.8,76412
05120,Antioquia,Caceres,19.0,2113418
05234,Antioquia,Dabeiba,5.1,2201979
05237,Antioquia,Donmatias,8.0,228757
05240,Antioquia,Ebejico,8.7,267317
05250,Antioquia,El Bagre,19.0,1760318
05607,Antioquia,El Retiro,5.8,272023
05264,Antioquia,Entrerrios,5.8,240971
05266,Antioquia,Envigado,6.3,89961
05282,Antioquia,Fredonia,8.9,289963
05284,Antioquia,Frontino,4.9,1556209
05306,Antioquia,Giraldo,6.5,105158
05308,Antioquia,Girardota,8.4,93182
05313,Antioquia,Granada,8.7,213883
05315,Antioquia,Guadalupe,12.2,133112
05318,Antioquia,Guarne,8.0,171165
05321,Antioquia,Guatape,10.1,93722
