COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,19.6,6727268
05001,Antioquia,Medellin,6.8,419962
81001,Arauca,Arauca,20.8,6480390
08001,Atlantico,Barranquilla,24.4,165737
13001,Bolivar,Cartagena De Indias,20.7,641599
15001,Boyaca,Tunja,3.3,134508
17001,Caldas,Manizales,2.3,494940
18001,Caqueta,Florencia,5.0,2849167
85001,Casanare,Yopal,11.4,2785982
19001,Cauca,Popayan,3.3,536566
20001,Cesar,Valledupar,-4.4,4760939
27001,Choco,Quibdo,6.3,3935568
11001,Cundinamarca,"Bogota, D.C.",-1.0,1817617
23001,Cordoba,Monteria,23.0,3544548
94001,Guainia,Inirida,17.6,17706318
95001,Guaviare,San Jose Del Guaviare,19.2,18731168
41001,Huila,Neiva,6.9,1421612
44001,La Guajira,Riohacha,1.9,3518455
47001,Magdalena,Santa Marta,-5.0,2672070
50001,Meta,Villavicencio,2.9,1441792
52001,Narino,Pasto,0.6,1226326
54001,Norte de Santander,Cucuta,16.1,1277938
86001,Putumayo,Mocoa,2.3,1456603
63001,Quindio,Armenia,13.1,136089
66001,Risaralda,Pereira,-3.4,682233
88001,San Andres y Providencia,San Andres,31.4,30340
68001,Santander,Bucaramanga,10.9,172989
70001,Sucre,Sincelejo,23.2,317037
73001,Tolima,Ibague,-6.5,1544466
76001,Valle del Cauca,Cali,6.9,630689
97001,Vaupes,Mitu,18.5,18064548
99001,Vichada,Puerto Carreno,20.8,13250752
