COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.7,11774585
91405,Amazonas,La Chorrera,32.5,14165931
91407,Amazonas,La Pedrera,32.6,15175784
91430,Amazonas,La Victoria,32.0,1598379
91001,Amazonas,Leticia,33.0,6727268
91460,Amazonas,Miriti-Parana,32.4,18820064
91530,Amazonas,Puerto Alegria,32.4,9291534
91536,Amazonas,Puerto Arica,32.7,15153174
91540,Amazonas,Puerto Narino,32.9,1587068
91669,Amazonas,Santander,32.5,16457477
91798,Amazonas,Tarapaca,32.9,10077628
05002,Antioquia,Abejorral,30.4,569818
05004,Antioquia,Abriaqui,22.0,333936
05021,Antioquia,Alejandria,25.0,145063
05030,Antioquia,Amaga,29.6,94539
05031,Antioquia,Amalfi,31.0,1362016
05034,Antioquia,Andes,25.6,451890
05036,Antioquia,Angelopolis,28.4,92005
05038,Antioquia,Angostura,23.7,381134
05040,Antioquia,Anori,31.5,1593171
05044,Antioquia,Anza,30.7,287675
05045,Antioquia,Apartado,30.9,603077
05051,Antioquia,Arboletes,31.7,851162
05055,Antioquia,Argelia,32.4,275658
05059,Antioquia,Armenia,31.3,124098
05079,Antioquia,Barbosa,24.6,231400
05088,Antioquia,Bello,24.2,166318
05086,Antioquia,Belmira,17.7,333209
05091,Antioquia,Betania,25.8,202703
05093,Antioquia,Betulia,31.0,294857
05107,Antioquia,Briceno,29.7,423900
05113,Antioquia,Buritica,30.7,399678
05125,Antioquia,Caicedo,26.6,225000
05129,Antioquia,Caldas,25.2,149249
05134,Antioquia,Campamento,27.0,261516
05142,Antioquia,Caracoli,32.0,295686
05145,Antioquia,Caramanta,29.5,103393
05147,Antioquia,Carepa,30.9,436264
05148,Antioquia,Carmen De Viboral,27.6,476206
05150,Antioquia,Carolina,25.0,168392
05154,Antioquia,Caucasia,32.5,1612931
05138,Antioquia,Canasgordas,25.4,410500
05172,Antioquia,Chigorodo,30.9,812701
05190,Antioquia,Cisneros,26.7,52830
05101,Antioquia,Ciudad Bolivar,28.6,296221
05197,Antioquia,Cocorna,30.1,271796
05206,Antioquia,Concepcion,22.4,227278
05209,Antioquia,Concordia,31.3,278528
05212,Antioquia,Copacabana,24.5,76412
05120,Antioquia,Caceres,32.2,2113418
