COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.2,11774585
91405,Amazonas,La Chorrera,19.3,14165931
91407,Amazonas,La Pedrera,18.9,15175784
91430,Amazonas,La Victoria,20.1,1598379
91001,Amazonas,Leticia,19.2,6727268
91460,Amazonas,Miriti-Parana,19.8,18820064
91530,Amazonas,Puerto Alegria,19.3,9291534
91536,Amazonas,Puerto Arica,19.6,15153174
91540,Amazonas,Puerto Narino,19.3,1587068
91669,Amazonas,Santander,19.2,16457477
91798,Amazonas,Tarapaca,19.3,10077628
05002,Antioquia,Abejorral,8.7,569818
05004,Antioquia,Abriaqui,7.7,333936
05021,Antioquia,Alejandria,12.0,145063
05030,Antioquia,Amaga,11.0,94539
05031,Antioquia,Amalfi,11.8,1362016
05034,Antioquia,Andes,7.2,451890
05036,Antioquia,Angelopolis,9.0,92005
05038,Antioquia,Angostura,8.1,381134
05040,Antioquia,Anori,12.2,1593171
05044,Antioquia,Anza,9.2,287675
05045,Antioquia,Apartado,19.5,603077
05051,Antioquia,Arboletes,21.0,851162
05055,Antioquia,Argelia,8.5,275658
05059,Antioquia,Armenia,12.2,124098
05079,Antioquia,Barbosa,9.0,231400
05088,Antioquia,Bello,8.1,166318
05086,Antioquia,Belmira,6.9,333209
05091,Antioquia,Betania,6.1,202703
05093,Antioquia,Betulia,7.6,294857
05107,Antioquia,Briceno,9.6,423900
05113,Antioquia,Buritica,9.4,399678
05125,Antioquia,Caicedo,7.3,225000
05129,Antioquia,Caldas,7.7,149249
05134,Antioquia,Campamento,10.1,261516
05142,Antioquia,Caracoli,18.1,295686
05145,Antioquia,Caramanta,8.7,103393
05147,Antioquia,Carepa,18.5,436264
05148,Antioquia,Carmen De Viboral,9.1,476206
05150,Antioquia,Carolina,9.4,168392
05154,Antioquia,Caucasia,22.8,1612931
05138,Antioquia,Canasgordas,8.8,410500
05172,Antioquia,Chigorodo,17.4,812701
05190,Antioquia,Cisneros,13.3,52830
05101,Antioquia,Ciudad Bolivar,7.3,296221
05197,Antioquia,Cocorna,10.5,271796
05206,Antioquia,Concepcion,9.2,227278
05209,Antioquia,Concordia,11.0,278528
05212,Antioquia,Copacabana,8.6,76412
05120,Antioquia,Caceres,18.6,2113418
05234,Antioquia,Dabeiba,7.9,2201979
05237,Antioquia,Donmatias,8.7,228757
05240,Antioquia,Ebejico,9.7,267317
05250,Antioquia,El Bagre,18.8,1760318
05607,Antioquia,El Retiro,7.7,272023
05264,Antioquia,Entrerrios,7.1,240971
05266,Antioquia,Envigado,8.6,89961
05282,Antioquia,Fredonia,9.6,289963
05284,Antioquia,Frontino,7.1,1556209
05306,Antioquia,Giraldo,8.8,105158
05308,Antioquia,Girardota,9.2,93182
05313,Antioquia,Granada,9.7,213883
05315,Antioquia,Guadalupe,12.1,133112
05318,Antioquia,Guarne,9.4,171165
05321,Antioquia,Guatape,10.7,93722
05310,Antioquia,Gomez Plata,11.1,373943
05347,Antioquia,Heliconia,9.5,129116
05353,Antioquia,Hispania,14.2,60851
05360,Antioquia,Itagui,12.1,21942
05361,Antioquia,Ituango,8.8,3200283
05364,Antioquia,Jardin,8.6,225853
05368,Antioquia,Jerico,11.2,230278
05376,Antioquia,La Ceja,9.9,149154
05380,Antioquia,La Estrella,9.0,41419
05390,Antioquia,La Pintada,15.6,61022
05400,Antioquia,La Union,10.1,188508
05411,Antioquia,Liborina,7.5,243496
05425,Antioquia,Maceo,17.0,435772
05440,Antioquia,Marinilla,10.0,129182
05001,Antioquia,Medellin,8.1,419962
05467,Antioquia,Montebello,10.3,85420
05475,Antioquia,Murindo,17.2,1423307
05480,Antioquia,Mutata,10.7,1209994
05483,Antioquia,Narino,7.1,355855
05495,Antioquia,Nechi,20.9,1058350
05490,Antioquia,Necocli,20.4,1413373
05501,Antioquia,Olaya,7.6,97860
05543,Antioquia,Peque,7.8,488675
05541,Antioquia,Penol,9.7,133072
05576,Antioquia,Pueblorrico,12.2,84712
05579,Antioquia,Puerto Berrio,18.5,1373268
05585,Antioquia,Puerto Nare,18.6,752766
05591,Antioquia,Puerto Triunfo,21.1,416003
05604,Antioquia,Remedios,18.3,2225054
05615,Antioquia,Rionegro,9.6,220278
05628,Antioquia,Sabanalarga,7.6,299127
05631,Antioquia,Sabaneta,10.4,17685
05642,Antioquia,Salgar,6.9,323789
05647,Antioquia,San Andres de Cuerquia,8.0,232856
05649,Antioquia,San Carlos,10.2,807373
05652,Antioquia,San Francisco,13.0,400557
05656,Antioquia,San Jeronimo,8.1,181379
05658,Antioquia,San Jose De La Montana,8.0,141913
05659,Antioquia,San Juan De Uraba,22.1,283742
05660,Antioquia,San Luis,13.0,478477
05664,Antioquia,San Pedro De Los Milagros,8.4,248643
05665,Antioquia,San Pedro De Uraba,21.8,680012
05667,Antioquia,San Rafael,10.2,409416
05670,Antioquia,San Roque,13.1,478016
05674,Antioquia,San Vicente,9.0,259228
05679,Antioquia,Santa Barbara,9.1,220405
05042,Antioquia,Santa Fe De Antioquia,8.4,591089
05686,Antioquia,Santa Rosa De Osos,7.5,973298
05690,Antioquia,Santo Domingo,10.6,299206
05697,Antioquia,Santuario,9.9,93832
05736,Antioquia,Segovia,15.7,1269072
05756,Antioquia,Sonson,7.0,1513077
05761,Antioquia,Sopetran,8.5,246389
05790,Antioquia,Taraza,14.2,1295523
05792,Antioquia,Tarso,7.9,135324
05809,Antioquia,Titiribi,11.9,157727
05819,Antioquia,Toledo,10.8,151358
05837,Antioquia,Turbo,20.1,3280628
05789,Antioquia,Tamesis,8.5,283262
05842,Antioquia,Uramita,9.3,299198
05847,Antioquia,Urrao,5.7,2880450
05854,Antioquia,Valdivia,12.0,639646
05856,Antioquia,Valparaiso,10.1,141722
05858,Antioquia,Vegachi,15.1,609013
05861,Antioquia,Venecia,10.3,156919
05873,Antioquia,Vigia Del Fuerte,16.2,1866734
05885,Antioquia,Yali,14.0,496447
05887,Antioquia,Yarumal,8.1,802404
05890,Antioquia,Yolombo,12.1,1139895
05893,Antioquia,Yondo,20.8,2135142
05895,Antioquia,Zaragoza,20.8,1316724
81001,Arauca,Arauca,19.5,6480390
81065,Arauca,Arauquita,19.2,3398314
81220,Arauca,Cravo Norte,21.1,5830110
81300,Arauca,Fortul,-0.1,1302674
81591,Arauca,Puerto Rondon,19.9,2560110
81736,Arauca,Saravena,9.3,1040968
81794,Arauca,Tame,-3.4,6088514
08078,Atlantico,Baranoa,21.9,138078
08001,Atlantico,Barranquilla,23.3,165737
08137,Atlantico,Campo De La Cruz,23.4,113666
08141,Atlantico,Candelaria,23.0,154373
08296,Atlantico,Galapa,22.0,111089
08372,Atlantico,Juan De Acosta,22.2,191150
08421,Atlantico,Luruaco,20.8,255101
08433,Atlantico,Malambo,22.7,111834
08436,Atlantico,Manati,22.8,243551
08520,Atlantico,Palmar De Varela,23.0,104963
08549,Atlantico,Piojo,19.5,287737
08558,Atlantico,Polonuevo,22.8,84030
08560,Atlantico,Ponedera,22.9,235059
08573,Atlantico,Puerto Colombia,23.0,80058
08606,Atlantico,Repelon,20.6,407612
08634,Atlantico,Sabanagrande,23.0,49057
08638,Atlantico,Sabanalarga,22.5,450221
08675,Atlantico,Santa Lucia,23.7,65156
08685,Atlantico,Santo Tomas,23.0,74048
08758,Atlantico,Soledad,23.0,67368
08770,Atlantico,Suan,23.7,48341
08832,Atlantico,Tubara,22.0,203989
08849,Atlantico,Usiacuri,22.0,115345
13006,Bolivar,Achi,20.2,1076327
13030,Bolivar,Altos Del Rosario,21.7,343678
13042,Bolivar,Arenal,16.2,522075
13052,Bolivar,Arjona,22.8,666987
13062,Bolivar,Arroyohondo,23.3,186053
13074,Bolivar,Barranco De Loba,21.3,487437
13140,Bolivar,Calamar,23.2,290411
13160,Bolivar,Cantagallo,18.5,992881
13001,Bolivar,Cartagena De Indias,22.5,641599
13188,Bolivar,Cicuco,24.5,149678
13222,Bolivar,Clemencia,21.3,97062
13212,Bolivar,Cordoba,23.1,677130
13244,Bolivar,El Carmen De Bolivar,20.4,1073061
13248,Bolivar,El Guamo,22.9,435079
13268,Bolivar,El Penon,23.1,361034
13300,Bolivar,Hatillo De Loba,23.6,219910
13430,Bolivar,Magangue,23.2,1280772
13433,Bolivar,Mahates,22.6,490963
13440,Bolivar,Margarita,23.9,331744
13442,Bolivar,Maria La Baja,21.7,636887
13468,Bolivar,Mompos,23.8,738623
13458,Bolivar,Montecristo,14.0,2363379
13473,Bolivar,Morales,14.0,1522699
13490,Bolivar,Norosi,20.1,470792
13549,Bolivar,Pinillos,23.5,877847
13580,Bolivar,Regidor,23.4,207578
13600,Bolivar,Rioviejo,17.9,955818
13620,Bolivar,San Cristobal,24.0,48057
13647,Bolivar,San Estanislao,22.3,240440
13650,Bolivar,San Fernando,24.2,360236
13654,Bolivar,San Jacinto,20.5,502471
13655,Bolivar,San Jacinto Del Cauca,21.6,643931
13657,Bolivar,San Juan Nepomuceno,21.6,716411
13667,Bolivar,San Martin De Loba,21.1,509391
13670,Bolivar,San Pablo,15.1,2279235
13673,Bolivar,Santa Catalina,20.7,195742
13683,Bolivar,Santa Rosa,22.7,175803
13688,Bolivar,Santa Rosa Del Sur,13.7,2689542
13744,Bolivar,Simiti,17.5,1529192
13760,Bolivar,Soplaviento,24.1,105206
13780,Bolivar,Talaigua Nuevo,24.5,282518
13810,Bolivar,Tiquisio,19.7,862474
13836,Bolivar,Turbaco,22.2,230243
13838,Bolivar,Turbana,22.5,216239
13873,Bolivar,Villanueva,21.1,155836
13894,Bolivar,Zambrano,22.8,351120
15022,Boyaca,Almeida,4.9,64742
15047,Boyaca,Aquitania,1.5,1058211
15051,Boyaca,Arcabuco,2.0,154978
15087,Boyaca,Belen,-1.0,183366
15090,Boyaca,Berbeo,4.3,65145
15092,Boyaca,Beteitiva,2.1,114526
15097,Boyaca,Boavita,5.0,163388
15104,Boyaca,Boyaca,5.1,53946
15106,Boyaca,Briceno,5.5,72614
15109,Boyaca,Buenavista,4.5,123767
15114,Boyaca,Busbanza,5.1,28487
15131,Boyaca,Caldas,6.3,88750
15135,Boyaca,Campohermoso,7.6,335327
15162,Boyaca,Cerinza,0.2,71470
15172,Boyaca,Chinavita,2.9,153141
15176,Boyaca,Chiquinquira,4.2,185435
15180,Boyaca,Chiscas,-0.8,741218
15183,Boyaca,Chita,0.2,761279
15185,Boyaca,Chitaraque,6.1,178245
15187,Boyaca,Chivata,4.9,55652
15236,Boyaca,Chivor,4.9,121971
15232,Boyaca,Chiquiza,2.1,130944
15189,Boyaca,Cienega,4.9,60653
15212,Boyaca,Coper,7.2,168389
15215,Boyaca,Corrales,3.4,68384
15218,Boyaca,Covarachia,7.7,115095
15223,Boyaca,Cubara,1.0,1307040
15224,Boyaca,Cucaita,4.2,47345
15226,Boyaca,Cuitiva,2.7,49566
15204,Boyaca,Combita,2.7,163236
15238,Boyaca,Duitama,0.9,263024
15244,Boyaca,El Cocuy,-1.1,267964
15248,Boyaca,El Espino,2.4,78072
15272,Boyaca,Firavitoba,4.1,122844
15276,Boyaca,Floresta,2.4,99040
15293,Boyaca,Gachantiva,6.9,99085
15299,Boyaca,Garagoa,4.6,217267
15317,Boyaca,Guacamayas,3.7,64841
15322,Boyaca,Guateque,7.8,40555
