COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,20.0,6727268
05001,Antioquia,Medellin,7.4,419962
81001,Arauca,Arauca,20.2,6480390
08001,Atlantico,Barranquilla,24.4,165737
13001,Bolivar,Cartagena De Indias,21.5,641599
15001,Boyaca,Tunja,5.3,134508
17001,Caldas,Manizales,4.1,494940
18001,Caqueta,Florencia,4.1,2849167
85001,Casanare,Yopal,12.0,2785982
19001,Cauca,Popayan,2.5,536566
20001,Cesar,Valledupar,-0.4,4760939
27001,Choco,Quibdo,7.3,3935568
11001,Cundinamarca,"Bogota, D.C.",-0.5,1817617
23001,Cordoba,Monteria,23.1,3544548
94001,Guainia,Inirida,17.6,17706318
95001,Guaviare,San Jose Del Guaviare,18.6,18731168
41001,Huila,Neiva,5.4,1421612
44001,La Guajira,Riohacha,3.1,3518455
47001,Magdalena,Santa Marta,-0.7,2672070
50001,Meta,Villavicencio,1.6,1441792
52001,Narino,Pasto,-0.4,1226326
54001,Norte de Santander,Cucuta,16.9,1277938
86001,Putumayo,Mocoa,2.6,1456603
63001,Quindio,Armenia,13.3,136089
66001,Risaralda,Pereira,0.3,682233
88001,San Andres y Providencia,San Andres,32.0,30340
68001,Santander,Bucaramanga,12.5,172989
70001,Sucre,Sincelejo,23.2,317037
73001,Tolima,Ibague,-3.2,1544466
76001,Valle del Cauca,Cali,4.8,630689
97001,Vaupes,Mitu,18.6,18064548
99001,Vichada,Puerto Carreno,21.5,13250752
