COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.4,11774585
91405,Amazonas,La Chorrera,18.9,14165931
91407,Amazonas,La Pedrera,18.4,15175784
91430,Amazonas,La Victoria,19.0,1598379
91001,Amazonas,Leticia,19.6,6727268
91460,Amazonas,Miriti-Parana,19.0,18820064
91530,Amazonas,Puerto Alegria,19.4,9291534
91536,Amazonas,Puerto Arica,19.6,15153174
91540,Amazonas,Puerto Narino,19.5,1587068
91669,Amazonas,Santander,18.7,16457477
91798,Amazonas,Tarapaca,19.0,10077628
05002,Antioquia,Abejorral,9.6,569818
05004,Antioquia,Abriaqui,5.0,333936
05021,Antioquia,Alejandria,12.0,145063
05030,Antioquia,Amaga,12.0,94539
05031,Antioquia,Amalfi,11.7,1362016
05034,Antioquia,Andes,6.3,451890
05036,Antioquia,Angelopolis,8.9,92005
05038,Antioquia,Angostura,7.9,381134
05040,Antioquia,Anori,12.2,1593171
05044,Antioquia,Anza,8.1,287675
05045,Antioquia,Apartado,18.8,603077
05051,Antioquia,Arboletes,21.6,851162
05055,Antioquia,Argelia,6.4,275658
05059,Antioquia,Armenia,12.0,124098
05079,Antioquia,Barbosa,8.8,231400
05088,Antioquia,Bello,7.3,166318
05086,Antioquia,Belmira,5.9,333209
05091,Antioquia,Betania,5.0,202703
05093,Antioquia,Betulia,6.4,294857
05107,Antioquia,Briceno,7.9,423900
05113,Antioquia,Buritica,8.1,399678
05125,Antioquia,Caicedo,4.0,225000
05129,Antioquia,Caldas,7.6,149249
05134,Antioquia,Campamento,9.5,261516
05142,Antioquia,Caracoli,18.0,295686
05145,Antioquia,Caramanta,7.9,103393
05147,Antioquia,Carepa,17.8,436264
05148,Antioquia,Carmen De Viboral,8.1,476206
05150,Antioquia,Carolina,9.5,168392
05154,Antioquia,Caucasia,22.5,1612931
05138,Antioquia,Canasgordas,6.1,410500
05172,Antioquia,Chigorodo,16.9,812701
05190,Antioquia,Cisneros,13.4,52830
05101,Antioquia,Ciudad Bolivar,6.4,296221
05197,Antioquia,Cocorna,10.4,271796
05206,Antioquia,Concepcion,9.0,227278
05209,Antioquia,Concordia,10.5,278528
05212,Antioquia,Copacabana,8.6,76412
05120,Antioquia,Caceres,18.0,2113418
05234,Antioquia,Dabeiba,5.1,2201979
05237,Antioquia,Donmatias,8.6,228757
05240,Antioquia,Ebejico,9.1,267317
05250,Antioquia,El Bagre,18.3,1760318
05607,Antioquia,El Retiro,7.6,272023
05264,Antioquia,Entrerrios,6.3,240971
05266,Antioquia,Envigado,8.7,89961
05282,Antioquia,Fredonia,10.7,289963
05284,Antioquia,Frontino,4.3,1556209
05306,Antioquia,Giraldo,6.3,105158
05308,Antioquia,Girardota,9.2,93182
05313,Antioquia,Granada,9.4,213883
05315,Antioquia,Guadalupe,11.9,133112
05318,Antioquia,Guarne,9.2,171165
05321,Antioquia,Guatape,10.6,93722
05310,Antioquia,Gomez Plata,11.4,373943
05347,Antioquia,Heliconia,8.9,129116
05353,Antioquia,Hispania,13.5,60851
05360,Antioquia,Itagui,11.8,21942
05361,Antioquia,Ituango,5.9,3200283
05364,Antioquia,Jardin,7.3,225853
05368,Antioquia,Jerico,9.8,230278
