COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.9,11774585
91405,Amazonas,La Chorrera,32.6,14165931
91407,Amazonas,La Pedrera,33.4,15175784
91430,Amazonas,La Victoria,32.6,1598379
91001,Amazonas,Leticia,33.6,6727268
91460,Amazonas,Miriti-Parana,32.9,18820064
91530,Amazonas,Puerto Alegria,31.9,9291534
91536,Amazonas,Puerto Arica,33.1,15153174
91540,Amazonas,Puerto Narino,33.4,1587068
91669,Amazonas,Santander,32.9,16457477
91798,Amazonas,Tarapaca,33.7,10077628
05002,Antioquia,Abejorral,32.8,569818
05004,Antioquia,Abriaqui,23.5,333936
05021,Antioquia,Alejandria,27.2,145063
05030,Antioquia,Amaga,32.0,94539
05031,Antioquia,Amalfi,33.7,1362016
05034,Antioquia,Andes,28.5,451890
05036,Antioquia,Angelopolis,30.2,92005
05038,Antioquia,Angostura,27.2,381134
05040,Antioquia,Anori,33.2,1593171
05044,Antioquia,Anza,32.7,287675
05045,Antioquia,Apartado,31.0,603077
05051,Antioquia,Arboletes,31.5,851162
05055,Antioquia,Argelia,35.4,275658
05059,Antioquia,Armenia,33.6,124098
05079,Antioquia,Barbosa,28.1,231400
05088,Antioquia,Bello,27.2,166318
05086,Antioquia,Belmira,20.2,333209
05091,Antioquia,Betania,28.8,202703
05093,Antioquia,Betulia,33.0,294857
05107,Antioquia,Briceno,30.7,423900
05113,Antioquia,Buritica,32.0,399678
05125,Antioquia,Caicedo,29.0,225000
05129,Antioquia,Caldas,27.3,149249
05134,Antioquia,Campamento,29.3,261516
05142,Antioquia,Caracoli,34.7,295686
05145,Antioquia,Caramanta,31.9,103393
05147,Antioquia,Carepa,31.2,436264
05148,Antioquia,Carmen De Viboral,29.3,476206
05150,Antioquia,Carolina,28.0,168392
05154,Antioquia,Caucasia,34.2,1612931
05138,Antioquia,Canasgordas,26.8,410500
05172,Antioquia,Chigorodo,31.3,812701
05190,Antioquia,Cisneros,28.6,52830
05101,Antioquia,Ciudad Bolivar,31.8,296221
05197,Antioquia,Cocorna,31.9,271796
05206,Antioquia,Concepcion,25.1,227278
05209,Antioquia,Concordia,33.9,278528
05212,Antioquia,Copacabana,26.9,76412
