COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.3,11774585
91405,Amazonas,La Chorrera,32.1,14165931
91407,Amazonas,La Pedrera,33.3,15175784
91430,Amazonas,La Victoria,32.0,1598379
91001,Amazonas,Leticia,33.9,6727268
91460,Amazonas,Miriti-Parana,32.8,18820064
91530,Amazonas,Puerto Alegria,31.9,9291534
91536,Amazonas,Puerto Arica,33.1,15153174
91540,Amazonas,Puerto Narino,33.4,1587068
91669,Amazonas,Santander,32.6,16457477
91798,Amazonas,Tarapaca,33.7,10077628
05002,Antioquia,Abejorral,33.8,569818
05004,Antioquia,Abriaqui,24.5,333936
05021,Antioquia,Alejandria,27.7,145063
05030,Antioquia,Amaga,32.4,94539
05031,Antioquia,Amalfi,35.9,1362016
05034,Antioquia,Andes,28.8,451890
05036,Antioquia,Angelopolis,31.2,92005
05038,Antioquia,Angostura,28.4,381134
05040,Antioquia,Anori,36.2,1593171
05044,Antioquia,Anza,34.4,287675
05045,Antioquia,Apartado,33.3,603077
05051,Antioquia,Arboletes,33.5,851162
05055,Antioquia,Argelia,35.8,275658
05059,Antioquia,Armenia,33.9,124098
05079,Antioquia,Barbosa,28.5,231400
05088,Antioquia,Bello,27.0,166318
05086,Antioquia,Belmira,20.9,333209
05091,Antioquia,Betania,29.1,202703
05093,Antioquia,Betulia,33.7,294857
05107,Antioquia,Briceno,33.0,423900
05113,Antioquia,Buritica,32.6,399678
05125,Antioquia,Caicedo,30.3,225000
05129,Antioquia,Caldas,28.4,149249
05134,Antioquia,Campamento,33.1,261516
05142,Antioquia,Caracoli,35.3,295686
05145,Antioquia,Caramanta,32.4,103393
05147,Antioquia,Carepa,33.5,436264
05148,Antioquia,Carmen De Viboral,30.0,476206
05150,Antioquia,Carolina,28.7,168392
05154,Antioquia,Caucasia,36.3,1612931
05138,Antioquia,Canasgordas,27.5,410500
05172,Antioquia,Chigorodo,33.5,812701
05190,Antioquia,Cisneros,29.6,52830
05101,Antioquia,Ciudad Bolivar,32.3,296221
05197,Antioquia,Cocorna,32.7,271796
