COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.4,11774585
91405,Amazonas,La Chorrera,19.3,14165931
91407,Amazonas,La Pedrera,19.2,15175784
91430,Amazonas,La Victoria,19.4,1598379
91001,Amazonas,Leticia,19.8,6727268
91460,Amazonas,Miriti-Parana,19.3,18820064
91530,Amazonas,Puerto Alegria,19.2,9291534
91536,Amazonas,Puerto Arica,19.9,15153174
91540,Amazonas,Puerto Narino,20.2,1587068
91669,Amazonas,Santander,19.2,16457477
91798,Amazonas,Tarapaca,19.5,10077628
05002,Antioquia,Abejorral,7.4,569818
05004,Antioquia,Abriaqui,4.4,333936
05021,Antioquia,Alejandria,11.3,145063
05030,Antioquia,Amaga,10.1,94539
05031,Antioquia,Amalfi,11.3,1362016
05034,Antioquia,Andes,5.6,451890
05036,Antioquia,Angelopolis,7.7,92005
05038,Antioquia,Angostura,7.0,381134
05040,Antioquia,Anori,11.2,1593171
05044,Antioquia,Anza,7.7,287675
05045,Antioquia,Apartado,17.8,603077
05051,Antioquia,Arboletes,19.3,851162
05055,Antioquia,Argelia,5.4,275658
05059,Antioquia,Armenia,11.3,124098
05079,Antioquia,Barbosa,8.2,231400
05088,Antioquia,Bello,7.1,166318
05086,Antioquia,Belmira,5.3,333209
05091,Antioquia,Betania,4.6,202703
05093,Antioquia,Betulia,5.5,294857
05107,Antioquia,Briceno,7.8,423900
05113,Antioquia,Buritica,7.9,399678
05125,Antioquia,Caicedo,3.2,225000
05129,Antioquia,Caldas,6.3,149249
05134,Antioquia,Campamento,8.4,261516
05142,Antioquia,Caracoli,17.0,295686
05145,Antioquia,Caramanta,7.1,103393
05147,Antioquia,Carepa,16.4,436264
05148,Antioquia,Carmen De Viboral,6.5,476206
05150,Antioquia,Carolina,8.7,168392
05154,Antioquia,Caucasia,21.2,1612931
05138,Antioquia,Canasgordas,5.2,410500
05172,Antioquia,Chigorodo,15.4,812701
05190,Antioquia,Cisneros,12.3,52830
05101,Antioquia,Ciudad Bolivar,5.7,296221
05197,Antioquia,Cocorna,9.4,271796
05206,Antioquia,Concepcion,8.4,227278
05209,Antioquia,Concordia,9.1,278528
05212,Antioquia,Copacabana,8.0,76412
05120,Antioquia,Caceres,17.6,2113418
05234,Antioquia,Dabeiba,6.0,2201979
05237,Antioquia,Donmatias,7.8,228757
05240,Antioquia,Ebejico,8.7,267317
05250,Antioquia,El Bagre,17.6,1760318
05607,Antioquia,El Retiro,6.2,272023
05264,Antioquia,Entrerrios,5.8,240971
05266,Antioquia,Envigado,7.6,89961
05282,Antioquia,Fredonia,9.0,289963
05284,Antioquia,Frontino,4.2,1556209
05306,Antioquia,Giraldo,5.5,105158
05308,Antioquia,Girardota,8.3,93182
05313,Antioquia,Granada,8.6,213883
05315,Antioquia,Guadalupe,11.1,133112
05318,Antioquia,Guarne,8.1,171165
05321,Antioquia,Guatape,10.0,93722
05310,Antioquia,Gomez Plata,10.7,373943
05347,Antioquia,Heliconia,8.4,129116
05353,Antioquia,Hispania,13.0,60851
05360,Antioquia,Itagui,11.9,21942
05361,Antioquia,Ituango,6.9,3200283
05364,Antioquia,Jardin,6.8,225853
05368,Antioquia,Jerico,9.6,230278
05376,Antioquia,La Ceja,8.5,149154
05380,Antioquia,La Estrella,7.8,41419
05390,Antioquia,La Pintada,15.6,61022
05400,Antioquia,La Union,8.6,188508
05411,Antioquia,Liborina,5.6,243496
05425,Antioquia,Maceo,16.0,435772
05440,Antioquia,Marinilla,8.8,129182
05001,Antioquia,Medellin,7.0,419962
05467,Antioquia,Montebello,8.7,85420
05475,Antioquia,Murindo,15.0,1423307
05480,Antioquia,Mutata,8.4,1209994
05483,Antioquia,Narino,4.4,355855
05495,Antioquia,Nechi,19.9,1058350
05490,Antioquia,Necocli,19.0,1413373
05501,Antioquia,Olaya,5.9,97860
05543,Antioquia,Peque,5.9,488675
05541,Antioquia,Penol,8.6,133072
