COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,20.4,6727268
05001,Antioquia,Medellin,7.7,419962
81001,Arauca,Arauca,18.9,6480390
08001,Atlantico,Barranquilla,23.9,165737
13001,Bolivar,Cartagena De Indias,22.0,641599
15001,Boyaca,Tunja,4.7,134508
17001,Caldas,Manizales,3.5,494940
18001,Caqueta,Florencia,5.2,2849167
85001,Casanare,Yopal,11.4,2785982
19001,Cauca,Popayan,3.4,536566
20001,Cesar,Valledupar,-2.3,4760939
27001,Choco,Quibdo,6.6,3935568
11001,Cundinamarca,"Bogota, D.C.",-0.7,1817617
23001,Cordoba,Monteria,21.3,3544548
94001,Guainia,Inirida,17.6,17706318
95001,Guaviare,San Jose Del Guaviare,18.7,18731168
41001,Huila,Neiva,6.1,1421612
44001,La Guajira,Riohacha,2.4,3518455
47001,Magdalena,Santa Marta,-2.6,2672070
50001,Meta,Villavicencio,2.4,1441792
52001,Narino,Pasto,2.3,1226326
54001,Norte de Santander,Cucuta,16.5,1277938
86001,Putumayo,Mocoa,5.3,1456603
63001,Quindio,Armenia,13.9,136089
66001,Risaralda,Pereira,-1.8,682233
88001,San Andres y Providencia,San Andres,31.4,30340
68001,Santander,Bucaramanga,11.4,172989
70001,Sucre,Sincelejo,22.3,317037
73001,Tolima,Ibague,-4.0,1544466
76001,Valle del Cauca,Cali,4.8,630689
97001,Vaupes,Mitu,19.1,18064548
99001,Vichada,Puerto Carreno,19.7,13250752
