COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,20.7,6727268
05001,Antioquia,Medellin,7.0,419962
81001,Arauca,Arauca,19.8,6480390
08001,Atlantico,Barranquilla,23.5,165737
13001,Bolivar,Cartagena De Indias,20.8,641599
15001,Boyaca,Tunja,4.8,134508
17001,Caldas,Manizales,2.8,494940
18001,Caqueta,Florencia,2.3,2849167
85001,Casanare,Yopal,11.2,2785982
19001,Cauca,Popayan,3.4,536566
20001,Cesar,Valledupar,-1.3,4760939
27001,Choco,Quibdo,8.5,3935568
11001,Cundinamarca,"Bogota, D.C.",-0.7,1817617
23001,Cordoba,Monteria,21.0,3544548
94001,Guainia,Inirida,18.2,17706318
95001,Guaviare,San Jose Del Guaviare,18.2,18731168
41001,Huila,Neiva,3.5,1421612
44001,La Guajira,Riohacha,2.5,3518455
47001,Magdalena,Santa Marta,-1.5,2672070
50001,Meta,Villavicencio,1.9,1441792
52001,Narino,Pasto,-0.6,1226326
54001,Norte de Santander,Cucuta,15.4,1277938
86001,Putumayo,Mocoa,1.5,1456603
63001,Quindio,Armenia,13.3,136089
66001,Risaralda,Pereira,0.2,682233
88001,San Andres y Providencia,San Andres,31.4,30340
68001,Santander,Bucaramanga,11.7,172989
70001,Sucre,Sincelejo,21.5,317037
73001,Tolima,Ibague,-1.7,1544466
76001,Valle del Cauca,Cali,7.3,630689
97001,Vaupes,Mitu,18.6,18064548
99001,Vichada,Puerto Carreno,20.5,13250752
