COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,20.0,6727268
05001,Antioquia,Medellin,6.3,419962
81001,Arauca,Arauca,21.0,6480390
08001,Atlantico,Barranquilla,25.2,165737
13001,Bolivar,Cartagena De Indias,22.8,641599
15001,Boyaca,Tunja,3.4,134508
17001,Caldas,Manizales,1.0,494940
18001,Caqueta,Florencia,2.7,2849167
85001,Casanare,Yopal,11.4,2785982
19001,Cauca,Popayan,2.0,536566
20001,Cesar,Valledupar,-0.4,4760939
27001,Choco,Quibdo,4.0,3935568
11001,Cundinamarca,"Bogota, D.C.",-1.4,1817617
23001,Cordoba,Monteria,22.2,3544548
94001,Guainia,Inirida,17.9,17706318
95001,Guaviare,San Jose Del Guaviare,18.7,18731168
41001,Huila,Neiva,3.8,1421612
44001,La Guajira,Riohacha,3.5,3518455
47001,Magdalena,Santa Marta,-1.0,2672070
50001,Meta,Villavicencio,1.6,1441792
52001,Narino,Pasto,-1.0,1226326
54001,Norte de Santander,Cucuta,18.1,1277938
86001,Putumayo,Mocoa,1.1,1456603
63001,Quindio,Armenia,13.2,136089
66001,Risaralda,Pereira,-3.5,682233
88001,San Andres y Providencia,San Andres,31.7,30340
68001,Santander,Bucaramanga,11.4,172989
70001,Sucre,Sincelejo,23.5,317037
73001,Tolima,Ibague,-6.9,1544466
76001,Valle del Cauca,Cali,3.4,630689
97001,Vaupes,Mitu,18.9,18064548
99001,Vichada,Puerto Carreno,21.9,13250752
