COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,31.6,6727268
05001,Antioquia,Medellin,27.7,419962
81001,Arauca,Arauca,31.8,6480390
08001,Atlantico,Barranquilla,32.6,165737
13001,Bolivar,Cartagena De Indias,36.3,641599
15001,Boyaca,Tunja,16.3,134508
17001,Caldas,Manizales,29.0,494940
18001,Caqueta,Florencia,29.8,2849167
85001,Casanare,Yopal,31.2,2785982
19001,Cauca,Popayan,25.0,536566
20001,Cesar,Valledupar,37.9,4760939
27001,Choco,Quibdo,31.3,3935568
11001,Cundinamarca,"Bogota, D.C.",29.0,1817617
23001,Cordoba,Monteria,34.0,3544548
94001,Guainia,Inirida,31.8,17706318
95001,Guaviare,San Jose Del Guaviare,30.3,18731168
41001,Huila,Neiva,34.8,1421612
44001,La Guajira,Riohacha,35.1,3518455
47001,Magdalena,Santa Marta,33.2,2672070
50001,Meta,Villavicencio,29.8,1441792
52001,Narino,Pasto,24.6,1226326
54001,Norte de Santander,Cucuta,35.7,1277938
86001,Putumayo,Mocoa,29.8,1456603
63001,Quindio,Armenia,26.7,136089
66001,Risaralda,Pereira,28.9,682233
88001,San Andres y Providencia,San Andres,33.2,30340
68001,Santander,Bucaramanga,28.3,172989
70001,Sucre,Sincelejo,35.0,317037
73001,Tolima,Ibague,35.0,1544466
76001,Valle del Cauca,Cali,28.1,630689
97001,Vaupes,Mitu,30.8,18064548
99001,Vichada,Puerto Carreno,33.1,13250752
