COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.0,11774585
91405,Amazonas,La Chorrera,30.9,14165931
91407,Amazonas,La Pedrera,31.9,15175784
91430,Amazonas,La Victoria,31.3,1598379
91001,Amazonas,Leticia,31.5,6727268
91460,Amazonas,Miriti-Parana,31.4,18820064
91530,Amazonas,Puerto Alegria,30.2,9291534
91536,Amazonas,Puerto Arica,31.1,15153174
91540,Amazonas,Puerto Narino,31.0,1587068
91669,Amazonas,Santander,30.8,16457477
91798,Amazonas,Tarapaca,31.7,10077628
05002,Antioquia,Abejorral,30.4,569818
05004,Antioquia,Abriaqui,22.0,333936
05021,Antioquia,Alejandria,24.9,145063
05030,Antioquia,Amaga,29.8,94539
05031,Antioquia,Amalfi,31.6,1362016
05034,Antioquia,Andes,26.4,451890
05036,Antioquia,Angelopolis,28.3,92005
05038,Antioquia,Angostura,24.1,381134
05040,Antioquia,Anori,31.5,1593171
05044,Antioquia,Anza,30.9,287675
05045,Antioquia,Apartado,31.3,603077
05051,Antioquia,Arboletes,31.5,851162
05055,Antioquia,Argelia,32.1,275658
05059,Antioquia,Armenia,31.7,124098
05079,Antioquia,Barbosa,24.8,231400
05088,Antioquia,Bello,25.2,166318
05086,Antioquia,Belmira,17.8,333209
05091,Antioquia,Betania,26.7,202703
05093,Antioquia,Betulia,31.3,294857
05107,Antioquia,Briceno,29.5,423900
05113,Antioquia,Buritica,29.9,399678
05125,Antioquia,Caicedo,26.7,225000
05129,Antioquia,Caldas,25.1,149249
05134,Antioquia,Campamento,26.9,261516
05142,Antioquia,Caracoli,32.9,295686
05145,Antioquia,Caramanta,29.0,103393
05147,Antioquia,Carepa,31.3,436264
05148,Antioquia,Carmen De Viboral,27.2,476206
05150,Antioquia,Carolina,24.7,168392
05154,Antioquia,Caucasia,32.6,1612931
05138,Antioquia,Canasgordas,25.4,410500
05172,Antioquia,Chigorodo,31.1,812701
05190,Antioquia,Cisneros,26.8,52830
05101,Antioquia,Ciudad Bolivar,29.9,296221
05197,Antioquia,Cocorna,29.6,271796
05206,Antioquia,Concepcion,22.4,227278
05209,Antioquia,Concordia,31.8,278528
05212,Antioquia,Copacabana,24.9,76412
05120,Antioquia,Caceres,32.3,2113418
05234,Antioquia,Dabeiba,29.2,2201979
05237,Antioquia,Donmatias,25.4,228757
05240,Antioquia,Ebejico,30.7,267317
05250,Antioquia,El Bagre,32.4,1760318
05607,Antioquia,El Retiro,22.3,272023
05264,Antioquia,Entrerrios,18.8,240971
05266,Antioquia,Envigado,23.9,89961
05282,Antioquia,Fredonia,30.8,289963
05284,Antioquia,Frontino,29.8,1556209
05306,Antioquia,Giraldo,27.0,105158
05308,Antioquia,Girardota,24.9,93182
05313,Antioquia,Granada,27.7,213883
05315,Antioquia,Guadalupe,27.7,133112
05318,Antioquia,Guarne,20.9,171165
05321,Antioquia,Guatape,20.9,93722
05310,Antioquia,Gomez Plata,27.6,373943
05347,Antioquia,Heliconia,29.9,129116
05353,Antioquia,Hispania,29.2,60851
05360,Antioquia,Itagui,24.0,21942
05361,Antioquia,Ituango,29.6,3200283
05364,Antioquia,Jardin,22.3,225853
05368,Antioquia,Jerico,30.8,230278
05376,Antioquia,La Ceja,24.8,149154
05380,Antioquia,La Estrella,23.4,41419
05390,Antioquia,La Pintada,30.2,61022
05400,Antioquia,La Union,20.0,188508
05411,Antioquia,Liborina,30.0,243496
05425,Antioquia,Maceo,31.0,435772
05440,Antioquia,Marinilla,21.0,129182
05001,Antioquia,Medellin,25.8,419962
05467,Antioquia,Montebello,27.5,85420
05475,Antioquia,Murindo,30.8,1423307
05480,Antioquia,Mutata,30.8,1209994
05483,Antioquia,Narino,28.9,355855
05495,Antioquia,Nechi,32.7,1058350
05490,Antioquia,Necocli,31.4,1413373
05501,Antioquia,Olaya,30.2,97860
05543,Antioquia,Peque,28.9,488675
05541,Antioquia,Penol,21.0,133072
05576,Antioquia,Pueblorrico,30.9,84712
05579,Antioquia,Puerto Berrio,33.0,1373268
05585,Antioquia,Puerto Nare,33.5,752766
05591,Antioquia,Puerto Triunfo,33.6,416003
05604,Antioquia,Remedios,32.1,2225054
05615,Antioquia,Rionegro,20.8,220278
05628,Antioquia,Sabanalarga,29.4,299127
05631,Antioquia,Sabaneta,23.4,17685
05642,Antioquia,Salgar,31.1,323789
05647,Antioquia,San Andres de Cuerquia,27.2,232856
05649,Antioquia,San Carlos,32.6,807373
05652,Antioquia,San Francisco,31.7,400557
05656,Antioquia,San Jeronimo,29.5,181379
05658,Antioquia,San Jose De La Montana,17.8,141913
05659,Antioquia,San Juan De Uraba,31.3,283742
05660,Antioquia,San Luis,32.1,478477
05664,Antioquia,San Pedro De Los Milagros,19.0,248643
05665,Antioquia,San Pedro De Uraba,31.5,680012
05667,Antioquia,San Rafael,29.5,409416
05670,Antioquia,San Roque,29.9,478016
05674,Antioquia,San Vicente,20.9,259228
05679,Antioquia,Santa Barbara,30.4,220405
05042,Antioquia,Santa Fe De Antioquia,30.3,591089
05686,Antioquia,Santa Rosa De Osos,25.5,973298
05690,Antioquia,Santo Domingo,26.9,299206
05697,Antioquia,Santuario,21.8,93832
05736,Antioquia,Segovia,31.6,1269072
05756,Antioquia,Sonson,33.3,1513077
05761,Antioquia,Sopetran,30.2,246389
05790,Antioquia,Taraza,31.8,1295523
05792,Antioquia,Tarso,31.1,135324
05809,Antioquia,Titiribi,31.9,157727
05819,Antioquia,Toledo,29.1,151358
05837,Antioquia,Turbo,32.0,3280628
05789,Antioquia,Tamesis,30.5,283262
05842,Antioquia,Uramita,26.6,299198
05847,Antioquia,Urrao,30.4,2880450
05854,Antioquia,Valdivia,30.1,639646
05856,Antioquia,Valparaiso,30.0,141722
05858,Antioquia,Vegachi,29.6,609013
05861,Antioquia,Venecia,31.3,156919
05873,Antioquia,Vigia Del Fuerte,31.1,1866734
05885,Antioquia,Yali,29.8,496447
05887,Antioquia,Yarumal,27.1,802404
05890,Antioquia,Yolombo,31.4,1139895
05893,Antioquia,Yondo,32.5,2135142
05895,Antioquia,Zaragoza,32.3,1316724
81001,Arauca,Arauca,30.9,6480390
81065,Arauca,Arauquita,30.7,3398314
81220,Arauca,Cravo Norte,31.3,5830110
81300,Arauca,Fortul,30.0,1302674
81591,Arauca,Puerto Rondon,30.9,2560110
81736,Arauca,Saravena,30.5,1040968
