COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.1,11774585
91405,Amazonas,La Chorrera,30.8,14165931
91407,Amazonas,La Pedrera,31.4,15175784
91430,Amazonas,La Victoria,30.7,1598379
91001,Amazonas,Leticia,31.6,6727268
91460,Amazonas,Miriti-Parana,31.1,18820064
91530,Amazonas,Puerto Alegria,30.8,9291534
91536,Amazonas,Puerto Arica,31.7,15153174
91540,Amazonas,Puerto Narino,31.7,1587068
91669,Amazonas,Santander,31.2,16457477
91798,Amazonas,Tarapaca,31.6,10077628
05002,Antioquia,Abejorral,31.3,569818
05004,Antioquia,Abriaqui,23.2,333936
05021,Antioquia,Alejandria,26.4,145063
05030,Antioquia,Amaga,30.8,94539
05031,Antioquia,Amalfi,32.3,1362016
05034,Antioquia,Andes,27.6,451890
05036,Antioquia,Angelopolis,29.1,92005
05038,Antioquia,Angostura,26.8,381134
05040,Antioquia,Anori,32.9,1593171
05044,Antioquia,Anza,32.0,287675
05045,Antioquia,Apartado,32.0,603077
05051,Antioquia,Arboletes,32.1,851162
05055,Antioquia,Argelia,32.4,275658
05059,Antioquia,Armenia,32.3,124098
05079,Antioquia,Barbosa,27.3,231400
05088,Antioquia,Bello,26.5,166318
05086,Antioquia,Belmira,19.5,333209
05091,Antioquia,Betania,28.0,202703
05093,Antioquia,Betulia,31.8,294857
05107,Antioquia,Briceno,30.7,423900
05113,Antioquia,Buritica,31.2,399678
05125,Antioquia,Caicedo,28.3,225000
05129,Antioquia,Caldas,26.3,149249
05134,Antioquia,Campamento,29.0,261516
05142,Antioquia,Caracoli,33.4,295686
05145,Antioquia,Caramanta,29.9,103393
05147,Antioquia,Carepa,32.1,436264
05148,Antioquia,Carmen De Viboral,28.2,476206
05150,Antioquia,Carolina,27.3,168392
05154,Antioquia,Caucasia,33.7,1612931
05138,Antioquia,Canasgordas,26.5,410500
05172,Antioquia,Chigorodo,31.9,812701
05190,Antioquia,Cisneros,28.2,52830
05101,Antioquia,Ciudad Bolivar,31.1,296221
05197,Antioquia,Cocorna,30.7,271796
05206,Antioquia,Concepcion,24.2,227278
05209,Antioquia,Concordia,32.5,278528
05212,Antioquia,Copacabana,26.2,76412
05120,Antioquia,Caceres,33.2,2113418
05234,Antioquia,Dabeiba,30.5,2201979
05237,Antioquia,Donmatias,27.5,228757
05240,Antioquia,Ebejico,32.0,267317
05250,Antioquia,El Bagre,33.4,1760318
05607,Antioquia,El Retiro,23.8,272023
05264,Antioquia,Entrerrios,20.3,240971
05266,Antioquia,Envigado,25.5,89961
05282,Antioquia,Fredonia,32.0,289963
05284,Antioquia,Frontino,30.6,1556209
05306,Antioquia,Giraldo,28.5,105158
05308,Antioquia,Girardota,26.5,93182
05313,Antioquia,Granada,28.7,213883
