COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,31.2,6727268
05001,Antioquia,Medellin,29.3,419962
81001,Arauca,Arauca,31.0,6480390
08001,Atlantico,Barranquilla,32.1,165737
13001,Bolivar,Cartagena De Indias,36.5,641599
15001,Boyaca,Tunja,16.0,134508
17001,Caldas,Manizales,30.7,494940
18001,Caqueta,Florencia,30.6,2849167
85001,Casanare,Yopal,31.8,2785982
19001,Cauca,Popayan,29.0,536566
20001,Cesar,Valledupar,37.9,4760939
27001,Choco,Quibdo,33.9,3935568
11001,Cundinamarca,"Bogota, D.C.",28.9,1817617
23001,Cordoba,Monteria,34.7,3544548
94001,Guainia,Inirida,32.2,17706318
95001,Guaviare,San Jose Del Guaviare,30.9,18731168
41001,Huila,Neiva,35.4,1421612
44001,La Guajira,Riohacha,36.8,3518455
47001,Magdalena,Santa Marta,32.7,2672070
50001,Meta,Villavicencio,30.8,1441792
52001,Narino,Pasto,25.6,1226326
54001,Norte de Santander,Cucuta,36.7,1277938
86001,Putumayo,Mocoa,30.2,1456603
63001,Quindio,Armenia,28.6,136089
66001,Risaralda,Pereira,31.1,682233
88001,San Andres y Providencia,San Andres,33.2,30340
68001,Santander,Bucaramanga,27.9,172989
70001,Sucre,Sincelejo,34.8,317037
73001,Tolima,Ibague,35.6,1544466
76001,Valle del Cauca,Cali,31.2,630689
97001,Vaupes,Mitu,30.2,18064548
99001,Vichada,Puerto Carreno,31.7,13250752
