COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.4,11774585
91405,Amazonas,La Chorrera,31.4,14165931
91407,Amazonas,La Pedrera,32.1,15175784
91430,Amazonas,La Victoria,31.7,1598379
91001,Amazonas,Leticia,32.3,6727268
91460,Amazonas,Miriti-Parana,31.8,18820064
91530,Amazonas,Puerto Alegria,30.8,9291534
91536,Amazonas,Puerto Arica,31.7,15153174
91540,Amazonas,Puerto Narino,32.1,1587068
91669,Amazonas,Santander,31.9,16457477
91798,Amazonas,Tarapaca,32.4,10077628
05002,Antioquia,Abejorral,33.7,569818
05004,Antioquia,Abriaqui,25.0,333936
05021,Antioquia,Alejandria,27.0,145063
05030,Antioquia,Amaga,32.4,94539
05031,Antioquia,Amalfi,35.5,1362016
05034,Antioquia,Andes,28.6,451890
05036,Antioquia,Angelopolis,31.1,92005
05038,Antioquia,Angostura,28.0,381134
05040,Antioquia,Anori,35.8,1593171
05044,Antioquia,Anza,34.5,287675
05045,Antioquia,Apartado,32.1,603077
05051,Antioquia,Arboletes,33.4,851162
05055,Antioquia,Argelia,34.3,275658
05059,Antioquia,Armenia,33.8,124098
05079,Antioquia,Barbosa,28.0,231400
05088,Antioquia,Bello,27.0,166318
05086,Antioquia,Belmira,20.9,333209
05091,Antioquia,Betania,28.9,202703
05093,Antioquia,Betulia,33.8,294857
05107,Antioquia,Briceno,33.0,423900
05113,Antioquia,Buritica,32.6,399678
05125,Antioquia,Caicedo,30.2,225000
05129,Antioquia,Caldas,28.0,149249
05134,Antioquia,Campamento,33.3,261516
05142,Antioquia,Caracoli,34.8,295686
05145,Antioquia,Caramanta,32.4,103393
05147,Antioquia,Carepa,32.7,436264
05148,Antioquia,Carmen De Viboral,29.2,476206
05150,Antioquia,Carolina,28.2,168392
05154,Antioquia,Caucasia,35.9,1612931
05138,Antioquia,Canasgordas,27.6,410500
05172,Antioquia,Chigorodo,32.7,812701
05190,Antioquia,Cisneros,28.6,52830
05101,Antioquia,Ciudad Bolivar,32.2,296221
05197,Antioquia,Cocorna,31.8,271796
05206,Antioquia,Concepcion,24.9,227278
05209,Antioquia,Concordia,33.9,278528
05212,Antioquia,Copacabana,26.8,76412
05120,Antioquia,Caceres,35.4,2113418
05234,Antioquia,Dabeiba,31.2,2201979
05237,Antioquia,Donmatias,28.2,228757
05240,Antioquia,Ebejico,34.5,267317
05250,Antioquia,El Bagre,36.3,1760318
05607,Antioquia,El Retiro,25.4,272023
05264,Antioquia,Entrerrios,20.7,240971
05266,Antioquia,Envigado,26.4,89961
05282,Antioquia,Fredonia,33.5,289963
05284,Antioquia,Frontino,32.3,1556209
05306,Antioquia,Giraldo,30.1,105158
05308,Antioquia,Girardota,27.0,93182
05313,Antioquia,Granada,29.6,213883
05315,Antioquia,Guadalupe,31.5,133112
05318,Antioquia,Guarne,21.8,171165
05321,Antioquia,Guatape,23.4,93722
05310,Antioquia,Gomez Plata,31.0,373943
05347,Antioquia,Heliconia,33.0,129116
05353,Antioquia,Hispania,31.5,60851
05360,Antioquia,Itagui,26.8,21942
05361,Antioquia,Ituango,33.1,3200283
05364,Antioquia,Jardin,24.8,225853
05368,Antioquia,Jerico,33.6,230278
05376,Antioquia,La Ceja,27.9,149154
05380,Antioquia,La Estrella,26.8,41419
05390,Antioquia,La Pintada,33.2,61022
05400,Antioquia,La Union,22.1,188508
05411,Antioquia,Liborina,32.9,243496
05425,Antioquia,Maceo,33.4,435772
05440,Antioquia,Marinilla,22.1,129182
05001,Antioquia,Medellin,30.4,419962
05467,Antioquia,Montebello,30.8,85420
05475,Antioquia,Murindo,33.4,1423307
05480,Antioquia,Mutata,32.3,1209994
05483,Antioquia,Narino,31.3,355855
05495,Antioquia,Nechi,35.6,1058350
05490,Antioquia,Necocli,32.8,1413373
05501,Antioquia,Olaya,33.5,97860
05543,Antioquia,Peque,31.5,488675
05541,Antioquia,Penol,22.9,133072
05576,Antioquia,Pueblorrico,33.2,84712
05579,Antioquia,Puerto Berrio,34.9,1373268
05585,Antioquia,Puerto Nare,35.4,752766
05591,Antioquia,Puerto Triunfo,35.7,416003
05604,Antioquia,Remedios,34.4,2225054
05615,Antioquia,Rionegro,21.6,220278
05628,Antioquia,Sabanalarga,31.7,299127
05631,Antioquia,Sabaneta,26.8,17685
05642,Antioquia,Salgar,33.5,323789
05647,Antioquia,San Andres de Cuerquia,30.6,232856
05649,Antioquia,San Carlos,34.3,807373
05652,Antioquia,San Francisco,33.6,400557
05656,Antioquia,San Jeronimo,33.1,181379
05658,Antioquia,San Jose De La Montana,20.8,141913
05659,Antioquia,San Juan De Uraba,31.5,283742
05660,Antioquia,San Luis,33.9,478477
05664,Antioquia,San Pedro De Los Milagros,21.3,248643
05665,Antioquia,San Pedro De Uraba,33.5,680012
05667,Antioquia,San Rafael,31.0,409416
05670,Antioquia,San Roque,31.3,478016
05674,Antioquia,San Vicente,23.2,259228
05679,Antioquia,Santa Barbara,33.7,220405
05042,Antioquia,Santa Fe De Antioquia,34.5,591089
