COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.8,11774585
91405,Amazonas,La Chorrera,19.4,14165931
91407,Amazonas,La Pedrera,19.9,15175784
91430,Amazonas,La Victoria,20.5,1598379
91001,Amazonas,Leticia,20.0,6727268
91460,Amazonas,Miriti-Parana,19.5,18820064
91530,Amazonas,Puerto Alegria,19.3,9291534
91536,Amazonas,Puerto Arica,20.1,15153174
91540,Amazonas,Puerto Narino,19.9,1587068
91669,Amazonas,Santander,19.4,16457477
91798,Amazonas,Tarapaca,20.0,10077628
05002,Antioquia,Abejorral,6.9,569818
05004,Antioquia,Abriaqui,3.0,333936
05021,Antioquia,Alejandria,11.1,145063
05030,Antioquia,Amaga,10.2,94539
05031,Antioquia,Amalfi,11.1,1362016
05034,Antioquia,Andes,3.1,451890
05036,Antioquia,Angelopolis,7.6,92005
05038,Antioquia,Angostura,7.5,381134
05040,Antioquia,Anori,11.2,1593171
05044,Antioquia,Anza,7.4,287675
05045,Antioquia,Apartado,19.7,603077
05051,Antioquia,Arboletes,22.4,851162
05055,Antioquia,Argelia,4.4,275658
05059,Antioquia,Armenia,11.4,124098
05079,Antioquia,Barbosa,7.9,231400
05088,Antioquia,Bello,6.3,166318
05086,Antioquia,Belmira,5.4,333209
05091,Antioquia,Betania,2.0,202703
05093,Antioquia,Betulia,5.3,294857
05107,Antioquia,Briceno,7.4,423900
05113,Antioquia,Buritica,8.1,399678
05125,Antioquia,Caicedo,2.8,225000
05129,Antioquia,Caldas,5.9,149249
05134,Antioquia,Campamento,8.4,261516
05142,Antioquia,Caracoli,18.4,295686
05145,Antioquia,Caramanta,6.9,103393
05147,Antioquia,Carepa,19.3,436264
05148,Antioquia,Carmen De Viboral,5.5,476206
05150,Antioquia,Carolina,8.6,168392
05154,Antioquia,Caucasia,23.5,1612931
05138,Antioquia,Canasgordas,5.0,410500
05172,Antioquia,Chigorodo,18.1,812701
05190,Antioquia,Cisneros,12.7,52830
05101,Antioquia,Ciudad Bolivar,3.3,296221
05197,Antioquia,Cocorna,8.3,271796
05206,Antioquia,Concepcion,8.1,227278
05209,Antioquia,Concordia,9.0,278528
05212,Antioquia,Copacabana,8.2,76412
05120,Antioquia,Caceres,19.0,2113418
05234,Antioquia,Dabeiba,5.7,2201979
05237,Antioquia,Donmatias,7.9,228757
05240,Antioquia,Ebejico,8.2,267317
05250,Antioquia,El Bagre,19.3,1760318
05607,Antioquia,El Retiro,5.9,272023
05264,Antioquia,Entrerrios,5.8,240971
05266,Antioquia,Envigado,6.8,89961
05282,Antioquia,Fredonia,9.2,289963
05284,Antioquia,Frontino,3.6,1556209
05306,Antioquia,Giraldo,5.3,105158
05308,Antioquia,Girardota,8.7,93182
05313,Antioquia,Granada,7.7,213883
05315,Antioquia,Guadalupe,11.4,133112
05318,Antioquia,Guarne,7.9,171165
05321,Antioquia,Guatape,9.3,93722
05310,Antioquia,Gomez Plata,10.9,373943
05347,Antioquia,Heliconia,8.0,129116
05353,Antioquia,Hispania,12.9,60851
05360,Antioquia,Itagui,12.3,21942
05361,Antioquia,Ituango,6.8,3200283
05364,Antioquia,Jardin,6.1,225853
05368,Antioquia,Jerico,8.8,230278
05376,Antioquia,La Ceja,6.5,149154
05380,Antioquia,La Estrella,7.7,41419
05390,Antioquia,La Pintada,15.4,61022
05400,Antioquia,La Union,5.9,188508
05411,Antioquia,Liborina,5.5,243496
05425,Antioquia,Maceo,17.1,435772
05440,Antioquia,Marinilla,8.1,129182
05001,Antioquia,Medellin,6.3,419962
05467,Antioquia,Montebello,10.2,85420
05475,Antioquia,Murindo,16.2,1423307
05480,Antioquia,Mutata,8.9,1209994
05483,Antioquia,Narino,2.4,355855
05495,Antioquia,Nechi,21.3,1058350
05490,Antioquia,Necocli,21.8,1413373
05501,Antioquia,Olaya,5.9,97860
05543,Antioquia,Peque,5.6,488675
05541,Antioquia,Penol,7.7,133072
05576,Antioquia,Pueblorrico,10.2,84712
05579,Antioquia,Puerto Berrio,18.7,1373268
05585,Antioquia,Puerto Nare,18.5,752766
05591,Antioquia,Puerto Triunfo,21.7,416003
05604,Antioquia,Remedios,17.9,2225054
05615,Antioquia,Rionegro,7.2,220278
05628,Antioquia,Sabanalarga,6.0,299127
05631,Antioquia,Sabaneta,9.9,17685
05642,Antioquia,Salgar,2.6,323789
05647,Antioquia,San Andres de Cuerquia,6.1,232856
05649,Antioquia,San Carlos,8.6,807373
05652,Antioquia,San Francisco,10.9,400557
05656,Antioquia,San Jeronimo,6.3,181379
05658,Antioquia,San Jose De La Montana,4.5,141913
05659,Antioquia,San Juan De Uraba,23.2,283742
05660,Antioquia,San Luis,11.9,478477
05664,Antioquia,San Pedro De Los Milagros,6.7,248643
05665,Antioquia,San Pedro De Uraba,22.4,680012
05667,Antioquia,San Rafael,8.7,409416
05670,Antioquia,San Roque,12.4,478016
05674,Antioquia,San Vicente,7.9,259228
05679,Antioquia,Santa Barbara,8.3,220405
05042,Antioquia,Santa Fe De Antioquia,4.2,591089
05686,Antioquia,Santa Rosa De Osos,6.6,973298
05690,Antioquia,Santo Domingo,9.9,299206
05697,Antioquia,Santuario,7.6,93832
05736,Antioquia,Segovia,16.1,1269072
05756,Antioquia,Sonson,2.4,1513077
05761,Antioquia,Sopetran,6.8,246389
05790,Antioquia,Taraza,13.3,1295523
05792,Antioquia,Tarso,4.4,135324
05809,Antioquia,Titiribi,10.6,157727
05819,Antioquia,Toledo,9.6,151358
05837,Antioquia,Turbo,20.5,3280628
05789,Antioquia,Tamesis,6.2,283262
05842,Antioquia,Uramita,7.7,299198
05847,Antioquia,Urrao,1.2,2880450
05854,Antioquia,Valdivia,10.2,639646
05856,Antioquia,Valparaiso,9.0,141722
05858,Antioquia,Vegachi,14.6,609013
05861,Antioquia,Venecia,9.7,156919
05873,Antioquia,Vigia Del Fuerte,14.5,1866734
05885,Antioquia,Yali,13.4,496447
05887,Antioquia,Yarumal,6.4,802404
05890,Antioquia,Yolombo,11.3,1139895
05893,Antioquia,Yondo,21.7,2135142
05895,Antioquia,Zaragoza,21.2,1316724
