COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,33.1,11774585
91405,Amazonas,La Chorrera,32.9,14165931
91407,Amazonas,La Pedrera,33.3,15175784
91430,Amazonas,La Victoria,32.9,1598379
91001,Amazonas,Leticia,33.8,6727268
91460,Amazonas,Miriti-Parana,33.3,18820064
91530,Amazonas,Puerto Alegria,32.0,9291534
91536,Amazonas,Puerto Arica,33.4,15153174
91540,Amazonas,Puerto Narino,33.7,1587068
91669,Amazonas,Santander,33.2,16457477
91798,Amazonas,Tarapaca,34.1,10077628
05002,Antioquia,Abejorral,33.9,569818
05004,Antioquia,Abriaqui,23.8,333936
05021,Antioquia,Alejandria,27.6,145063
05030,Antioquia,Amaga,32.3,94539
05031,Antioquia,Amalfi,34.7,1362016
05034,Antioquia,Andes,28.9,451890
05036,Antioquia,Angelopolis,30.6,92005
05038,Antioquia,Angostura,27.7,381134
05040,Antioquia,Anori,34.9,1593171
05044,Antioquia,Anza,33.4,287675
05045,Antioquia,Apartado,31.7,603077
05051,Antioquia,Arboletes,31.3,851162
05055,Antioquia,Argelia,35.5,275658
05059,Antioquia,Armenia,33.8,124098
05079,Antioquia,Barbosa,28.4,231400
05088,Antioquia,Bello,27.2,166318
05086,Antioquia,Belmira,20.7,333209
05091,Antioquia,Betania,29.2,202703
05093,Antioquia,Betulia,33.3,294857
05107,Antioquia,Briceno,32.1,423900
05113,Antioquia,Buritica,32.1,399678
05125,Antioquia,Caicedo,29.6,225000
05129,Antioquia,Caldas,27.8,149249
05134,Antioquia,Campamento,30.6,261516
05142,Antioquia,Caracoli,35.0,295686
05145,Antioquia,Caramanta,32.6,103393
05147,Antioquia,Carepa,31.8,436264
05148,Antioquia,Carmen De Viboral,30.2,476206
05150,Antioquia,Carolina,28.4,168392
05154,Antioquia,Caucasia,35.0,1612931
05138,Antioquia,Canasgordas,27.0,410500
05172,Antioquia,Chigorodo,31.9,812701
05190,Antioquia,Cisneros,29.4,52830
05101,Antioquia,Ciudad Bolivar,32.4,296221
05197,Antioquia,Cocorna,32.8,271796
05206,Antioquia,Concepcion,25.4,227278
05209,Antioquia,Concordia,34.0,278528
05212,Antioquia,Copacabana,26.8,76412
05120,Antioquia,Caceres,34.7,2113418
05234,Antioquia,Dabeiba,30.5,2201979
05237,Antioquia,Donmatias,28.6,228757
05240,Antioquia,Ebejico,33.4,267317
05250,Antioquia,El Bagre,35.3,1760318
05607,Antioquia,El Retiro,25.4,272023
05264,Antioquia,Entrerrios,20.8,240971
05266,Antioquia,Envigado,26.5,89961
05282,Antioquia,Fredonia,33.7,289963
05284,Antioquia,Frontino,31.4,1556209
05306,Antioquia,Giraldo,29.7,105158
05308,Antioquia,Girardota,27.2,93182
05313,Antioquia,Granada,30.5,213883
05315,Antioquia,Guadalupe,31.5,133112
05318,Antioquia,Guarne,22.4,171165
05321,Antioquia,Guatape,23.8,93722
05310,Antioquia,Gomez Plata,31.3,373943
05347,Antioquia,Heliconia,31.8,129116
05353,Antioquia,Hispania,31.7,60851
05360,Antioquia,Itagui,26.5,21942
05361,Antioquia,Ituango,32.1,3200283
05364,Antioquia,Jardin,24.9,225853
05368,Antioquia,Jerico,33.7,230278
05376,Antioquia,La Ceja,28.1,149154
05380,Antioquia,La Estrella,26.3,41419
05390,Antioquia,La Pintada,33.7,61022
05400,Antioquia,La Union,22.9,188508
05411,Antioquia,Liborina,32.4,243496
05425,Antioquia,Maceo,33.3,435772
05440,Antioquia,Marinilla,22.6,129182
05001,Antioquia,Medellin,29.2,419962
05467,Antioquia,Montebello,31.0,85420
05475,Antioquia,Murindo,32.7,1423307
05480,Antioquia,Mutata,32.1,1209994
05483,Antioquia,Narino,32.5,355855
05495,Antioquia,Nechi,35.2,1058350
