COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.6,11774585
91405,Amazonas,La Chorrera,19.3,14165931
91407,Amazonas,La Pedrera,19.2,15175784
91430,Amazonas,La Victoria,19.1,1598379
91001,Amazonas,Leticia,19.5,6727268
91460,Amazonas,Miriti-Parana,18.6,18820064
91530,Amazonas,Puerto Alegria,19.1,9291534
91536,Amazonas,Puerto Arica,19.4,15153174
91540,Amazonas,Puerto Narino,20.0,1587068
91669,Amazonas,Santander,19.0,16457477
91798,Amazonas,Tarapaca,19.4,10077628
05002,Antioquia,Abejorral,6.4,569818
05004,Antioquia,Abriaqui,3.5,333936
05021,Antioquia,Alejandria,10.5,145063
05030,Antioquia,Amaga,9.6,94539
05031,Antioquia,Amalfi,10.4,1362016
05034,Antioquia,Andes,4.0,451890
05036,Antioquia,Angelopolis,6.9,92005
05038,Antioquia,Angostura,6.8,381134
05040,Antioquia,Anori,10.7,1593171
05044,Antioquia,Anza,7.0,287675
05045,Antioquia,Apartado,18.8,603077
05051,Antioquia,Arboletes,20.4,851162
05055,Antioquia,Argelia,4.2,275658
05059,Antioquia,Armenia,10.9,124098
05079,Antioquia,Barbosa,7.2,231400
05088,Antioquia,Bello,6.6,166318
05086,Antioquia,Belmira,4.9,333209
05091,Antioquia,Betania,3.3,202703
05093,Antioquia,Betulia,5.0,294857
05107,Antioquia,Briceno,6.9,423900
05113,Antioquia,Buritica,7.6,399678
05125,Antioquia,Caicedo,2.8,225000
05129,Antioquia,Caldas,5.4,149249
05134,Antioquia,Campamento,8.1,261516
05142,Antioquia,Caracoli,17.2,295686
05145,Antioquia,Caramanta,6.6,103393
05147,Antioquia,Carepa,17.1,436264
05148,Antioquia,Carmen De Viboral,5.2,476206
05150,Antioquia,Carolina,8.4,168392
05154,Antioquia,Caucasia,21.4,1612931
05138,Antioquia,Canasgordas,5.7,410500
05172,Antioquia,Chigorodo,16.1,812701
05190,Antioquia,Cisneros,12.1,52830
05101,Antioquia,Ciudad Bolivar,4.9,296221
05197,Antioquia,Cocorna,8.3,271796
05206,Antioquia,Concepcion,7.4,227278
05209,Antioquia,Concordia,9.2,278528
05212,Antioquia,Copacabana,7.7,76412
05120,Antioquia,Caceres,18.0,2113418
05234,Antioquia,Dabeiba,5.8,2201979
05237,Antioquia,Donmatias,7.3,228757
05240,Antioquia,Ebejico,8.1,267317
05250,Antioquia,El Bagre,17.5,1760318
05607,Antioquia,El Retiro,5.3,272023
05264,Antioquia,Entrerrios,5.5,240971
05266,Antioquia,Envigado,5.9,89961
05282,Antioquia,Fredonia,8.1,289963
05284,Antioquia,Frontino,4.2,1556209
05306,Antioquia,Giraldo,5.7,105158
05308,Antioquia,Girardota,7.6,93182
05313,Antioquia,Granada,7.6,213883
05315,Antioquia,Guadalupe,10.9,133112
05318,Antioquia,Guarne,6.8,171165
05321,Antioquia,Guatape,9.0,93722
05310,Antioquia,Gomez Plata,10.4,373943
05347,Antioquia,Heliconia,7.8,129116
05353,Antioquia,Hispania,12.5,60851
05360,Antioquia,Itagui,10.6,21942
05361,Antioquia,Ituango,7.1,3200283
05364,Antioquia,Jardin,6.0,225853
05368,Antioquia,Jerico,8.5,230278
05376,Antioquia,La Ceja,6.3,149154
05380,Antioquia,La Estrella,6.9,41419
05390,Antioquia,La Pintada,14.8,61022
05400,Antioquia,La Union,5.7,188508
05411,Antioquia,Liborina,5.1,243496
05425,Antioquia,Maceo,16.1,435772
05440,Antioquia,Marinilla,7.8,129182
05001,Antioquia,Medellin,6.3,419962
05467,Antioquia,Montebello,8.0,85420
05475,Antioquia,Murindo,15.8,1423307
05480,Antioquia,Mutata,9.1,1209994
05483,Antioquia,Narino,2.7,355855
05495,Antioquia,Nechi,19.8,1058350
05490,Antioquia,Necocli,19.7,1413373
05501,Antioquia,Olaya,5.7,97860
05543,Antioquia,Peque,5.7,488675
05541,Antioquia,Penol,7.6,133072
05576,Antioquia,Pueblorrico,9.9,84712
05579,Antioquia,Puerto Berrio,17.3,1373268
05585,Antioquia,Puerto Nare,17.7,752766
05591,Antioquia,Puerto Triunfo,20.2,416003
05604,Antioquia,Remedios,17.2,2225054
05615,Antioquia,Rionegro,6.3,220278
05628,Antioquia,Sabanalarga,5.7,299127
05631,Antioquia,Sabaneta,8.4,17685
05642,Antioquia,Salgar,4.4,323789
05647,Antioquia,San Andres de Cuerquia,5.7,232856
05649,Antioquia,San Carlos,8.4,807373
05652,Antioquia,San Francisco,10.7,400557
05656,Antioquia,San Jeronimo,6.7,181379
05658,Antioquia,San Jose De La Montana,4.1,141913
05659,Antioquia,San Juan De Uraba,21.2,283742
05660,Antioquia,San Luis,11.8,478477
05664,Antioquia,San Pedro De Los Milagros,7.2,248643
05665,Antioquia,San Pedro De Uraba,20.7,680012
05667,Antioquia,San Rafael,8.4,409416
05670,Antioquia,San Roque,11.7,478016
05674,Antioquia,San Vicente,7.2,259228
05679,Antioquia,Santa Barbara,7.4,220405
05042,Antioquia,Santa Fe De Antioquia,4.0,591089
05686,Antioquia,Santa Rosa De Osos,6.0,973298
05690,Antioquia,Santo Domingo,9.1,299206
05697,Antioquia,Santuario,7.4,93832
05736,Antioquia,Segovia,14.8,1269072
05756,Antioquia,Sonson,2.7,1513077
05761,Antioquia,Sopetran,6.6,246389
05790,Antioquia,Taraza,12.5,1295523
05792,Antioquia,Tarso,4.9,135324
05809,Antioquia,Titiribi,10.4,157727
05819,Antioquia,Toledo,9.1,151358
05837,Antioquia,Turbo,19.8,3280628
05789,Antioquia,Tamesis,6.0,283262
05842,Antioquia,Uramita,7.3,299198
05847,Antioquia,Urrao,2.0,2880450
05854,Antioquia,Valdivia,9.8,639646
05856,Antioquia,Valparaiso,8.6,141722
05858,Antioquia,Vegachi,13.9,609013
05861,Antioquia,Venecia,8.8,156919
05873,Antioquia,Vigia Del Fuerte,15.3,1866734
05885,Antioquia,Yali,12.8,496447
05887,Antioquia,Yarumal,6.1,802404
05890,Antioquia,Yolombo,10.9,1139895
05893,Antioquia,Yondo,19.5,2135142
05895,Antioquia,Zaragoza,20.0,1316724
81001,Arauca,Arauca,18.7,6480390
81065,Arauca,Arauquita,19.0,3398314
81220,Arauca,Cravo Norte,19.8,5830110
81300,Arauca,Fortul,-1.6,1302674
81591,Arauca,Puerto Rondon,19.3,2560110
81736,Arauca,Saravena,8.9,1040968
81794,Arauca,Tame,-4.4,6088514
08078,Atlantico,Baranoa,21.4,138078
08001,Atlantico,Barranquilla,22.6,165737
08137,Atlantico,Campo De La Cruz,22.6,113666
08141,Atlantico,Candelaria,22.3,154373
