COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,19.9,11774585
91405,Amazonas,La Chorrera,19.9,14165931
91407,Amazonas,La Pedrera,18.5,15175784
91430,Amazonas,La Victoria,19.4,1598379
91001,Amazonas,Leticia,19.9,6727268
91460,Amazonas,Miriti-Parana,18.8,18820064
91530,Amazonas,Puerto Alegria,19.6,9291534
91536,Amazonas,Puerto Arica,20.0,15153174
91540,Amazonas,Puerto Narino,20.1,1587068
91669,Amazonas,Santander,19.5,16457477
91798,Amazonas,Tarapaca,19.4,10077628
05002,Antioquia,Abejorral,9.7,569818
05004,Antioquia,Abriaqui,4.2,333936
05021,Antioquia,Alejandria,12.9,145063
05030,Antioquia,Amaga,11.4,94539
05031,Antioquia,Amalfi,12.4,1362016
05034,Antioquia,Andes,4.5,451890
05036,Antioquia,Angelopolis,8.8,92005
05038,Antioquia,Angostura,9.3,381134
05040,Antioquia,Anori,12.8,1593171
05044,Antioquia,Anza,8.3,287675
05045,Antioquia,Apartado,19.9,603077
05051,Antioquia,Arboletes,21.9,851162
05055,Antioquia,Argelia,7.3,275658
05059,Antioquia,Armenia,12.2,124098
05079,Antioquia,Barbosa,9.8,231400
05088,Antioquia,Bello,8.0,166318
05086,Antioquia,Belmira,6.6,333209
05091,Antioquia,Betania,3.4,202703
05093,Antioquia,Betulia,6.1,294857
05107,Antioquia,Briceno,8.6,423900
05113,Antioquia,Buritica,8.8,399678
05125,Antioquia,Caicedo,4.4,225000
05129,Antioquia,Caldas,9.1,149249
05134,Antioquia,Campamento,10.0,261516
05142,Antioquia,Caracoli,19.3,295686
05145,Antioquia,Caramanta,8.0,103393
05147,Antioquia,Carepa,18.8,436264
05148,Antioquia,Carmen De Viboral,8.5,476206
05150,Antioquia,Carolina,10.0,168392
05154,Antioquia,Caucasia,22.5,1612931
05138,Antioquia,Canasgordas,6.2,410500
05172,Antioquia,Chigorodo,17.9,812701
05190,Antioquia,Cisneros,14.0,52830
05101,Antioquia,Ciudad Bolivar,4.8,296221
05197,Antioquia,Cocorna,11.1,271796
05206,Antioquia,Concepcion,10.0,227278
05209,Antioquia,Concordia,10.0,278528
05212,Antioquia,Copacabana,9.2,76412
05120,Antioquia,Caceres,18.8,2113418
05234,Antioquia,Dabeiba,5.7,2201979
05237,Antioquia,Donmatias,9.2,228757
05240,Antioquia,Ebejico,9.5,267317
05250,Antioquia,El Bagre,18.2,1760318
05607,Antioquia,El Retiro,9.0,272023
05264,Antioquia,Entrerrios,7.5,240971
05266,Antioquia,Envigado,9.8,89961
