COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.2,11774585
91405,Amazonas,La Chorrera,32.0,14165931
91407,Amazonas,La Pedrera,32.4,15175784
91430,Amazonas,La Victoria,32.1,1598379
91001,Amazonas,Leticia,32.4,6727268
91460,Amazonas,Miriti-Parana,32.4,18820064
91530,Amazonas,Puerto Alegria,32.0,9291534
91536,Amazonas,Puerto Arica,32.3,15153174
91540,Amazonas,Puerto Narino,32.3,1587068
91669,Amazonas,Santander,32.4,16457477
91798,Amazonas,Tarapaca,32.8,10077628
05002,Antioquia,Abejorral,31.4,569818
05004,Antioquia,Abriaqui,22.4,333936
05021,Antioquia,Alejandria,26.0,145063
05030,Antioquia,Amaga,30.7,94539
05031,Antioquia,Amalfi,33.3,1362016
05034,Antioquia,Andes,27.3,451890
05036,Antioquia,Angelopolis,29.0,92005
05038,Antioquia,Angostura,26.1,381134
05040,Antioquia,Anori,32.8,1593171
05044,Antioquia,Anza,31.3,287675
05045,Antioquia,Apartado,31.7,603077
05051,Antioquia,Arboletes,31.8,851162
05055,Antioquia,Argelia,33.0,275658
05059,Antioquia,Armenia,32.4,124098
05079,Antioquia,Barbosa,27.1,231400
05088,Antioquia,Bello,26.2,166318
05086,Antioquia,Belmira,18.8,333209
05091,Antioquia,Betania,27.6,202703
05093,Antioquia,Betulia,31.7,294857
05107,Antioquia,Briceno,30.8,423900
05113,Antioquia,Buritica,31.0,399678
05125,Antioquia,Caicedo,27.5,225000
05129,Antioquia,Caldas,26.0,149249
05134,Antioquia,Campamento,28.6,261516
05142,Antioquia,Caracoli,33.3,295686
05145,Antioquia,Caramanta,30.4,103393
05147,Antioquia,Carepa,31.8,436264
05148,Antioquia,Carmen De Viboral,28.1,476206
05150,Antioquia,Carolina,26.8,168392
05154,Antioquia,Caucasia,33.2,1612931
05138,Antioquia,Canasgordas,25.8,410500
05172,Antioquia,Chigorodo,31.9,812701
05190,Antioquia,Cisneros,27.4,52830
05101,Antioquia,Ciudad Bolivar,30.6,296221
05197,Antioquia,Cocorna,30.5,271796
05206,Antioquia,Concepcion,24.0,227278
05209,Antioquia,Concordia,32.8,278528
05212,Antioquia,Copacabana,26.1,76412
05120,Antioquia,Caceres,33.2,2113418
05234,Antioquia,Dabeiba,30.7,2201979
05237,Antioquia,Donmatias,27.1,228757
05240,Antioquia,Ebejico,31.4,267317
05250,Antioquia,El Bagre,32.9,1760318
05607,Antioquia,El Retiro,22.7,272023
05264,Antioquia,Entrerrios,20.1,240971
05266,Antioquia,Envigado,24.5,89961
05282,Antioquia,Fredonia,31.8,289963
05284,Antioquia,Frontino,31.5,1556209
05306,Antioquia,Giraldo,28.1,105158
05308,Antioquia,Girardota,26.8,93182
05313,Antioquia,Granada,28.5,213883
05315,Antioquia,Guadalupe,30.0,133112
05318,Antioquia,Guarne,21.8,171165
05321,Antioquia,Guatape,22.8,93722
05310,Antioquia,Gomez Plata,29.7,373943
05347,Antioquia,Heliconia,30.1,129116
05353,Antioquia,Hispania,30.0,60851
05360,Antioquia,Itagui,24.7,21942
05361,Antioquia,Ituango,30.8,3200283
05364,Antioquia,Jardin,23.2,225853
05368,Antioquia,Jerico,31.8,230278
05376,Antioquia,La Ceja,25.2,149154
05380,Antioquia,La Estrella,23.8,41419
05390,Antioquia,La Pintada,31.3,61022
05400,Antioquia,La Union,20.5,188508
05411,Antioquia,Liborina,31.1,243496
05425,Antioquia,Maceo,31.9,435772
05440,Antioquia,Marinilla,22.0,129182
05001,Antioquia,Medellin,27.2,419962
05467,Antioquia,Montebello,28.1,85420
05475,Antioquia,Murindo,32.6,1423307
05480,Antioquia,Mutata,31.9,1209994
05483,Antioquia,Narino,29.8,355855
05495,Antioquia,Nechi,33.5,1058350
05490,Antioquia,Necocli,31.9,1413373
05501,Antioquia,Olaya,31.4,97860
05543,Antioquia,Peque,30.0,488675
05541,Antioquia,Penol,22.5,133072
05576,Antioquia,Pueblorrico,31.7,84712
05579,Antioquia,Puerto Berrio,33.4,1373268
05585,Antioquia,Puerto Nare,33.7,752766
05591,Antioquia,Puerto Triunfo,33.8,416003
05604,Antioquia,Remedios,32.8,2225054
05615,Antioquia,Rionegro,21.4,220278
05628,Antioquia,Sabanalarga,30.1,299127
05631,Antioquia,Sabaneta,23.9,17685
05642,Antioquia,Salgar,31.9,323789
05647,Antioquia,San Andres de Cuerquia,28.6,232856
05649,Antioquia,San Carlos,32.8,807373
05652,Antioquia,San Francisco,32.1,400557
05656,Antioquia,San Jeronimo,30.6,181379
05658,Antioquia,San Jose De La Montana,18.4,141913
05659,Antioquia,San Juan De Uraba,30.9,283742
05660,Antioquia,San Luis,32.4,478477
05664,Antioquia,San Pedro De Los Milagros,20.3,248643
05665,Antioquia,San Pedro De Uraba,32.0,680012
05667,Antioquia,San Rafael,29.8,409416
05670,Antioquia,San Roque,30.2,478016
05674,Antioquia,San Vicente,22.9,259228
05679,Antioquia,Santa Barbara,31.3,220405
05042,Antioquia,Santa Fe De Antioquia,31.5,591089
05686,Antioquia,Santa Rosa De Osos,27.1,973298
05690,Antioquia,Santo Domingo,27.4,299206
05697,Antioquia,Santuario,22.9,93832
05736,Antioquia,Segovia,33.3,1269072
05756,Antioquia,Sonson,34.1,1513077
05761,Antioquia,Sopetran,31.4,246389
05790,Antioquia,Taraza,32.8,1295523
05792,Antioquia,Tarso,31.9,135324
05809,Antioquia,Titiribi,32.8,157727
05819,Antioquia,Toledo,30.7,151358
05837,Antioquia,Turbo,32.8,3280628
05789,Antioquia,Tamesis,31.6,283262
05842,Antioquia,Uramita,27.3,299198
05847,Antioquia,Urrao,31.9,2880450
05854,Antioquia,Valdivia,31.6,639646
05856,Antioquia,Valparaiso,31.0,141722
05858,Antioquia,Vegachi,30.6,609013
05861,Antioquia,Venecia,32.3,156919
05873,Antioquia,Vigia Del Fuerte,32.4,1866734
05885,Antioquia,Yali,30.8,496447
05887,Antioquia,Yarumal,28.6,802404
05890,Antioquia,Yolombo,32.4,1139895
05893,Antioquia,Yondo,33.4,2135142
05895,Antioquia,Zaragoza,33.3,1316724
81001,Arauca,Arauca,32.9,6480390
81065,Arauca,Arauquita,32.4,3398314
81220,Arauca,Cravo Norte,32.8,5830110
81300,Arauca,Fortul,31.4,1302674
81591,Arauca,Puerto Rondon,32.7,2560110
81736,Arauca,Saravena,32.3,1040968
81794,Arauca,Tame,32.6,6088514
08078,Atlantico,Baranoa,33.4,138078
08001,Atlantico,Barranquilla,32.7,165737
08137,Atlantico,Campo De La Cruz,34.4,113666
08141,Atlantico,Candelaria,34.3,154373
08296,Atlantico,Galapa,32.8,111089
08372,Atlantico,Juan De Acosta,32.5,191150
08421,Atlantico,Luruaco,33.6,255101
08433,Atlantico,Malambo,33.9,111834
08436,Atlantico,Manati,34.0,243551
08520,Atlantico,Palmar De Varela,34.5,104963
08549,Atlantico,Piojo,34.9,287737
08558,Atlantico,Polonuevo,33.8,84030
08560,Atlantico,Ponedera,34.8,235059
08573,Atlantico,Puerto Colombia,32.0,80058
08606,Atlantico,Repelon,33.3,407612
08634,Atlantico,Sabanagrande,34.1,49057
08638,Atlantico,Sabanalarga,34.2,450221
08675,Atlantico,Santa Lucia,34.1,65156
08685,Atlantico,Santo Tomas,34.3,74048
08758,Atlantico,Soledad,33.4,67368
08770,Atlantico,Suan,34.2,48341
08832,Atlantico,Tubara,32.4,203989
08849,Atlantico,Usiacuri,33.0,115345
13006,Bolivar,Achi,32.6,1076327
13030,Bolivar,Altos Del Rosario,33.2,343678
13042,Bolivar,Arenal,33.4,522075
13052,Bolivar,Arjona,32.6,666987
13062,Bolivar,Arroyohondo,34.2,186053
13074,Bolivar,Barranco De Loba,33.5,487437
13140,Bolivar,Calamar,34.3,290411
13160,Bolivar,Cantagallo,33.6,992881
13001,Bolivar,Cartagena De Indias,32.6,641599
13188,Bolivar,Cicuco,33.7,149678
13222,Bolivar,Clemencia,31.9,97062
13212,Bolivar,Cordoba,34.9,677130
13244,Bolivar,El Carmen De Bolivar,34.0,1073061
13248,Bolivar,El Guamo,34.5,435079
13268,Bolivar,El Penon,34.3,361034
13300,Bolivar,Hatillo De Loba,33.8,219910
13430,Bolivar,Magangue,34.4,1280772
13433,Bolivar,Mahates,33.7,490963
