COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,32.0,11774585
91405,Amazonas,La Chorrera,32.1,14165931
91407,Amazonas,La Pedrera,32.9,15175784
91430,Amazonas,La Victoria,31.8,1598379
91001,Amazonas,Leticia,33.4,6727268
91460,Amazonas,Miriti-Parana,32.3,18820064
91530,Amazonas,Puerto Alegria,31.9,9291534
91536,Amazonas,Puerto Arica,32.5,15153174
91540,Amazonas,Puerto Narino,32.9,1587068
91669,Amazonas,Santander,32.1,16457477
91798,Amazonas,Tarapaca,33.5,10077628
05002,Antioquia,Abejorral,33.0,569818
05004,Antioquia,Abriaqui,23.6,333936
05021,Antioquia,Alejandria,27.0,145063
05030,Antioquia,Amaga,32.4,94539
05031,Antioquia,Amalfi,34.0,1362016
05034,Antioquia,Andes,29.1,451890
05036,Antioquia,Angelopolis,30.6,92005
05038,Antioquia,Angostura,26.9,381134
05040,Antioquia,Anori,33.1,1593171
05044,Antioquia,Anza,33.3,287675
05045,Antioquia,Apartado,32.2,603077
05051,Antioquia,Arboletes,31.9,851162
05055,Antioquia,Argelia,34.6,275658
05059,Antioquia,Armenia,33.8,124098
05079,Antioquia,Barbosa,27.8,231400
05088,Antioquia,Bello,27.4,166318
05086,Antioquia,Belmira,19.9,333209
05091,Antioquia,Betania,29.3,202703
05093,Antioquia,Betulia,33.3,294857
05107,Antioquia,Briceno,31.6,423900
05113,Antioquia,Buritica,32.2,399678
05125,Antioquia,Caicedo,29.4,225000
05129,Antioquia,Caldas,27.6,149249
05134,Antioquia,Campamento,29.2,261516
05142,Antioquia,Caracoli,34.5,295686
05145,Antioquia,Caramanta,32.0,103393
05147,Antioquia,Carepa,32.4,436264
05148,Antioquia,Carmen De Viboral,29.3,476206
05150,Antioquia,Carolina,28.0,168392
05154,Antioquia,Caucasia,34.4,1612931
05138,Antioquia,Canasgordas,26.9,410500
05172,Antioquia,Chigorodo,32.3,812701
05190,Antioquia,Cisneros,28.9,52830
05101,Antioquia,Ciudad Bolivar,32.4,296221
05197,Antioquia,Cocorna,32.1,271796
05206,Antioquia,Concepcion,24.7,227278
05209,Antioquia,Concordia,34.1,278528
05212,Antioquia,Copacabana,27.3,76412
05120,Antioquia,Caceres,34.0,2113418
05234,Antioquia,Dabeiba,31.0,2201979
05237,Antioquia,Donmatias,28.0,228757
05240,Antioquia,Ebejico,33.3,267317
05250,Antioquia,El Bagre,34.0,1760318
05607,Antioquia,El Retiro,24.6,272023
05264,Antioquia,Entrerrios,20.8,240971
05266,Antioquia,Envigado,26.8,89961
05282,Antioquia,Fredonia,33.5,289963
05284,Antioquia,Frontino,31.6,1556209
05306,Antioquia,Giraldo,29.5,105158
05308,Antioquia,Girardota,27.6,93182
05313,Antioquia,Granada,29.9,213883
05315,Antioquia,Guadalupe,31.2,133112
05318,Antioquia,Guarne,22.7,171165
05321,Antioquia,Guatape,23.4,93722
05310,Antioquia,Gomez Plata,30.9,373943
05347,Antioquia,Heliconia,31.9,129116
05353,Antioquia,Hispania,31.7,60851
05360,Antioquia,Itagui,26.8,21942
05361,Antioquia,Ituango,31.7,3200283
05364,Antioquia,Jardin,24.9,225853
05368,Antioquia,Jerico,33.6,230278
05376,Antioquia,La Ceja,27.0,149154
05380,Antioquia,La Estrella,26.6,41419
05390,Antioquia,La Pintada,33.1,61022
05400,Antioquia,La Union,21.8,188508
05411,Antioquia,Liborina,32.5,243496
05425,Antioquia,Maceo,33.3,435772
05440,Antioquia,Marinilla,22.8,129182
05001,Antioquia,Medellin,28.8,419962
05467,Antioquia,Montebello,29.9,85420
05475,Antioquia,Murindo,32.6,1423307
05480,Antioquia,Mutata,32.3,1209994
05483,Antioquia,Narino,31.5,355855
05495,Antioquia,Nechi,34.6,1058350
05490,Antioquia,Necocli,31.8,1413373
05501,Antioquia,Olaya,33.0,97860
05543,Antioquia,Peque,31.1,488675
05541,Antioquia,Penol,23.1,133072
05576,Antioquia,Pueblorrico,33.4,84712
05579,Antioquia,Puerto Berrio,34.5,1373268
05585,Antioquia,Puerto Nare,34.9,752766
05591,Antioquia,Puerto Triunfo,35.2,416003
05604,Antioquia,Remedios,34.3,2225054
05615,Antioquia,Rionegro,22.6,220278
05628,Antioquia,Sabanalarga,31.1,299127
05631,Antioquia,Sabaneta,26.6,17685
05642,Antioquia,Salgar,33.5,323789
05647,Antioquia,San Andres de Cuerquia,29.4,232856
05649,Antioquia,San Carlos,34.3,807373
05652,Antioquia,San Francisco,33.8,400557
05656,Antioquia,San Jeronimo,32.3,181379
05658,Antioquia,San Jose De La Montana,19.8,141913
05659,Antioquia,San Juan De Uraba,30.9,283742
05660,Antioquia,San Luis,34.0,478477
05664,Antioquia,San Pedro De Los Milagros,21.2,248643
05665,Antioquia,San Pedro De Uraba,32.4,680012
05667,Antioquia,San Rafael,31.3,409416
05670,Antioquia,San Roque,31.7,478016
05674,Antioquia,San Vicente,23.6,259228
05679,Antioquia,Santa Barbara,33.0,220405
05042,Antioquia,Santa Fe De Antioquia,33.4,591089
05686,Antioquia,Santa Rosa De Osos,28.0,973298
05690,Antioquia,Santo Domingo,28.9,299206
05697,Antioquia,Santuario,23.9,93832
05736,Antioquia,Segovia,34.0,1269072
05756,Antioquia,Sonson,35.5,1513077
05761,Antioquia,Sopetran,33.3,246389
05790,Antioquia,Taraza,33.0,1295523
05792,Antioquia,Tarso,33.6,135324
05809,Antioquia,Titiribi,34.1,157727
05819,Antioquia,Toledo,31.6,151358
05837,Antioquia,Turbo,34.0,3280628
05789,Antioquia,Tamesis,33.3,283262
05842,Antioquia,Uramita,28.7,299198
05847,Antioquia,Urrao,32.1,2880450
05854,Antioquia,Valdivia,32.0,639646
05856,Antioquia,Valparaiso,32.8,141722
05858,Antioquia,Vegachi,32.3,609013
05861,Antioquia,Venecia,33.8,156919
05873,Antioquia,Vigia Del Fuerte,32.6,1866734
05885,Antioquia,Yali,32.4,496447
05887,Antioquia,Yarumal,29.4,802404
05890,Antioquia,Yolombo,33.7,1139895
05893,Antioquia,Yondo,34.7,2135142
05895,Antioquia,Zaragoza,33.7,1316724
81001,Arauca,Arauca,32.9,6480390
81065,Arauca,Arauquita,32.9,3398314
81220,Arauca,Cravo Norte,32.5,5830110
81300,Arauca,Fortul,32.2,1302674
81591,Arauca,Puerto Rondon,32.9,2560110
81736,Arauca,Saravena,33.1,1040968
81794,Arauca,Tame,33.0,6088514
08078,Atlantico,Baranoa,34.8,138078
08001,Atlantico,Barranquilla,32.1,165737
08137,Atlantico,Campo De La Cruz,38.6,113666
08141,Atlantico,Candelaria,38.1,154373
08296,Atlantico,Galapa,32.5,111089
08372,Atlantico,Juan De Acosta,34.9,191150
08421,Atlantico,Luruaco,35.9,255101
08433,Atlantico,Malambo,33.7,111834
08436,Atlantico,Manati,38.2,243551
08520,Atlantico,Palmar De Varela,35.9,104963
08549,Atlantico,Piojo,37.9,287737
08558,Atlantico,Polonuevo,35.0,84030
08560,Atlantico,Ponedera,37.9,235059
08573,Atlantico,Puerto Colombia,31.7,80058
08606,Atlantico,Repelon,37.3,407612
08634,Atlantico,Sabanagrande,34.2,49057
08638,Atlantico,Sabanalarga,37.0,450221
08675,Atlantico,Santa Lucia,38.5,65156
08685,Atlantico,Santo Tomas,35.3,74048
08758,Atlantico,Soledad,33.3,67368
08770,Atlantico,Suan,38.7,48341
08832,Atlantico,Tubara,32.9,203989
08849,Atlantico,Usiacuri,35.1,115345
13006,Bolivar,Achi,34.1,1076327
13030,Bolivar,Altos Del Rosario,35.4,343678
13042,Bolivar,Arenal,35.7,522075
13052,Bolivar,Arjona,37.1,666987
13062,Bolivar,Arroyohondo,38.6,186053
13074,Bolivar,Barranco De Loba,35.6,487437
13140,Bolivar,Calamar,38.7,290411
13160,Bolivar,Cantagallo,35.1,992881
13001,Bolivar,Cartagena De Indias,37.2,641599
13188,Bolivar,Cicuco,34.9,149678
13222,Bolivar,Clemencia,36.1,97062
13212,Bolivar,Cordoba,37.7,677130
13244,Bolivar,El Carmen De Bolivar,37.0,1073061
13248,Bolivar,El Guamo,38.9,435079
13268,Bolivar,El Penon,36.5,361034
13300,Bolivar,Hatillo De Loba,36.0,219910
13430,Bolivar,Magangue,36.9,1280772
13433,Bolivar,Mahates,37.8,490963
13440,Bolivar,Margarita,35.5,331744
13442,Bolivar,Maria La Baja,36.8,636887
13468,Bolivar,Mompos,34.8,738623
13458,Bolivar,Montecristo,33.8,2363379
13473,Bolivar,Morales,36.5,1522699
13490,Bolivar,Norosi,35.6,470792
13549,Bolivar,Pinillos,34.9,877847
13580,Bolivar,Regidor,36.6,207578
13600,Bolivar,Rioviejo,36.3,955818
13620,Bolivar,San Cristobal,37.9,48057
13647,Bolivar,San Estanislao,36.9,240440
13650,Bolivar,San Fernando,34.9,360236
13654,Bolivar,San Jacinto,37.3,502471
13655,Bolivar,San Jacinto Del Cauca,33.8,643931
13657,Bolivar,San Juan Nepomuceno,38.6,716411
13667,Bolivar,San Martin De Loba,36.0,509391
13670,Bolivar,San Pablo,35.8,2279235
13673,Bolivar,Santa Catalina,36.4,195742
13683,Bolivar,Santa Rosa,35.5,175803
13688,Bolivar,Santa Rosa Del Sur,34.5,2689542
13744,Bolivar,Simiti,36.5,1529192
13760,Bolivar,Soplaviento,37.2,105206
13780,Bolivar,Talaigua Nuevo,36.5,282518
13810,Bolivar,Tiquisio,35.3,862474
13836,Bolivar,Turbaco,37.6,230243
13838,Bolivar,Turbana,37.1,216239
13873,Bolivar,Villanueva,36.3,155836
13894,Bolivar,Zambrano,38.0,351120
15022,Boyaca,Almeida,22.7,64742
15047,Boyaca,Aquitania,23.6,1058211
15051,Boyaca,Arcabuco,22.2,154978
15087,Boyaca,Belen,20.5,183366
15090,Boyaca,Berbeo,25.0,65145
15092,Boyaca,Beteitiva,21.4,114526
15097,Boyaca,Boavita,29.2,163388
15104,Boyaca,Boyaca,18.0,53946
15106,Boyaca,Briceno,26.5,72614
15109,Boyaca,Buenavista,28.4,123767
15114,Boyaca,Busbanza,20.8,28487
15131,Boyaca,Caldas,19.2,88750
15135,Boyaca,Campohermoso,28.9,335327
15162,Boyaca,Cerinza,19.5,71470
15172,Boyaca,Chinavita,21.0,153141
15176,Boyaca,Chiquinquira,21.4,185435
15180,Boyaca,Chiscas,23.9,741218
15183,Boyaca,Chita,24.3,761279
15185,Boyaca,Chitaraque,25.6,178245
15187,Boyaca,Chivata,19.2,55652
15236,Boyaca,Chivor,26.0,121971
15232,Boyaca,Chiquiza,21.8,130944
15189,Boyaca,Cienega,17.9,60653
15212,Boyaca,Coper,29.7,168389
15215,Boyaca,Corrales,20.6,68384
15218,Boyaca,Covarachia,30.7,115095
15223,Boyaca,Cubara,31.8,1307040
15224,Boyaca,Cucaita,18.5,47345
15226,Boyaca,Cuitiva,18.7,49566
15204,Boyaca,Combita,19.6,163236
15238,Boyaca,Duitama,21.6,263024
15244,Boyaca,El Cocuy,18.9,267964
15248,Boyaca,El Espino,24.7,78072
15272,Boyaca,Firavitoba,21.3,122844
15276,Boyaca,Floresta,21.1,99040
15293,Boyaca,Gachantiva,24.3,99085
15299,Boyaca,Garagoa,22.7,217267
15317,Boyaca,Guacamayas,25.1,64841
15322,Boyaca,Guateque,22.5,40555
15325,Boyaca,Guayata,22.3,112217
15296,Boyaca,Gameza,19.2,138946
15332,Boyaca,Guican De La Sierra,23.2,1070903
15362,Boyaca,Iza,20.2,38473
15367,Boyaca,Jenesano,19.0,66331
15368,Boyaca,Jerico,26.3,148093
15380,Boyaca,La Capilla,20.8,63929
15403,Boyaca,La Uvita,26.5,181646
15401,Boyaca,La Victoria,30.2,31473
