COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,18.8,11774585
91405,Amazonas,La Chorrera,18.8,14165931
91407,Amazonas,La Pedrera,19.9,15175784
91430,Amazonas,La Victoria,20.8,1598379
91001,Amazonas,Leticia,19.7,6727268
91460,Amazonas,Miriti-Parana,20.1,18820064
91530,Amazonas,Puerto Alegria,18.9,9291534
91536,Amazonas,Puerto Arica,20.5,15153174
91540,Amazonas,Puerto Narino,19.6,1587068
91669,Amazonas,Santander,20.1,16457477
91798,Amazonas,Tarapaca,19.7,10077628
05002,Antioquia,Abejorral,8.7,569818
05004,Antioquia,Abriaqui,5.3,333936
05021,Antioquia,Alejandria,13.0,145063
05030,Antioquia,Amaga,11.3,94539
05031,Antioquia,Amalfi,13.5,1362016
05034,Antioquia,Andes,6.6,451890
05036,Antioquia,Angelopolis,8.8,92005
05038,Antioquia,Angostura,9.9,381134
05040,Antioquia,Anori,13.7,1593171
05044,Antioquia,Anza,8.9,287675
05045,Antioquia,Apartado,19.9,603077
05051,Antioquia,Arboletes,22.8,851162
05055,Antioquia,Argelia,6.4,275658
05059,Antioquia,Armenia,12.6,124098
05079,Antioquia,Barbosa,10.0,231400
05088,Antioquia,Bello,8.8,166318
05086,Antioquia,Belmira,8.1,333209
05091,Antioquia,Betania,5.4,202703
05093,Antioquia,Betulia,7.0,294857
05107,Antioquia,Briceno,10.2,423900
05113,Antioquia,Buritica,9.2,399678
05125,Antioquia,Caicedo,4.8,225000
05129,Antioquia,Caldas,7.8,149249
05134,Antioquia,Campamento,11.1,261516
05142,Antioquia,Caracoli,19.2,295686
05145,Antioquia,Caramanta,8.5,103393
05147,Antioquia,Carepa,18.6,436264
05148,Antioquia,Carmen De Viboral,7.4,476206
05150,Antioquia,Carolina,10.7,168392
05154,Antioquia,Caucasia,23.8,1612931
05138,Antioquia,Canasgordas,7.4,410500
05172,Antioquia,Chigorodo,17.5,812701
05190,Antioquia,Cisneros,14.7,52830
05101,Antioquia,Ciudad Bolivar,6.9,296221
05197,Antioquia,Cocorna,10.7,271796
05206,Antioquia,Concepcion,10.2,227278
05209,Antioquia,Concordia,10.7,278528
05212,Antioquia,Copacabana,9.6,76412
05120,Antioquia,Caceres,19.6,2113418
05234,Antioquia,Dabeiba,6.2,2201979
05237,Antioquia,Donmatias,10.2,228757
05240,Antioquia,Ebejico,10.1,267317
05250,Antioquia,El Bagre,18.8,1760318
05607,Antioquia,El Retiro,7.8,272023
05264,Antioquia,Entrerrios,8.6,240971
05266,Antioquia,Envigado,8.1,89961
05282,Antioquia,Fredonia,10.1,289963
05284,Antioquia,Frontino,6.1,1556209
05306,Antioquia,Giraldo,7.6,105158
05308,Antioquia,Girardota,10.3,93182
05313,Antioquia,Granada,10.3,213883
05315,Antioquia,Guadalupe,13.4,133112
05318,Antioquia,Guarne,9.3,171165
05321,Antioquia,Guatape,11.5,93722
