COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,18.6,11774585
91405,Amazonas,La Chorrera,18.6,14165931
91407,Amazonas,La Pedrera,18.7,15175784
91430,Amazonas,La Victoria,19.0,1598379
91001,Amazonas,Leticia,20.5,6727268
91460,Amazonas,Miriti-Parana,19.1,18820064
91530,Amazonas,Puerto Alegria,18.9,9291534
91536,Amazonas,Puerto Arica,19.2,15153174
91540,Amazonas,Puerto Narino,20.5,1587068
91669,Amazonas,Santander,18.5,16457477
91798,Amazonas,Tarapaca,19.8,10077628
05002,Antioquia,Abejorral,6.7,569818
05004,Antioquia,Abriaqui,3.2,333936
05021,Antioquia,Alejandria,11.4,145063
05030,Antioquia,Amaga,10.7,94539
05031,Antioquia,Amalfi,11.5,1362016
05034,Antioquia,Andes,4.4,451890
05036,Antioquia,Angelopolis,7.8,92005
05038,Antioquia,Angostura,7.9,381134
05040,Antioquia,Anori,11.9,1593171
05044,Antioquia,Anza,7.7,287675
05045,Antioquia,Apartado,20.1,603077
05051,Antioquia,Arboletes,21.9,851162
05055,Antioquia,Argelia,4.9,275658
05059,Antioquia,Armenia,11.9,124098
05079,Antioquia,Barbosa,8.2,231400
05088,Antioquia,Bello,7.5,166318
05086,Antioquia,Belmira,5.7,333209
05091,Antioquia,Betania,3.1,202703
05093,Antioquia,Betulia,5.6,294857
05107,Antioquia,Briceno,8.0,423900
05113,Antioquia,Buritica,8.1,399678
05125,Antioquia,Caicedo,3.2,225000
05129,Antioquia,Caldas,5.8,149249
05134,Antioquia,Campamento,9.4,261516
05142,Antioquia,Caracoli,18.4,295686
05145,Antioquia,Caramanta,7.4,103393
05147,Antioquia,Carepa,19.1,436264
05148,Antioquia,Carmen De Viboral,5.8,476206
05150,Antioquia,Carolina,9.3,168392
05154,Antioquia,Caucasia,22.0,1612931
05138,Antioquia,Canasgordas,5.7,410500
05172,Antioquia,Chigorodo,18.1,812701
05190,Antioquia,Cisneros,13.1,52830
05101,Antioquia,Ciudad Bolivar,4.5,296221
05197,Antioquia,Cocorna,9.1,271796
05206,Antioquia,Concepcion,8.3,227278
05209,Antioquia,Concordia,9.5,278528
05212,Antioquia,Copacabana,8.0,76412
05120,Antioquia,Caceres,18.4,2113418
05234,Antioquia,Dabeiba,4.8,2201979
05237,Antioquia,Donmatias,8.1,228757
05240,Antioquia,Ebejico,9.0,267317
05250,Antioquia,El Bagre,18.2,1760318
05607,Antioquia,El Retiro,5.7,272023
05264,Antioquia,Entrerrios,6.3,240971
05266,Antioquia,Envigado,6.3,89961
05282,Antioquia,Fredonia,9.0,289963
05284,Antioquia,Frontino,3.4,1556209
05306,Antioquia,Giraldo,5.8,105158
05308,Antioquia,Girardota,8.2,93182
05313,Antioquia,Granada,8.4,213883
05315,Antioquia,Guadalupe,11.9,133112
05318,Antioquia,Guarne,8.4,171165
05321,Antioquia,Guatape,9.9,93722
05310,Antioquia,Gomez Plata,11.3,373943
05347,Antioquia,Heliconia,8.7,129116
05353,Antioquia,Hispania,13.6,60851
05360,Antioquia,Itagui,11.6,21942
05361,Antioquia,Ituango,5.7,3200283
05364,Antioquia,Jardin,6.8,225853
05368,Antioquia,Jerico,9.4,230278
05376,Antioquia,La Ceja,7.1,149154
05380,Antioquia,La Estrella,7.9,41419
05390,Antioquia,La Pintada,15.3,61022
05400,Antioquia,La Union,6.5,188508
05411,Antioquia,Liborina,5.8,243496
05425,Antioquia,Maceo,17.2,435772
05440,Antioquia,Marinilla,8.6,129182
05001,Antioquia,Medellin,7.1,419962
05467,Antioquia,Montebello,8.5,85420
05475,Antioquia,Murindo,16.2,1423307
05480,Antioquia,Mutata,8.4,1209994
05483,Antioquia,Narino,3.4,355855
05495,Antioquia,Nechi,20.2,1058350
05490,Antioquia,Necocli,21.4,1413373
05501,Antioquia,Olaya,6.4,97860
05543,Antioquia,Peque,4.7,488675
05541,Antioquia,Penol,8.4,133072
05576,Antioquia,Pueblorrico,10.9,84712
05579,Antioquia,Puerto Berrio,18.7,1373268
05585,Antioquia,Puerto Nare,18.5,752766
05591,Antioquia,Puerto Triunfo,21.1,416003
05604,Antioquia,Remedios,18.2,2225054
05615,Antioquia,Rionegro,7.4,220278
05628,Antioquia,Sabanalarga,6.5,299127
05631,Antioquia,Sabaneta,8.7,17685
05642,Antioquia,Salgar,3.3,323789
05647,Antioquia,San Andres de Cuerquia,6.3,232856
05649,Antioquia,San Carlos,9.2,807373
05652,Antioquia,San Francisco,11.2,400557
05656,Antioquia,San Jeronimo,7.5,181379
05658,Antioquia,San Jose De La Montana,4.7,141913
05659,Antioquia,San Juan De Uraba,22.4,283742
05660,Antioquia,San Luis,12.5,478477
05664,Antioquia,San Pedro De Los Milagros,7.9,248643
05665,Antioquia,San Pedro De Uraba,21.3,680012
05667,Antioquia,San Rafael,9.3,409416
05670,Antioquia,San Roque,12.7,478016
05674,Antioquia,San Vicente,8.2,259228
05679,Antioquia,Santa Barbara,8.1,220405
05042,Antioquia,Santa Fe De Antioquia,4.5,591089
05686,Antioquia,Santa Rosa De Osos,7.5,973298
05690,Antioquia,Santo Domingo,10.0,299206
05697,Antioquia,Santuario,8.2,93832
05736,Antioquia,Segovia,15.9,1269072
05756,Antioquia,Sonson,3.5,1513077
05761,Antioquia,Sopetran,7.4,246389
05790,Antioquia,Taraza,13.3,1295523
05792,Antioquia,Tarso,5.3,135324
05809,Antioquia,Titiribi,11.1,157727
05819,Antioquia,Toledo,9.9,151358
05837,Antioquia,Turbo,20.6,3280628
05789,Antioquia,Tamesis,6.8,283262
05842,Antioquia,Uramita,7.7,299198
05847,Antioquia,Urrao,1.6,2880450
05854,Antioquia,Valdivia,11.0,639646
05856,Antioquia,Valparaiso,9.3,141722
05858,Antioquia,Vegachi,15.1,609013
05861,Antioquia,Venecia,9.7,156919
05873,Antioquia,Vigia Del Fuerte,15.5,1866734
05885,Antioquia,Yali,13.9,496447
05887,Antioquia,Yarumal,7.0,802404
05890,Antioquia,Yolombo,11.9,1139895
05893,Antioquia,Yondo,20.4,2135142
05895,Antioquia,Zaragoza,20.5,1316724
81001,Arauca,Arauca,20.5,6480390
81065,Arauca,Arauquita,20.2,3398314
81220,Arauca,Cravo Norte,22.1,5830110
81300,Arauca,Fortul,2.2,1302674
81591,Arauca,Puerto Rondon,20.7,2560110
81736,Arauca,Saravena,9.9,1040968
81794,Arauca,Tame,-0.5,6088514
08078,Atlantico,Baranoa,22.2,138078
08001,Atlantico,Barranquilla,23.9,165737
08137,Atlantico,Campo De La Cruz,22.1,113666
08141,Atlantico,Candelaria,22.0,154373
08296,Atlantico,Galapa,22.9,111089
08372,Atlantico,Juan De Acosta,22.1,191150
08421,Atlantico,Luruaco,20.0,255101
08433,Atlantico,Malambo,22.7,111834
08436,Atlantico,Manati,21.9,243551
08520,Atlantico,Palmar De Varela,22.0,104963
08549,Atlantico,Piojo,18.4,287737
08558,Atlantico,Polonuevo,22.2,84030
08560,Atlantico,Ponedera,22.0,235059
08573,Atlantico,Puerto Colombia,24.4,80058
08606,Atlantico,Repelon,19.8,407612
08634,Atlantico,Sabanagrande,22.7,49057
08638,Atlantico,Sabanalarga,21.9,450221
08675,Atlantico,Santa Lucia,22.2,65156
08685,Atlantico,Santo Tomas,22.1,74048
08758,Atlantico,Soledad,23.5,67368
08770,Atlantico,Suan,22.2,48341
08832,Atlantico,Tubara,22.7,203989
08849,Atlantico,Usiacuri,21.8,115345
13006,Bolivar,Achi,18.7,1076327
13030,Bolivar,Altos Del Rosario,21.5,343678
13042,Bolivar,Arenal,13.7,522075
13052,Bolivar,Arjona,22.1,666987
13062,Bolivar,Arroyohondo,22.3,186053
13074,Bolivar,Barranco De Loba,21.1,487437
13140,Bolivar,Calamar,22.2,290411
13160,Bolivar,Cantagallo,19.1,992881
13001,Bolivar,Cartagena De Indias,21.6,641599
13188,Bolivar,Cicuco,23.4,149678
13222,Bolivar,Clemencia,20.5,97062
13212,Bolivar,Cordoba,22.6,677130
13244,Bolivar,El Carmen De Bolivar,21.2,1073061
13248,Bolivar,El Guamo,22.7,435079
13268,Bolivar,El Penon,22.6,361034
13300,Bolivar,Hatillo De Loba,22.6,219910
13430,Bolivar,Magangue,22.4,1280772
13433,Bolivar,Mahates,22.7,490963
13440,Bolivar,Margarita,23.0,331744
13442,Bolivar,Maria La Baja,22.8,636887
13468,Bolivar,Mompos,23.1,738623
13458,Bolivar,Montecristo,11.3,2363379
13473,Bolivar,Morales,11.3,1522699
13490,Bolivar,Norosi,18.4,470792
13549,Bolivar,Pinillos,22.7,877847
13580,Bolivar,Regidor,22.8,207578
13600,Bolivar,Rioviejo,16.1,955818
13620,Bolivar,San Cristobal,22.4,48057
13647,Bolivar,San Estanislao,21.5,240440
13650,Bolivar,San Fernando,23.7,360236
13654,Bolivar,San Jacinto,22.0,502471
13655,Bolivar,San Jacinto Del Cauca,20.6,643931
13657,Bolivar,San Juan Nepomuceno,22.4,716411
13667,Bolivar,San Martin De Loba,20.9,509391
13670,Bolivar,San Pablo,15.5,2279235
13673,Bolivar,Santa Catalina,20.0,195742
13683,Bolivar,Santa Rosa,22.2,175803
13688,Bolivar,Santa Rosa Del Sur,12.6,2689542
13744,Bolivar,Simiti,17.0,1529192
13760,Bolivar,Soplaviento,22.7,105206
13780,Bolivar,Talaigua Nuevo,22.9,282518
13810,Bolivar,Tiquisio,18.2,862474
13836,Bolivar,Turbaco,21.2,230243
13838,Bolivar,Turbana,21.6,216239
13873,Bolivar,Villanueva,20.4,155836
13894,Bolivar,Zambrano,22.5,351120
15022,Boyaca,Almeida,6.8,64742
15047,Boyaca,Aquitania,3.3,1058211
