COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,18.3,11774585
91405,Amazonas,La Chorrera,18.3,14165931
91407,Amazonas,La Pedrera,18.7,15175784
91430,Amazonas,La Victoria,18.6,1598379
91001,Amazonas,Leticia,19.6,6727268
91460,Amazonas,Miriti-Parana,18.6,18820064
91530,Amazonas,Puerto Alegria,18.4,9291534
91536,Amazonas,Puerto Arica,19.3,15153174
91540,Amazonas,Puerto Narino,19.5,1587068
91669,Amazonas,Santander,18.4,16457477
91798,Amazonas,Tarapaca,19.4,10077628
05002,Antioquia,Abejorral,7.2,569818
05004,Antioquia,Abriaqui,2.4,333936
05021,Antioquia,Alejandria,11.1,145063
05030,Antioquia,Amaga,9.7,94539
05031,Antioquia,Amalfi,10.7,1362016
05034,Antioquia,Andes,3.7,451890
05036,Antioquia,Angelopolis,7.9,92005
05038,Antioquia,Angostura,6.3,381134
05040,Antioquia,Anori,10.9,1593171
05044,Antioquia,Anza,6.5,287675
05045,Antioquia,Apartado,16.4,603077
05051,Antioquia,Arboletes,19.9,851162
05055,Antioquia,Argelia,5.5,275658
05059,Antioquia,Armenia,10.9,124098
05079,Antioquia,Barbosa,8.3,231400
05088,Antioquia,Bello,6.4,166318
05086,Antioquia,Belmira,4.5,333209
05091,Antioquia,Betania,2.2,202703
05093,Antioquia,Betulia,4.7,294857
05107,Antioquia,Briceno,6.8,423900
05113,Antioquia,Buritica,7.2,399678
05125,Antioquia,Caicedo,2.4,225000
05129,Antioquia,Caldas,5.8,149249
05134,Antioquia,Campamento,8.1,261516
05142,Antioquia,Caracoli,17.0,295686
05145,Antioquia,Caramanta,6.3,103393
05147,Antioquia,Carepa,16.1,436264
05148,Antioquia,Carmen De Viboral,6.1,476206
05150,Antioquia,Carolina,8.1,168392
05154,Antioquia,Caucasia,21.0,1612931
05138,Antioquia,Canasgordas,4.4,410500
05172,Antioquia,Chigorodo,15.2,812701
05190,Antioquia,Cisneros,12.5,52830
05101,Antioquia,Ciudad Bolivar,3.8,296221
05197,Antioquia,Cocorna,9.8,271796
05206,Antioquia,Concepcion,8.8,227278
05209,Antioquia,Concordia,8.0,278528
05212,Antioquia,Copacabana,7.3,76412
05120,Antioquia,Caceres,17.6,2113418
05234,Antioquia,Dabeiba,3.8,2201979
05237,Antioquia,Donmatias,7.2,228757
05240,Antioquia,Ebejico,7.9,267317
05250,Antioquia,El Bagre,17.0,1760318
05607,Antioquia,El Retiro,5.8,272023
05264,Antioquia,Entrerrios,4.8,240971
05266,Antioquia,Envigado,6.4,89961
05282,Antioquia,Fredonia,8.6,289963
05284,Antioquia,Frontino,3.0,1556209
05306,Antioquia,Giraldo,4.7,105158
05308,Antioquia,Girardota,7.4,93182
05313,Antioquia,Granada,8.8,213883
05315,Antioquia,Guadalupe,10.9,133112
05318,Antioquia,Guarne,8.0,171165
05321,Antioquia,Guatape,9.6,93722
05310,Antioquia,Gomez Plata,10.2,373943
05347,Antioquia,Heliconia,7.8,129116
05353,Antioquia,Hispania,11.8,60851
05360,Antioquia,Itagui,11.1,21942
05361,Antioquia,Ituango,4.5,3200283
05364,Antioquia,Jardin,5.7,225853
05368,Antioquia,Jerico,8.3,230278
05376,Antioquia,La Ceja,6.5,149154
05380,Antioquia,La Estrella,8.0,41419
05390,Antioquia,La Pintada,14.4,61022
05400,Antioquia,La Union,6.5,188508
05411,Antioquia,Liborina,5.0,243496
05425,Antioquia,Maceo,15.9,435772
05440,Antioquia,Marinilla,9.3,129182
05001,Antioquia,Medellin,6.2,419962
05467,Antioquia,Montebello,8.6,85420
05475,Antioquia,Murindo,16.5,1423307
05480,Antioquia,Mutata,7.6,1209994
05483,Antioquia,Narino,3.8,355855
05495,Antioquia,Nechi,19.5,1058350
05490,Antioquia,Necocli,19.3,1413373
05501,Antioquia,Olaya,5.1,97860
05543,Antioquia,Peque,3.6,488675
05541,Antioquia,Penol,8.8,133072
05576,Antioquia,Pueblorrico,9.4,84712
05579,Antioquia,Puerto Berrio,17.1,1373268
05585,Antioquia,Puerto Nare,17.5,752766
05591,Antioquia,Puerto Triunfo,20.0,416003
05604,Antioquia,Remedios,17.0,2225054
05615,Antioquia,Rionegro,7.5,220278
05628,Antioquia,Sabanalarga,5.1,299127
05631,Antioquia,Sabaneta,8.7,17685
05642,Antioquia,Salgar,2.2,323789
05647,Antioquia,San Andres de Cuerquia,5.3,232856
05649,Antioquia,San Carlos,9.1,807373
05652,Antioquia,San Francisco,11.3,400557
05656,Antioquia,San Jeronimo,6.5,181379
05658,Antioquia,San Jose De La Montana,4.4,141913
05659,Antioquia,San Juan De Uraba,20.9,283742
05660,Antioquia,San Luis,12.1,478477
05664,Antioquia,San Pedro De Los Milagros,7.0,248643
05665,Antioquia,San Pedro De Uraba,19.3,680012
05667,Antioquia,San Rafael,9.2,409416
05670,Antioquia,San Roque,12.3,478016
05674,Antioquia,San Vicente,8.7,259228
05679,Antioquia,Santa Barbara,7.8,220405
05042,Antioquia,Santa Fe De Antioquia,3.4,591089
05686,Antioquia,Santa Rosa De Osos,5.3,973298
05690,Antioquia,Santo Domingo,9.6,299206
05697,Antioquia,Santuario,9.1,93832
05736,Antioquia,Segovia,14.7,1269072
05756,Antioquia,Sonson,3.8,1513077
05761,Antioquia,Sopetran,6.1,246389
05790,Antioquia,Taraza,12.4,1295523
05792,Antioquia,Tarso,4.3,135324
05809,Antioquia,Titiribi,9.8,157727
05819,Antioquia,Toledo,8.9,151358
05837,Antioquia,Turbo,17.2,3280628
05789,Antioquia,Tamesis,5.7,283262
05842,Antioquia,Uramita,6.8,299198
05847,Antioquia,Urrao,1.1,2880450
05854,Antioquia,Valdivia,9.8,639646
05856,Antioquia,Valparaiso,8.3,141722
05858,Antioquia,Vegachi,14.2,609013
05861,Antioquia,Venecia,9.1,156919
05873,Antioquia,Vigia Del Fuerte,14.1,1866734
05885,Antioquia,Yali,13.2,496447
05887,Antioquia,Yarumal,6.0,802404
05890,Antioquia,Yolombo,11.1,1139895
05893,Antioquia,Yondo,19.0,2135142
05895,Antioquia,Zaragoza,19.5,1316724
81001,Arauca,Arauca,19.9,6480390
81065,Arauca,Arauquita,19.0,3398314
81220,Arauca,Cravo Norte,21.0,5830110
81300,Arauca,Fortul,-2.7,1302674
81591,Arauca,Puerto Rondon,19.7,2560110
81736,Arauca,Saravena,8.4,1040968
81794,Arauca,Tame,-4.9,6088514
08078,Atlantico,Baranoa,22.4,138078
08001,Atlantico,Barranquilla,22.9,165737
08137,Atlantico,Campo De La Cruz,21.6,113666
08141,Atlantico,Candelaria,21.6,154373
08296,Atlantico,Galapa,22.3,111089
08372,Atlantico,Juan De Acosta,22.8,191150
08421,Atlantico,Luruaco,22.2,255101
08433,Atlantico,Malambo,22.9,111834
08436,Atlantico,Manati,21.6,243551
08520,Atlantico,Palmar De Varela,22.5,104963
08549,Atlantico,Piojo,22.0,287737
08558,Atlantico,Polonuevo,22.9,84030
08560,Atlantico,Ponedera,22.2,235059
08573,Atlantico,Puerto Colombia,22.8,80058
08606,Atlantico,Repelon,21.5,407612
08634,Atlantico,Sabanagrande,22.8,49057
08638,Atlantico,Sabanalarga,22.3,450221
08675,Atlantico,Santa Lucia,21.8,65156
08685,Atlantico,Santo Tomas,22.8,74048
08758,Atlantico,Soledad,22.9,67368
08770,Atlantico,Suan,21.8,48341
08832,Atlantico,Tubara,22.0,203989
08849,Atlantico,Usiacuri,22.9,115345
13006,Bolivar,Achi,19.0,1076327
13030,Bolivar,Altos Del Rosario,20.4,343678
13042,Bolivar,Arenal,14.0,522075
13052,Bolivar,Arjona,21.3,666987
13062,Bolivar,Arroyohondo,22.1,186053
13074,Bolivar,Barranco De Loba,20.4,487437
13140,Bolivar,Calamar,22.0,290411
13160,Bolivar,Cantagallo,17.8,992881
13001,Bolivar,Cartagena De Indias,21.4,641599
13188,Bolivar,Cicuco,21.9,149678
13222,Bolivar,Clemencia,22.0,97062
13212,Bolivar,Cordoba,21.3,677130
13244,Bolivar,El Carmen De Bolivar,19.9,1073061
13248,Bolivar,El Guamo,21.6,435079
13268,Bolivar,El Penon,21.0,361034
13300,Bolivar,Hatillo De Loba,21.9,219910
13430,Bolivar,Magangue,21.2,1280772
13433,Bolivar,Mahates,21.7,490963
13440,Bolivar,Margarita,22.9,331744
13442,Bolivar,Maria La Baja,21.2,636887
13468,Bolivar,Mompos,22.0,738623
13458,Bolivar,Montecristo,11.2,2363379
13473,Bolivar,Morales,11.2,1522699
13490,Bolivar,Norosi,19.3,470792
13549,Bolivar,Pinillos,21.9,877847
13580,Bolivar,Regidor,21.9,207578
13600,Bolivar,Rioviejo,16.1,955818
13620,Bolivar,San Cristobal,22.1,48057
13647,Bolivar,San Estanislao,21.4,240440
13650,Bolivar,San Fernando,22.6,360236
13654,Bolivar,San Jacinto,20.2,502471
13655,Bolivar,San Jacinto Del Cauca,20.2,643931
13657,Bolivar,San Juan Nepomuceno,20.8,716411
13667,Bolivar,San Martin De Loba,19.7,509391
13670,Bolivar,San Pablo,14.4,2279235
13673,Bolivar,Santa Catalina,21.9,195742
13683,Bolivar,Santa Rosa,22.5,175803
13688,Bolivar,Santa Rosa Del Sur,12.4,2689542
13744,Bolivar,Simiti,16.0,1529192
13760,Bolivar,Soplaviento,22.5,105206
13780,Bolivar,Talaigua Nuevo,21.6,282518
13810,Bolivar,Tiquisio,18.0,862474
13836,Bolivar,Turbaco,21.4,230243
13838,Bolivar,Turbana,21.4,216239
13873,Bolivar,Villanueva,21.4,155836
13894,Bolivar,Zambrano,21.3,351120
15022,Boyaca,Almeida,3.9,64742
15047,Boyaca,Aquitania,-1.1,1058211
15051,Boyaca,Arcabuco,0.6,154978
15087,Boyaca,Belen,-1.9,183366
15090,Boyaca,Berbeo,2.9,65145
15092,Boyaca,Beteitiva,2.7,114526
15097,Boyaca,Boavita,3.9,163388
15104,Boyaca,Boyaca,3.5,53946
15106,Boyaca,Briceno,4.1,72614
15109,Boyaca,Buenavista,3.0,123767
15114,Boyaca,Busbanza,4.5,28487
15131,Boyaca,Caldas,4.6,88750
15135,Boyaca,Campohermoso,6.8,335327
15162,Boyaca,Cerinza,0.2,71470
15172,Boyaca,Chinavita,1.0,153141
15176,Boyaca,Chiquinquira,2.9,185435
15180,Boyaca,Chiscas,-3.9,741218
