COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,18.9,11774585
91405,Amazonas,La Chorrera,19.0,14165931
91407,Amazonas,La Pedrera,18.3,15175784
91430,Amazonas,La Victoria,19.5,1598379
91001,Amazonas,Leticia,19.0,6727268
91460,Amazonas,Miriti-Parana,19.0,18820064
91530,Amazonas,Puerto Alegria,18.9,9291534
91536,Amazonas,Puerto Arica,19.0,15153174
91540,Amazonas,Puerto Narino,18.9,1587068
91669,Amazonas,Santander,19.3,16457477
91798,Amazonas,Tarapaca,18.9,10077628
05002,Antioquia,Abejorral,7.8,569818
05004,Antioquia,Abriaqui,3.0,333936
05021,Antioquia,Alejandria,10.8,145063
05030,Antioquia,Amaga,10.4,94539
05031,Antioquia,Amalfi,11.2,1362016
05034,Antioquia,Andes,3.0,451890
05036,Antioquia,Angelopolis,7.7,92005
05038,Antioquia,Angostura,8.0,381134
05040,Antioquia,Anori,11.5,1593171
05044,Antioquia,Anza,7.6,287675
05045,Antioquia,Apartado,19.1,603077
05051,Antioquia,Arboletes,20.2,851162
05055,Antioquia,Argelia,5.3,275658
05059,Antioquia,Armenia,11.0,124098
05079,Antioquia,Barbosa,8.4,231400
05088,Antioquia,Bello,7.2,166318
05086,Antioquia,Belmira,5.1,333209
05091,Antioquia,Betania,1.8,202703
05093,Antioquia,Betulia,5.7,294857
05107,Antioquia,Briceno,7.2,423900
05113,Antioquia,Buritica,7.6,399678
05125,Antioquia,Caicedo,3.0,225000
05129,Antioquia,Caldas,7.2,149249
05134,Antioquia,Campamento,8.6,261516
05142,Antioquia,Caracoli,17.4,295686
05145,Antioquia,Caramanta,6.7,103393
05147,Antioquia,Carepa,17.7,436264
05148,Antioquia,Carmen De Viboral,6.6,476206
05150,Antioquia,Carolina,9.1,168392
05154,Antioquia,Caucasia,21.4,1612931
05138,Antioquia,Canasgordas,5.1,410500
05172,Antioquia,Chigorodo,16.9,812701
05190,Antioquia,Cisneros,12.4,52830
05101,Antioquia,Ciudad Bolivar,3.3,296221
05197,Antioquia,Cocorna,9.2,271796
05206,Antioquia,Concepcion,8.4,227278
05209,Antioquia,Concordia,8.9,278528
05212,Antioquia,Copacabana,8.8,76412
05120,Antioquia,Caceres,17.4,2113418
05234,Antioquia,Dabeiba,3.9,2201979
05237,Antioquia,Donmatias,7.7,228757
05240,Antioquia,Ebejico,8.5,267317
05250,Antioquia,El Bagre,18.0,1760318
05607,Antioquia,El Retiro,7.1,272023
05264,Antioquia,Entrerrios,6.3,240971
05266,Antioquia,Envigado,7.5,89961
05282,Antioquia,Fredonia,9.3,289963
05284,Antioquia,Frontino,3.3,1556209
05306,Antioquia,Giraldo,5.4,105158
05308,Antioquia,Girardota,9.0,93182
05313,Antioquia,Granada,8.2,213883
05315,Antioquia,Guadalupe,11.5,133112
05318,Antioquia,Guarne,9.2,171165
05321,Antioquia,Guatape,9.3,93722
05310,Antioquia,Gomez Plata,11.0,373943
05347,Antioquia,Heliconia,8.4,129116
05353,Antioquia,Hispania,12.3,60851
05360,Antioquia,Itagui,11.3,21942
05361,Antioquia,Ituango,4.6,3200283
05364,Antioquia,Jardin,5.7,225853
05368,Antioquia,Jerico,8.2,230278
05376,Antioquia,La Ceja,8.3,149154
05380,Antioquia,La Estrella,7.7,41419
05390,Antioquia,La Pintada,14.9,61022
05400,Antioquia,La Union,7.8,188508
05411,Antioquia,Liborina,5.3,243496
05425,Antioquia,Maceo,16.1,435772
05440,Antioquia,Marinilla,8.7,129182
05001,Antioquia,Medellin,7.0,419962
05467,Antioquia,Montebello,10.0,85420
05475,Antioquia,Murindo,16.6,1423307
05480,Antioquia,Mutata,6.8,1209994
05483,Antioquia,Narino,3.1,355855
05495,Antioquia,Nechi,20.3,1058350
05490,Antioquia,Necocli,18.6,1413373
05501,Antioquia,Olaya,6.1,97860
05543,Antioquia,Peque,3.8,488675
05541,Antioquia,Penol,8.2,133072
05576,Antioquia,Pueblorrico,9.5,84712
05579,Antioquia,Puerto Berrio,17.6,1373268
05585,Antioquia,Puerto Nare,17.8,752766
05591,Antioquia,Puerto Triunfo,20.3,416003
05604,Antioquia,Remedios,17.1,2225054
05615,Antioquia,Rionegro,8.6,220278
05628,Antioquia,Sabanalarga,5.8,299127
05631,Antioquia,Sabaneta,9.5,17685
05642,Antioquia,Salgar,2.7,323789
05647,Antioquia,San Andres de Cuerquia,5.8,232856
05649,Antioquia,San Carlos,8.8,807373
05652,Antioquia,San Francisco,10.9,400557
05656,Antioquia,San Jeronimo,7.2,181379
05658,Antioquia,San Jose De La Montana,4.3,141913
05659,Antioquia,San Juan De Uraba,21.0,283742
05660,Antioquia,San Luis,11.9,478477
05664,Antioquia,San Pedro De Los Milagros,8.3,248643
05665,Antioquia,San Pedro De Uraba,20.3,680012
05667,Antioquia,San Rafael,8.8,409416
05670,Antioquia,San Roque,12.0,478016
05674,Antioquia,San Vicente,8.4,259228
05679,Antioquia,Santa Barbara,8.8,220405
05042,Antioquia,Santa Fe De Antioquia,4.0,591089
05686,Antioquia,Santa Rosa De Osos,6.5,973298
05690,Antioquia,Santo Domingo,10.1,299206
05697,Antioquia,Santuario,8.6,93832
05736,Antioquia,Segovia,15.4,1269072
05756,Antioquia,Sonson,3.1,1513077
05761,Antioquia,Sopetran,7.2,246389
05790,Antioquia,Taraza,11.9,1295523
05792,Antioquia,Tarso,4.5,135324
05809,Antioquia,Titiribi,10.5,157727
05819,Antioquia,Toledo,9.0,151358
05837,Antioquia,Turbo,18.7,3280628
05789,Antioquia,Tamesis,5.9,283262
05842,Antioquia,Uramita,7.1,299198
05847,Antioquia,Urrao,1.7,2880450
05854,Antioquia,Valdivia,9.7,639646
05856,Antioquia,Valparaiso,8.8,141722
05858,Antioquia,Vegachi,14.2,609013
05861,Antioquia,Venecia,9.7,156919
05873,Antioquia,Vigia Del Fuerte,15.4,1866734
05885,Antioquia,Yali,13.1,496447
05887,Antioquia,Yarumal,6.3,802404
05890,Antioquia,Yolombo,11.4,1139895
05893,Antioquia,Yondo,19.5,2135142
05895,Antioquia,Zaragoza,19.7,1316724
81001,Arauca,Arauca,20.0,6480390
81065,Arauca,Arauquita,19.1,3398314
81220,Arauca,Cravo Norte,21.4,5830110
81300,Arauca,Fortul,-1.8,1302674
81591,Arauca,Puerto Rondon,19.6,2560110
81736,Arauca,Saravena,8.9,1040968
81794,Arauca,Tame,-4.0,6088514
08078,Atlantico,Baranoa,22.4,138078
08001,Atlantico,Barranquilla,23.6,165737
08137,Atlantico,Campo De La Cruz,22.4,113666
08141,Atlantico,Candelaria,22.6,154373
08296,Atlantico,Galapa,22.5,111089
08372,Atlantico,Juan De Acosta,22.7,191150
08421,Atlantico,Luruaco,22.5,255101
08433,Atlantico,Malambo,23.3,111834
08436,Atlantico,Manati,22.6,243551
08520,Atlantico,Palmar De Varela,23.7,104963
08549,Atlantico,Piojo,20.8,287737
08558,Atlantico,Polonuevo,23.4,84030
08560,Atlantico,Ponedera,23.0,235059
08573,Atlantico,Puerto Colombia,23.6,80058
08606,Atlantico,Repelon,21.9,407612
08634,Atlantico,Sabanagrande,23.7,49057
08638,Atlantico,Sabanalarga,23.1,450221
08675,Atlantico,Santa Lucia,22.4,65156
08685,Atlantico,Santo Tomas,23.7,74048
08758,Atlantico,Soledad,23.5,67368
08770,Atlantico,Suan,22.4,48341
08832,Atlantico,Tubara,22.4,203989
08849,Atlantico,Usiacuri,22.7,115345
13006,Bolivar,Achi,18.7,1076327
13030,Bolivar,Altos Del Rosario,21.2,343678
13042,Bolivar,Arenal,14.0,522075
13052,Bolivar,Arjona,21.4,666987
13062,Bolivar,Arroyohondo,22.3,186053
