COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,33.9,6727268
05001,Antioquia,Medellin,28.3,419962
81001,Arauca,Arauca,33.1,6480390
08001,Atlantico,Barranquilla,33.0,165737
13001,Bolivar,Cartagena De Indias,35.7,641599
15001,Boyaca,Tunja,17.2,134508
17001,Caldas,Manizales,30.2,494940
18001,Caqueta,Florencia,31.9,2849167
85001,Casanare,Yopal,33.6,2785982
19001,Cauca,Popayan,26.1,536566
20001,Cesar,Valledupar,39.1,4760939
27001,Choco,Quibdo,33.9,3935568
11001,Cundinamarca,"Bogota, D.C.",30.5,1817617
23001,Cordoba,Monteria,33.4,3544548
94001,Guainia,Inirida,33.9,17706318
95001,Guaviare,San Jose Del Guaviare,32.6,18731168
41001,Huila,Neiva,36.7,1421612
44001,La Guajira,Riohacha,36.0,3518455
47001,Magdalena,Santa Marta,32.3,2672070
50001,Meta,Villavicencio,32.2,1441792
52001,Narino,Pasto,25.6,1226326
54001,Norte de Santander,Cucuta,37.5,1277938
86001,Putumayo,Mocoa,31.3,1456603
63001,Quindio,Armenia,28.1,136089
66001,Risaralda,Pereira,30.2,682233
88001,San Andres y Providencia,San Andres,33.0,30340
68001,Santander,Bucaramanga,29.1,172989
70001,Sucre,Sincelejo,34.7,317037
73001,Tolima,Ibague,36.9,1544466
76001,Valle del Cauca,Cali,29.6,630689
97001,Vaupes,Mitu,32.7,18064548
99001,Vichada,Puerto Carreno,34.0,13250752
