COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91263,Amazonas,El Encanto,31.9,11774585
91405,Amazonas,La Chorrera,31.9,14165931
91407,Amazonas,La Pedrera,32.6,15175784
91430,Amazonas,La Victoria,31.6,1598379
91001,Amazonas,Leticia,32.2,6727268
91460,Amazonas,Miriti-Parana,32.2,18820064
91530,Amazonas,Puerto Alegria,31.3,9291534
91536,Amazonas,Puerto Arica,32.5,15153174
91540,Amazonas,Puerto Narino,32.4,1587068
91669,Amazonas,Santander,32.2,16457477
91798,Amazonas,Tarapaca,32.7,10077628
05002,Antioquia,Abejorral,30.5,569818
05004,Antioquia,Abriaqui,22.0,333936
05021,Antioquia,Alejandria,25.6,145063
05030,Antioquia,Amaga,29.8,94539
05031,Antioquia,Amalfi,32.8,1362016
05034,Antioquia,Andes,26.3,451890
05036,Antioquia,Angelopolis,27.7,92005
05038,Antioquia,Angostura,25.1,381134
05040,Antioquia,Anori,32.7,1593171
05044,Antioquia,Anza,30.9,287675
05045,Antioquia,Apartado,30.8,603077
05051,Antioquia,Arboletes,31.1,851162
05055,Antioquia,Argelia,33.4,275658
05059,Antioquia,Armenia,31.3,124098
05079,Antioquia,Barbosa,26.0,231400
05088,Antioquia,Bello,25.2,166318
05086,Antioquia,Belmira,18.3,333209
05091,Antioquia,Betania,26.7,202703
05093,Antioquia,Betulia,30.9,294857
05107,Antioquia,Briceno,30.2,423900
05113,Antioquia,Buritica,30.3,399678
05125,Antioquia,Caicedo,27.2,225000
05129,Antioquia,Caldas,25.1,149249
05134,Antioquia,Campamento,27.6,261516
05142,Antioquia,Caracoli,33.4,295686
05145,Antioquia,Caramanta,29.4,103393
05147,Antioquia,Carepa,31.0,436264
05148,Antioquia,Carmen De Viboral,27.9,476206
05150,Antioquia,Carolina,25.9,168392
05154,Antioquia,Caucasia,32.8,1612931
05138,Antioquia,Canasgordas,25.2,410500
05172,Antioquia,Chigorodo,31.1,812701
05190,Antioquia,Cisneros,27.3,52830
05101,Antioquia,Ciudad Bolivar,29.9,296221
05197,Antioquia,Cocorna,30.6,271796
05206,Antioquia,Concepcion,23.3,227278
05209,Antioquia,Concordia,31.5,278528
05212,Antioquia,Copacabana,25.1,76412
05120,Antioquia,Caceres,32.6,2113418
05234,Antioquia,Dabeiba,30.1,2201979
05237,Antioquia,Donmatias,26.3,228757
